"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","effect_norm","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","cc_group1","cc_group2","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1","Cover Crops",23,"2012-1","1","1","Other Soil Properties","Abiotic Factors","Soil Moisture","soil water content at cash crop emergence, 10 cm depth","10 cm","0-30 cm","cm^3^  water/cm^3^ soil","repeated measure ANOVA","mean",0,"NA","NA",0.26,1,"NA","NA",0.252,"ns","0","mono","no cover crop","no cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-3.08,"Other Soil Properties | Abiotic Factors | Soil Moisture","Dependent on other factors | dependent on other factors"
"252","Cover Crops",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Phosphorus & Potassium","Phosphorus","plant available phosphorus","0-50 cm","0-60 cm","mg/kg",NA,"mean",0,"4","NA",25,2,"4","NA",27.7,"ns","0","mix_2","no cover crop","no winter cover crop, headland","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, headland","Two species","Non-legume Mixture","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,10.8,"Soil Nutrients | Phosphorus & Potassium | Phosphorus","Dependent on other factors | dependent on other factors"
"253","Cover Crops",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Phosphorus & Potassium","Phosphorus","plant available phosphorus","0-50 cm","0-60 cm","mg/kg",NA,"mean",0,"4","NA",25,3,"4","NA",23.4,"ns","0","mix_3","no cover crop","no winter cover crop, headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, headland","Three or more species","Non-legume + Legume Mixture","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-6.4,"Soil Nutrients | Phosphorus & Potassium | Phosphorus","Dependent on other factors | dependent on other factors"
"254","Cover Crops",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Phosphorus & Potassium","Phosphorus","plant available phosphorus","0-50 cm","0-60 cm","MG/ha",NA,"mean",2,"5","NA",25.2,3,"5","NA",16.8,"ns","0","mix_2_mix_3","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, non-headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, non-headland","Mixture comparisons","Non-legume + Legume Mixture","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-33.33,"Soil Nutrients | Phosphorus & Potassium | Phosphorus","Dependent on other factors | dependent on other factors"
"255","Cover Crops",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Phosphorus & Potassium","Phosphorus","plant available phosphorus","0-50 cm","0-60 cm","MG/ha",NA,"mean",2,"NA","NA",26.5,3,"NA","NA",20.1,"0.05","NA","mix_2_mix_3","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop","Mixture comparisons","Non-legume + Legume Mixture","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-24.15,"Soil Nutrients | Phosphorus & Potassium | Phosphorus","Dependent on other factors | dependent on other factors"
"256","Cover Crops",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Phosphorus & Potassium","Phosphorus","plant available phosphorus","0-50 cm","0-60 cm","MG/ha",NA,"mean",1,"4","NA",27.2,2,"4","NA",27.7,"ns","0","mono_mix_2","forage radish","forage radish for winter cover crop, headland","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, headland","Mixture comparisons","Non-legume Mixture","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,1.84,"Soil Nutrients | Phosphorus & Potassium | Phosphorus","Dependent on other factors | dependent on other factors"
"257","Cover Crops",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Phosphorus & Potassium","Phosphorus","plant available phosphorus","0-50 cm","0-60 cm","MG/ha",NA,"mean",1,"4","NA",27.2,3,"4","NA",23.4,"ns","0","mono_mix_3","forage radish","forage radish for winter cover crop, headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, headland","Mixture comparisons","Non-legume + Legume Mixture","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-13.97,"Soil Nutrients | Phosphorus & Potassium | Phosphorus","Dependent on other factors | dependent on other factors"
"258","Cover Crops",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Phosphorus & Potassium","Phosphorus","plant available phosphorus","0-50 cm","0-60 cm","MG/ha",NA,"mean",2,"4","NA",27.7,3,"4","NA",23.4,"ns","0","mix_2_mix_3","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, headland","Mixture comparisons","Non-legume + Legume Mixture","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-15.52,"Soil Nutrients | Phosphorus & Potassium | Phosphorus","Dependent on other factors | dependent on other factors"
"259","Cover Crops",44,"2013-1","1","1","Soil Nutrients","Nitrogen","Ammonium","soil ammonium NH~4~ (0-15 cm)","0-15 cm","0-30 cm","g/kg soil","LSMeans","mean",0,"NA","NA",0.5,1,"NA","NA",0.59,"ns","0","mono","no cover crop","no winter cover crop","winter rye","cereal rye winter cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,18,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"260","Cover Crops",44,"2013-1","1","1","Soil Nutrients","Nitrogen","Ammonium","soil ammonium NH~4~ (0-15 cm)","0-15 cm","0-30 cm","g/kg soil","LSMeans","se",0,"NA","NA",0.04,1,"NA","NA",0.09,"ns","0","mono","no cover crop","no winter cover crop","winter rye","cereal rye winter cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,125,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"261","Cover Crops",32,"2009-1","1","1","Soil Nutrients","Nitrogen","Ammonium","ammonium (NH~4~-N) in soil following cover crop","0-30 cm","0-30 cm","kg N/ha","ANOVA","mean",0,"NA","NA",3.8,1,"NA","NA",1.6,"0.05","1","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-57.89,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"262","Cover Crops",38,"2014-2","1;2","1","Soil Nutrients","Nitrogen","Ammonium","ammonium (NH~4~-N)","0-45 cm","0-60 cm","mg/kg","Tukey","mean",0,"NA","NA",5.6,1,"NA","NA",5.81,"ns","0","mono","no cover crop","maize: fallow / soybean: fallow","oat (corn), clover (soybean)","maize: spring oat / soybean: red clover","Single species","Rotation of Cover Crops","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,3.75,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"263","Cover Crops",38,"2014-2","1;2","1","Soil Nutrients","Nitrogen","Ammonium","ammonium (NH~4~-N)","0-45 cm","0-60 cm","mg/kg","Tukey","mean",0,"NA","NA",5.6,2,"NA","NA",5.96,"ns","0","mono","no cover crop","maize: fallow / soybean: fallow","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch","Single species","Rotation of Cover Crops","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,6.43,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"264","Cover Crops",38,"2014-2","1;2","1","Soil Nutrients","Nitrogen","Ammonium","ammonium (NH~4~-N)","0-45 cm","0-60 cm","mg/kg","Tukey","mean",0,"NA","NA",5.6,3,"NA","NA",5.65,"ns","0","mono","no cover crop","maize: fallow / soybean: fallow","Italian ryegrass","maize: annual ryegrass / soybean: annual ryegrass","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0.89,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"265","Cover Crops",38,"2014-2","1;2","1","Soil Nutrients","Nitrogen","Ammonium","ammonium (NH~4~-N)","0-45 cm","0-60 cm","mg/kg","Tukey","mean",0,"NA","NA",5.6,4,"NA","NA",6.26,"ns","0","mono","no cover crop","maize: fallow / soybean: fallow","forage radish","maize: radish / soybean: radish","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,11.79,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"266","Cover Crops",38,"2014-2","1;2","1","Soil Nutrients","Nitrogen","Ammonium","ammonium (NH~4~-N)","0-45 cm","0-60 cm","mg/kg","Tukey","mean",0,"NA","NA",5.6,5,"NA","NA",5.63,"ns","0","mono","no cover crop","maize: fallow / soybean: fallow","forage rape","maize: rape / soybean: rape","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0.54,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"267","Cover Crops",38,"2014-2","1;2","1","Soil Nutrients","Nitrogen","Ammonium","ammonium (NH~4~-N)","0-45 cm","0-60 cm","mg/kg","Tukey","mean",1,"NA","NA",5.81,2,"NA","NA",5.96,"ns","0","mono_mono","oat (corn), clover (soybean)","maize: spring oat / soybean: red clover","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch","Mixture comparisons","Rotation of Cover Crops","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,2.58,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"268","Cover Crops",38,"2014-2","1;2","1","Soil Nutrients","Nitrogen","Ammonium","ammonium (NH~4~-N)","0-45 cm","0-60 cm","mg/kg","Tukey","mean",1,"NA","NA",5.81,3,"NA","NA",5.65,"ns","0","mono_mono","oat (corn), clover (soybean)","maize: spring oat / soybean: red clover","Italian ryegrass","maize: annual ryegrass / soybean: annual ryegrass","Mixture comparisons","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-2.75,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"269","Cover Crops",38,"2014-2","1;2","1","Soil Nutrients","Nitrogen","Ammonium","ammonium (NH~4~-N)","0-45 cm","0-60 cm","mg/kg","Tukey","mean",1,"NA","NA",5.81,4,"NA","NA",6.26,"ns","0","mono_mono","oat (corn), clover (soybean)","maize: spring oat / soybean: red clover","forage radish","maize: radish / soybean: radish","Mixture comparisons","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,7.75,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"270","Cover Crops",38,"2014-2","1;2","1","Soil Nutrients","Nitrogen","Ammonium","ammonium (NH~4~-N)","0-45 cm","0-60 cm","mg/kg","Tukey","mean",1,"NA","NA",5.81,5,"NA","NA",5.63,"ns","0","mono_mono","oat (corn), clover (soybean)","maize: spring oat / soybean: red clover","forage rape","maize: rape / soybean: rape","Mixture comparisons","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-3.1,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"271","Cover Crops",38,"2014-2","1;2","1","Soil Nutrients","Nitrogen","Ammonium","ammonium (NH~4~-N)","0-45 cm","0-60 cm","mg/kg","Tukey","mean",2,"NA","NA",5.96,3,"NA","NA",5.65,"ns","0","mono_mono","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch","Italian ryegrass","maize: annual ryegrass / soybean: annual ryegrass","Mixture comparisons","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-5.2,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"272","Cover Crops",38,"2014-2","1;2","1","Soil Nutrients","Nitrogen","Ammonium","ammonium (NH~4~-N)","0-45 cm","0-60 cm","mg/kg","Tukey","mean",2,"NA","NA",5.96,4,"NA","NA",6.26,"ns","0","mono_mono","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch","forage radish","maize: radish / soybean: radish","Mixture comparisons","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,5.03,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"273","Cover Crops",38,"2014-2","1;2","1","Soil Nutrients","Nitrogen","Ammonium","ammonium (NH~4~-N)","0-45 cm","0-60 cm","mg/kg","Tukey","mean",2,"NA","NA",5.96,5,"NA","NA",5.63,"ns","0","mono_mono","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch","forage rape","maize: rape / soybean: rape","Mixture comparisons","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-5.54,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"274","Cover Crops",38,"2014-2","1;2","1","Soil Nutrients","Nitrogen","Ammonium","ammonium (NH~4~-N)","0-45 cm","0-60 cm","mg/kg","Tukey","mean",3,"NA","NA",5.65,4,"NA","NA",6.26,"ns","0","mono_mono","Italian ryegrass","maize: annual ryegrass / soybean: annual ryegrass","forage radish","maize: radish / soybean: radish","Mixture comparisons","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,10.8,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"275","Cover Crops",38,"2014-2","1;2","1","Soil Nutrients","Nitrogen","Ammonium","ammonium (NH~4~-N)","0-45 cm","0-60 cm","mg/kg","Tukey","mean",3,"NA","NA",5.65,5,"NA","NA",5.63,"ns","0","mono_mono","Italian ryegrass","maize: annual ryegrass / soybean: annual ryegrass","forage rape","maize: rape / soybean: rape","Mixture comparisons","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-0.35,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"276","Cover Crops",38,"2014-2","1;2","1","Soil Nutrients","Nitrogen","Ammonium","ammonium (NH~4~-N)","0-45 cm","0-60 cm","mg/kg","Tukey","mean",4,"NA","NA",6.26,5,"NA","NA",5.63,"ns","0","mono_mono","forage radish","maize: radish / soybean: radish","forage rape","maize: rape / soybean: rape","Mixture comparisons","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-10.06,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"277","Cover Crops",37,"2003-2","1","1","Soil Nutrients","Nitrogen","Ammonium","soil ammonium 0-30 cm depth (spring)","0-30 cm","0-30 cm","mg N/kg soil","Tukey","mean",0,"NA","NA",1.84,1,"NA","NA",1.47,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-20.11,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"278","Cover Crops",48,"2012-2","1","1","Soil Nutrients","Nitrogen","Ammonium","soil ammonium in spring (0-80 cm depth)","0-80 cm","0-100 cm","kg N/ha","Tukey","mean",0,"NA","NA",40.8,1,"NA","NA",30.6,"ns","0","mono","no cover crop","no cover crop","forage radish","tillage radish cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-25,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"279","Cover Crops",48,"2012-2","1","1","Soil Nutrients","Nitrogen","Ammonium","soil ammonium in spring (0-80 cm depth)","0-80 cm","0-100 cm","kg N/ha","Tukey","mean",0,"NA","NA",40.8,2,"NA","NA",31.6,"ns","0","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-22.55,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"280","Cover Crops",48,"2012-2","1","1","Soil Nutrients","Nitrogen","Ammonium","soil ammonium in spring (0-80 cm depth)","0-80 cm","0-100 cm","kg N/ha","Tukey","mean",1,"NA","NA",30.6,2,"NA","NA",31.6,"ns","0","mono_mono","forage radish","tillage radish cover crop","winter rye","winter rye cover crop","Mixture comparisons","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,3.27,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"281","Cover Crops",48,"2012-2","2","1","Soil Nutrients","Nitrogen","Ammonium","soil ammonium in spring (0-80 cm depth)","0-80 cm","0-100 cm","kg N/ha","Tukey","mean",0,"NA","NA",54.1,1,"NA","NA",104.1,"ns","0","mono","no cover crop","no cover crop","forage radish","tillage radish cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,92.42,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"282","Cover Crops",48,"2012-2","2","1","Soil Nutrients","Nitrogen","Ammonium","soil ammonium in spring (0-80 cm depth)","0-80 cm","0-100 cm","kg N/ha","Tukey","mean",0,"NA","NA",54.1,2,"NA","NA",163.3,"0.05","1","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,201.85,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"283","Cover Crops",48,"2012-2","2","1","Soil Nutrients","Nitrogen","Ammonium","soil ammonium in spring (0-80 cm depth)","0-80 cm","0-100 cm","kg N/ha","Tukey","mean",1,"NA","NA",104.1,2,"NA","NA",163.3,"ns","NA","mono_mono","forage radish","tillage radish cover crop","winter rye","winter rye cover crop","Mixture comparisons","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,56.87,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"284","Cover Crops",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Nitrate","soil nitrate (NO~3~-N)","0-50 cm","0-60 cm","mg/kg",NA,"se",0,"NA","NA",3.06,1,"NA","NA",3.06,"ns","0","mono","no cover crop","no winter cover crop","forage radish","forage radish for winter cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"285","Cover Crops",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Nitrate","soil nitrate (NO~3~-N)","0-50 cm","0-60 cm","mg/kg",NA,"se",0,"NA","NA",3.06,2,"NA","NA",3.06,"ns","0","mix_2","no cover crop","no winter cover crop","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop","Two species","Non-legume Mixture","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"286","Cover Crops",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Nitrate","soil nitrate (NO~3~-N)","0-50 cm","0-60 cm","mg/kg",NA,"se",0,"NA","NA",3.06,3,"NA","NA",3.06,"ns","0","mix_3","no cover crop","no winter cover crop","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop","Three or more species","Non-legume + Legume Mixture","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"287","Cover Crops",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Nitrate","soil nitrate (NO~3~-N)","0-50 cm","0-60 cm","MG/ha",NA,"se",1,"NA","NA",3.06,2,"NA","NA",3.06,"ns","0","mono_mix_2","forage radish","forage radish for winter cover crop","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop","Mixture comparisons","Non-legume Mixture","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"288","Cover Crops",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Nitrate","soil nitrate (NO~3~-N)","0-50 cm","0-60 cm","MG/ha",NA,"se",1,"NA","NA",3.06,3,"NA","NA",3.06,"ns","0","mono_mix_3","forage radish","forage radish for winter cover crop","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop","Mixture comparisons","Non-legume + Legume Mixture","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"289","Cover Crops",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Nitrate","soil nitrate (NO~3~-N)","0-50 cm","0-60 cm","MG/ha",NA,"se",2,"NA","NA",3.06,3,"NA","NA",3.06,"ns","0","mix_2_mix_3","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop","Mixture comparisons","Non-legume + Legume Mixture","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"290","Cover Crops",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Nitrate","soil nitrate (NO~3~-N)","0-50 cm","0-60 cm","mg/kg",NA,"mean",0,"4","NA",3.22,1,"4","NA",3.22,"ns","0","mono","no cover crop","no winter cover crop, headland","forage radish","forage radish for winter cover crop, headland","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"291","Cover Crops",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Nitrate","soil nitrate (NO~3~-N)","0-50 cm","0-60 cm","mg/kg",NA,"mean",0,"4","NA",3.22,2,"4","NA",3.22,"ns","0","mix_2","no cover crop","no winter cover crop, headland","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, headland","Two species","Non-legume Mixture","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"292","Cover Crops",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Nitrate","soil nitrate (NO~3~-N)","0-50 cm","0-60 cm","mg/kg",NA,"mean",0,"4","NA",3.22,3,"4","NA",3.24,"ns","0","mix_3","no cover crop","no winter cover crop, headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, headland","Three or more species","Non-legume + Legume Mixture","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0.62,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"293","Cover Crops",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Nitrate","soil nitrate (NO~3~-N)","0-50 cm","0-60 cm","mg/kg",NA,"mean",0,"5","NA",3.22,1,"5","NA",3.24,"ns","0","mono","no cover crop","no winter cover crop, non-headland","forage radish","forage radish for winter cover crop, non-headland","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0.62,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"294","Cover Crops",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Nitrate","soil nitrate (NO~3~-N)","0-50 cm","0-60 cm","mg/kg",NA,"mean",0,"5","NA",3.22,2,"5","NA",3.22,"ns","0","mix_2","no cover crop","no winter cover crop, non-headland","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, non-headland","Two species","Non-legume Mixture","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"295","Cover Crops",4,"2011-2","1;2","1;2;3;4","Other Soil Properties","Soil Structure","Aggregate Size","water aggregate stability","0-50 cm","0-60 cm","%",NA,"se",0,"NA","NA",5.46,1,"NA","NA",5.46,"ns","0","mono","no cover crop","no winter cover crop","forage radish","forage radish for winter cover crop","Single species","Non-legume","Positive","assumed societal benefit",NA,NA,NA,NA,0,"Other Soil Properties | Soil Structure | Aggregate Size","Positive | assumed societal benefit"
"296","Cover Crops",4,"2011-2","1;2","1;2;3;4","Other Soil Properties","Soil Structure","Aggregate Size","water aggregate stability","0-50 cm","0-60 cm","%",NA,"se",0,"NA","NA",5.46,2,"NA","NA",5.46,"ns","0","mix_2","no cover crop","no winter cover crop","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop","Two species","Non-legume Mixture","Positive","assumed societal benefit",NA,NA,NA,NA,0,"Other Soil Properties | Soil Structure | Aggregate Size","Positive | assumed societal benefit"
"297","Cover Crops",4,"2011-2","1;2","1;2;3;4","Other Soil Properties","Soil Structure","Aggregate Size","water aggregate stability","0-50 cm","0-60 cm","%",NA,"se",0,"NA","NA",5.46,3,"NA","NA",5.46,"ns","0","mix_3","no cover crop","no winter cover crop","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop","Three or more species","Non-legume + Legume Mixture","Positive","assumed societal benefit",NA,NA,NA,NA,0,"Other Soil Properties | Soil Structure | Aggregate Size","Positive | assumed societal benefit"
"298","Cover Crops",4,"2011-2","1;2","1;2;3;4","Other Soil Properties","Soil Structure","Aggregate Size","water aggregate stability","0-50 cm","0-60 cm","%",NA,"se",1,"NA","NA",5.46,2,"NA","NA",5.46,"ns","0","mono_mix_2","forage radish","forage radish for winter cover crop","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop","Mixture comparisons","Non-legume Mixture","Positive","assumed societal benefit",NA,NA,NA,NA,0,"Other Soil Properties | Soil Structure | Aggregate Size","Positive | assumed societal benefit"
"299","Cover Crops",4,"2011-2","1;2","1;2;3;4","Other Soil Properties","Soil Structure","Aggregate Size","water aggregate stability","0-50 cm","0-60 cm","%",NA,"se",1,"NA","NA",5.46,3,"NA","NA",5.46,"ns","0","mono_mix_3","forage radish","forage radish for winter cover crop","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop","Mixture comparisons","Non-legume + Legume Mixture","Positive","assumed societal benefit",NA,NA,NA,NA,0,"Other Soil Properties | Soil Structure | Aggregate Size","Positive | assumed societal benefit"
"300","Cover Crops",4,"2011-2","1;2","1;2;3;4","Other Soil Properties","Soil Structure","Aggregate Size","water aggregate stability","0-50 cm","0-60 cm","%",NA,"se",2,"NA","NA",5.46,3,"NA","NA",5.46,"ns","0","mix_2_mix_3","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop","Mixture comparisons","Non-legume + Legume Mixture","Positive","assumed societal benefit",NA,NA,NA,NA,0,"Other Soil Properties | Soil Structure | Aggregate Size","Positive | assumed societal benefit"
"301","Cover Crops",4,"2011-2","1;2","1;2;3;4","Other Soil Properties","Soil Structure","Aggregate Size","water aggregate stability","0-50 cm","0-60 cm","%",NA,"se",0,"5","NA",5.56,1,"5","NA",5.57,"ns","0","mono","no cover crop","no winter cover crop, non-headland","forage radish","forage radish for winter cover crop, non-headland","Single species","Non-legume","Positive","assumed societal benefit",NA,NA,NA,NA,0.01,"Other Soil Properties | Soil Structure | Aggregate Size","Positive | assumed societal benefit"
