"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","pm_group1","pm_group2","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"288","Early Season Pest Management",74,"1989-2","1","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","mean",0,"NA","NA",23.6,3,"NA","NA",3.2,"0.05","untreated_bandI","untreated","untreated maize seed","fonofos; pyrethroid (Dyfonate II; ICIA0321 20.2G)","banded insecticide, fonofos/pyrethroid (170 g ai/ha, Dyfonate II + ICIA0321 20.4G)","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-86.44,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"289","Early Season Pest Management",74,"1989-2","1","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","sem",0,"NA","NA",2.7,3,"NA","NA",2.1,"0.05","untreated_bandI","untreated","untreated maize seed","fonofos; pyrethroid (Dyfonate II; ICIA0321 20.2G)","banded insecticide, fonofos/pyrethroid (170 g ai/ha, Dyfonate II + ICIA0321 20.4G)","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-22.22,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"290","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","mean",0,"NA","NA",25.7,3,"NA","NA",0,"0.05","untreated_bandI","untreated","untreated maize seed","fonofos; pyrethroid (Dyfonate II; ICIA0321 20.2G)","banded insecticide, fonofos/pyrethroid (170 g ai/ha, Dyfonate II + ICIA0321 20.4G)","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-100,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"291","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","sem",0,"NA","NA",4.5,3,"NA","NA",0,"0.05","untreated_bandI","untreated","untreated maize seed","fonofos; pyrethroid (Dyfonate II; ICIA0321 20.2G)","banded insecticide, fonofos/pyrethroid (170 g ai/ha, Dyfonate II + ICIA0321 20.4G)","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-100,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"292","Early Season Pest Management",74,"1989-2","1","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","mean",0,"NA","NA",23.6,13,"NA","NA",21.9,"ns","untreated_bandI","untreated","untreated maize seed","organophosphate (ICIA8882 10G)","banded insecticide, organophosphate (170 g ai/ha, ICIA8882 10G)","Organophosphate (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-7.2,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"293","Early Season Pest Management",74,"1989-2","1","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","sem",0,"NA","NA",2.7,13,"NA","NA",10,"ns","untreated_bandI","untreated","untreated maize seed","organophosphate (ICIA8882 10G)","banded insecticide, organophosphate (170 g ai/ha, ICIA8882 10G)","Organophosphate (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",270.37,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"294","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","mean",0,"NA","NA",25.7,13,"NA","NA",16.6,"ns","untreated_bandI","untreated","untreated maize seed","organophosphate (ICIA8882 10G)","banded insecticide, organophosphate (170 g ai/ha, ICIA8882 10G)","Organophosphate (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-35.41,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"295","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","sem",0,"NA","NA",4.5,13,"NA","NA",5.8,"ns","untreated_bandI","untreated","untreated maize seed","organophosphate (ICIA8882 10G)","banded insecticide, organophosphate (170 g ai/ha, ICIA8882 10G)","Organophosphate (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",28.89,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"296","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","mean",0,"NA","NA",25.7,18,"NA","NA",15.7,"ns","untreated_bandI","untreated","untreated maize seed","organophosphate (ICIA8882 10G)","banded insecticide, organophosphate (212 g ai/ha, ICIA8882 10G)","Organophosphate (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-38.91,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"297","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","sem",0,"NA","NA",4.5,18,"NA","NA",6.6,"ns","untreated_bandI","untreated","untreated maize seed","organophosphate (ICIA8882 10G)","banded insecticide, organophosphate (212 g ai/ha, ICIA8882 10G)","Organophosphate (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",46.67,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"298","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","mean",0,"NA","NA",25.7,19,"NA","NA",6.2,"0.05","untreated_bandI","untreated","untreated maize seed","organophosphate (ICIA8882 10G)","banded insecticide, organophosphate (255 g ai/ha, ICIA8882 10G)","Organophosphate (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-75.88,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"299","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","sem",0,"NA","NA",4.5,19,"NA","NA",2.8,"0.05","untreated_bandI","untreated","untreated maize seed","organophosphate (ICIA8882 10G)","banded insecticide, organophosphate (255 g ai/ha, ICIA8882 10G)","Organophosphate (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-37.78,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"300","Early Season Pest Management",74,"1989-2","1","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","sem",0,"NA","NA",2.7,1,"NA","NA",2.8,"0.05","untreated_bandI","untreated","untreated maize seed","organophosphate (XRM-4901)","banded insecticide, organophosphate (XRM-4901)","Organophosphate (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",3.7,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"301","Early Season Pest Management",74,"1989-2","1","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","mean",0,"NA","NA",23.6,10,"NA","NA",12.2,"ns","untreated_bandI","untreated","untreated maize seed","organophosphate (XRM-4901)","banded insecticide, organophosphate (226 g ai/ha, XRM-4901)","Organophosphate (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-48.31,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"302","Early Season Pest Management",74,"1989-2","1","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","sem",0,"NA","NA",2.7,10,"NA","NA",7.4,"ns","untreated_bandI","untreated","untreated maize seed","organophosphate (XRM-4901)","banded insecticide, organophosphate (226 g ai/ha, XRM-4901)","Organophosphate (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",174.07,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"303","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","mean",0,"NA","NA",25.7,14,"NA","NA",18.1,"ns","untreated_bandI","untreated","untreated maize seed","permethrin (Ambush 2E)","banded insecticide, permethrin (168 g ai/ha, Ambush 2E)","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-29.57,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"304","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","sem",0,"NA","NA",4.5,14,"NA","NA",6.5,"ns","untreated_bandI","untreated","untreated maize seed","permethrin (Ambush 2E)","banded insecticide, permethrin (168 g ai/ha, Ambush 2E)","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",44.44,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"305","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","mean",0,"NA","NA",25.7,29,"NA","NA",0,"0.05","untreated_broadcastI","untreated","untreated maize seed","permethrin (Ambush 2E)","broadcast insecticide, permethrin (168 g ai/ha, Ambush 2E)","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-100,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"306","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","sem",0,"NA","NA",4.5,29,"NA","NA",0,"0.05","untreated_broadcastI","untreated","untreated maize seed","permethrin (Ambush 2E)","broadcast insecticide, permethrin (168 g ai/ha, Ambush 2E)","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-100,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"307","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","mean",0,"NA","NA",25.7,16,"NA","NA",6.7,"0.05","untreated_bandI","untreated","untreated maize seed","pyrethroid (ICIA0321 1E)","banded insecticide, pyrethroid (16.8 g ai/ha, ICIA0321 1E)","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-73.93,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"308","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","sem",0,"NA","NA",4.5,16,"NA","NA",6.7,"0.05","untreated_bandI","untreated","untreated maize seed","pyrethroid (ICIA0321 1E)","banded insecticide, pyrethroid (16.8 g ai/ha, ICIA0321 1E)","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",48.89,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"309","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","mean",0,"NA","NA",25.7,28,"NA","NA",0,"0.05","untreated_broadcastI","untreated","untreated maize seed","pyrethroid (ICIA0321 1E)","broadcast insecticide, pyrethroid (16.8 g ai/ha, ICIA0321 1E)","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-100,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"310","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","sem",0,"NA","NA",4.5,28,"NA","NA",0,"0.05","untreated_broadcastI","untreated","untreated maize seed","pyrethroid (ICIA0321 1E)","broadcast insecticide, pyrethroid (16.8 g ai/ha, ICIA0321 1E)","Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-100,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"311","Early Season Pest Management",74,"1989-2","1","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","mean",0,"NA","NA",23.6,6,"NA","NA",5,"0.05","untreated_bandI","untreated","untreated maize seed","tefluthrin (Force 1.5G)","banded insecticide, tefluthrin (226 g ai/ha, Force 1.5G)","Organophosphate (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-78.81,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"312","Early Season Pest Management",74,"1989-2","1","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","sem",0,"NA","NA",2.7,6,"NA","NA",1.3,"0.05","untreated_bandI","untreated","untreated maize seed","tefluthrin (Force 1.5G)","banded insecticide, tefluthrin (226 g ai/ha, Force 1.5G)","Organophosphate (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-51.85,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"313","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","mean",0,"NA","NA",25.7,6,"NA","NA",1.2,"0.05","untreated_bandI","untreated","untreated maize seed","tefluthrin (Force 1.5G)","banded insecticide, tefluthrin (226 g ai/ha, Force 1.5G)","Organophosphate (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-95.33,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"314","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","sem",0,"NA","NA",4.5,6,"NA","NA",1.2,"0.05","untreated_bandI","untreated","untreated maize seed","tefluthrin (Force 1.5G)","banded insecticide, tefluthrin (226 g ai/ha, Force 1.5G)","Organophosphate (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-73.33,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"315","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","mean",0,"NA","NA",25.7,15,"NA","NA",4,"0.05","untreated_furrowI","untreated","untreated maize seed","tefluthrin (Force 1.5G)","in-furrow insecticide, tefluthrin (226 g ai/ha, Force 1.5G)","Organophosphate (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-84.44,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"316","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","sem",0,"NA","NA",4.5,15,"NA","NA",1.6,"0.05","untreated_furrowI","untreated","untreated maize seed","tefluthrin (Force 1.5G)","in-furrow insecticide, tefluthrin (226 g ai/ha, Force 1.5G)","Organophosphate (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-64.44,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"317","Early Season Pest Management",74,"1989-2","1","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","mean",0,"NA","NA",23.6,9,"NA","NA",5.7,"0.05","untreated_furrowI","untreated","untreated maize seed","terbufos (Counter 15G)","in-furrow insecticide, terbufos (226 g ai/ha, Counter 15G)","Organophosphate (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-75.85,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"318","Early Season Pest Management",74,"1989-2","1","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","sem",0,"NA","NA",2.7,9,"NA","NA",2.9,"0.05","untreated_furrowI","untreated","untreated maize seed","terbufos (Counter 15G)","in-furrow insecticide, terbufos (226 g ai/ha, Counter 15G)","Organophosphate (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",7.41,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"319","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","mean",0,"NA","NA",25.7,9,"NA","NA",22.8,"ns","untreated_furrowI","untreated","untreated maize seed","terbufos (Counter 15G)","in-furrow insecticide, terbufos (226 g ai/ha, Couter 15G)","Organophosphate (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-11.28,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"320","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","sem",0,"NA","NA",4.5,9,"NA","NA",5.6,"ns","untreated_furrowI","untreated","untreated maize seed","terbufos (Counter 15G)","in-furrow insecticide, terbufos (226 g ai/ha, Couter 15G)","Organophosphate (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",24.44,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"321","Early Season Pest Management",74,"1989-2","1","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","mean",0,"NA","NA",23.6,4,"NA","NA",14.4,"ns","untreated_bandI","untreated","untreated maize seed","terbufos (Counter 15G)","banded insecticide, terbufos (226 g ai/ha, Counter 15G)","Organophosphate (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-38.98,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"322","Early Season Pest Management",74,"1989-2","1","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","sem",0,"NA","NA",2.7,4,"NA","NA",5.9,"ns","untreated_bandI","untreated","untreated maize seed","terbufos (Counter 15G)","banded insecticide, terbufos (226 g ai/ha, Counter 15G)","Organophosphate (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",118.52,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"323","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","mean",0,"NA","NA",25.7,4,"NA","NA",10.9,"0.05","untreated_bandI","untreated","untreated maize seed","terbufos (Counter 15G)","banded insecticide, terbufos (226 g ai/ha, Counter 15G)","Organophosphate (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-57.59,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"324","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","sem",0,"NA","NA",4.5,4,"NA","NA",4.7,"0.05","untreated_bandI","untreated","untreated maize seed","terbufos (Counter 15G)","banded insecticide, terbufos (226 g ai/ha, Counter 15G)","Organophosphate (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",4.44,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"325","Early Season Pest Management",75,"2002-2","1;2","1","Crop Yields","Stand Count","Corn","maize stand count","NA","NA","# plants/ha","LSMeans","mean",0,"NA","NA",367319,1,"NA","NA",346792,"ns","untreated_seedF","untreated","untreated maize seed","captan","fungicide seed treatment, captan (0.06 g ai / kg seed)","Fungicide","Seed","Positive","assumed societal benefit",NA,NA,NA,NA,-5.59,"Crop Yields | Stand Count | Corn","Positive | assumed societal benefit"
"326","Early Season Pest Management",75,"2002-2","1;2","1","Crop Yields","Stand Count","Corn","maize stand count","NA","NA","# plants/ha","LSMeans","mean",0,"NA","NA",367319,4,"NA","NA",346477,"ns","untreated_seedF","untreated","untreated maize seed","captan; pentachloronitrobenzene; thiabendazole","captan (0.06 g ai / kg seed)/pentachloronitrobenzene (0.26 g / ai / kg seed)/thiabendazole (0.03 g ai / kg seed)","Fungicide","Seed","Positive","assumed societal benefit",NA,NA,NA,NA,-5.67,"Crop Yields | Stand Count | Corn","Positive | assumed societal benefit"
"327","Early Season Pest Management",75,"2002-2","1;2","1","Crop Yields","Stand Count","Corn","maize stand count","NA","NA","# plants/ha","LSMeans","mean",0,"NA","NA",367319,5,"NA","NA",328736,"0","untreated_seedF","untreated","untreated maize seed","fludioxonil","fludioxonil (0.03 g ai/kg seed)","Fungicide","Seed","Positive","assumed societal benefit",NA,NA,NA,NA,-10.5,"Crop Yields | Stand Count | Corn","Positive | assumed societal benefit"
"328","Early Season Pest Management",75,"2002-2","1;2","1","Crop Yields","Stand Count","Corn","maize stand count","NA","NA","# plants/ha","LSMeans","mean",0,"NA","NA",367319,2,"NA","NA",355819,"ns","untreated_seedF","untreated","untreated maize seed","pentachloronitrobenzene","pentachloronitrobenzene (0.26 g / ai / kg seed)","Fungicide","Seed","Positive","assumed societal benefit",NA,NA,NA,NA,-3.13,"Crop Yields | Stand Count | Corn","Positive | assumed societal benefit"
"329","Early Season Pest Management",75,"2002-2","1;2","1","Crop Yields","Stand Count","Corn","maize stand count","NA","NA","# plants/ha","LSMeans","mean",0,"NA","NA",367319,3,"NA","NA",348750,"ns","untreated_seedF","untreated","untreated maize seed","thiabendazole","thiabendazole (0.03 g ai / kg seed)","Fungicide","Seed","Positive","assumed societal benefit",NA,NA,NA,NA,-5.06,"Crop Yields | Stand Count | Corn","Positive | assumed societal benefit"
