"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","effect_norm","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","cc_group1","cc_group2","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1","Cover crop",23,"2012-1","1","1","Other Soil Properties","Abiotic Factors","Soil moisture","soil water content at cash crop emergence, 10 cm depth","10 cm","0-30 cm","cm^3  water/cm^3 soil","repeated measure ANOVA","mean",0,"NA","NA",0.26,1,"NA","NA",0.252,"ns","0","mono","no cover crop","no cover crop","winter rye","rye winter cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-3.08,"Other Soil Properties | Abiotic Factors | Soil moisture","NA | NA"
"378","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","MG/ha",NA,"se",2,"NA","NA",1.01,3,"NA","NA",1.01,"ns","0","mix_2_mix_3","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop","Mixture comparisons","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,0,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"379","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","Mg/ha",NA,"se",0,"4","NA",1.09,1,"4","NA",1.09,"ns","0","mono","no cover crop","no winter cover crop, headland","forage radish","forage radish for winter cover crop, headland","Single species","Non-legume",NA,NA,NA,NA,NA,NA,0,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"380","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","Mg/ha",NA,"se",0,"4","NA",1.09,2,"4","NA",1.09,"ns","0","mix_2","no cover crop","no winter cover crop, headland","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, headland","Two species","Non-legume Mixture",NA,NA,NA,NA,NA,NA,0,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"381","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","Mg/ha",NA,"se",0,"4","NA",1.09,3,"4","NA",1.09,"ns","0","mix_3","no cover crop","no winter cover crop, headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, headland","Three or more species","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,0,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"382","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","Mg/ha",NA,"se",0,"5","NA",1.09,1,"5","NA",1.09,"ns","0","mono","no cover crop","no winter cover crop, non-headland","forage radish","forage radish for winter cover crop, non-headland","Single species","Non-legume",NA,NA,NA,NA,NA,NA,0,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"383","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","Mg/ha",NA,"se",0,"5","NA",1.09,2,"5","NA",1.09,"ns","0","mix_2","no cover crop","no winter cover crop, non-headland","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, non-headland","Two species","Non-legume Mixture",NA,NA,NA,NA,NA,NA,0,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"384","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","Mg/ha",NA,"se",0,"5","NA",1.09,3,"5","NA",1.09,"ns","0","mix_3","no cover crop","no winter cover crop, non-headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, non-headland","Three or more species","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,0,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"385","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","MG/ha",NA,"se",1,"4","NA",1.09,2,"4","NA",1.09,"ns","0","mono_mix_2","forage radish","forage radish for winter cover crop, headland","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, headland","Mixture comparisons","Non-legume Mixture",NA,NA,NA,NA,NA,NA,0,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"386","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","MG/ha",NA,"se",1,"4","NA",1.09,3,"4","NA",1.09,"ns","0","mono_mix_3","forage radish","forage radish for winter cover crop, headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, headland","Mixture comparisons","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,0,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"387","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","MG/ha",NA,"se",1,"5","NA",1.09,2,"5","NA",1.09,"ns","0","mono_mix_2","forage radish","forage radish for winter cover crop, non-headland","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, non-headland","Mixture comparisons","Non-legume Mixture",NA,NA,NA,NA,NA,NA,0,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"388","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","MG/ha",NA,"se",1,"5","NA",1.09,3,"5","NA",1.09,"ns","0","mono_mix_3","forage radish","forage radish for winter cover crop, non-headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, non-headland","Mixture comparisons","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,0,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"389","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","MG/ha",NA,"se",2,"4","NA",1.09,3,"4","NA",1.09,"ns","0","mix_2_mix_3","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, headland","Mixture comparisons","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,0,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"390","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","MG/ha",NA,"se",2,"5","NA",1.09,3,"5","NA",1.09,"ns","0","mix_2_mix_3","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, non-headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, non-headland","Mixture comparisons","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,0,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"391","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","MG/ha",NA,"mean",2,"NA","NA",16.3,3,"NA","NA",25.8,"ns","0","mix_2_mix_3","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop","Mixture comparisons","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,58.28,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"392","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","MG/ha",NA,"mean",1,"5","NA",24.2,2,"5","NA",25,"ns","0","mono_mix_2","forage radish","forage radish for winter cover crop, non-headland","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, non-headland","Mixture comparisons","Non-legume Mixture",NA,NA,NA,NA,NA,NA,3.31,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"393","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","MG/ha",NA,"mean",1,"5","NA",24.2,3,"5","NA",24.7,"ns","0","mono_mix_3","forage radish","forage radish for winter cover crop, non-headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, non-headland","Mixture comparisons","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,2.07,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"394","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","MG/ha",NA,"mean",2,"5","NA",25,3,"5","NA",24.7,"ns","0","mix_2_mix_3","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, non-headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, non-headland","Mixture comparisons","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,-1.2,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"395","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","Mg/ha",NA,"mean",0,"5","NA",25.3,1,"5","NA",24.2,"ns","0","mono","no cover crop","no winter cover crop, non-headland","forage radish","forage radish for winter cover crop, non-headland","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-4.35,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"396","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","Mg/ha",NA,"mean",0,"5","NA",25.3,2,"5","NA",25,"ns","0","mix_2","no cover crop","no winter cover crop, non-headland","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, non-headland","Two species","Non-legume Mixture",NA,NA,NA,NA,NA,NA,-1.19,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"397","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","Mg/ha",NA,"mean",0,"5","NA",25.3,3,"5","NA",24.7,"ns","0","mix_3","no cover crop","no winter cover crop, non-headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, non-headland","Three or more species","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,-2.37,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"398","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","MG/ha",NA,"mean",1,"NA","NA",25.3,2,"NA","NA",16.3,"ns","0","mono_mix_2","forage radish","forage radish for winter cover crop","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop","Mixture comparisons","Non-legume Mixture",NA,NA,NA,NA,NA,NA,-35.57,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"399","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","MG/ha",NA,"mean",1,"NA","NA",25.3,3,"NA","NA",25.8,"ns","0","mono_mix_3","forage radish","forage radish for winter cover crop","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop","Mixture comparisons","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,1.98,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"400","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","MG/ha",NA,"mean",1,"4","NA",26.3,2,"4","NA",27.6,"ns","0","mono_mix_2","forage radish","forage radish for winter cover crop, headland","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, headland","Mixture comparisons","Non-legume Mixture",NA,NA,NA,NA,NA,NA,4.94,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"401","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","MG/ha",NA,"mean",1,"4","NA",26.3,3,"4","NA",26.8,"ns","0","mono_mix_3","forage radish","forage radish for winter cover crop, headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, headland","Mixture comparisons","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,1.9,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"402","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon","Soil organic carbon","total carbon","0-50 cm","0-60 cm","Mg/ha",NA,"mean",0,"NA","NA",26.5,1,"NA","NA",25.3,"ns","0","mono","no cover crop","no winter cover crop","forage radish","forage radish for winter cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-4.53,"Climate Mitigation | Carbon | Soil organic carbon","NA | NA"
"403","Cover crop",33,"2010-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-20 cm","0-30 cm","%","LSD","mean",0,"NA","NA",82.6,1,"NA","NA",83.9,"ns","0","mono","no cover crop","no winter cover crop","forage radish","radish winter cover crop","Single species","Non-legume",NA,NA,NA,NA,NA,NA,1.3,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"404","Cover crop",33,"2010-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-20 cm","0-30 cm","%","LSD","mean",0,"NA","NA",82.6,2,"NA","NA",82.2,"ns","0","mix_2","no cover crop","no winter cover crop","forage radish + buckwheat","radish/buckwheat winter cover crop","Two species","Non-legume Mixture",NA,NA,NA,NA,NA,NA,-0.4,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"405","Cover crop",33,"2010-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-20 cm","0-30 cm","%","LSD","mean",0,"NA","NA",82.6,3,"NA","NA",85,"ns","0","mix_2","no cover crop","no winter cover crop","forage radish + hairy vetch","radish/hairy vetch winter cover crop","Two species","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,2.4,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"406","Cover crop",33,"2010-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-20 cm","0-30 cm","%","LSD","mean",0,"NA","NA",82.6,4,"NA","NA",84.6,"ns","0","mix_2","no cover crop","no winter cover crop","winter rye + forage radish","radish/rye winter cover crop","Two species","Non-legume Mixture",NA,NA,NA,NA,NA,NA,2,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"407","Cover crop",33,"2010-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-20 cm","0-30 cm","%","LSD","mean",0,"NA","NA",82.6,5,"NA","NA",85.2,"ns","0","mix_2","no cover crop","no winter cover crop","forage radish + winter triticale","radish/triticale cover crop","Two species","Non-legume Mixture",NA,NA,NA,NA,NA,NA,2.6,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"408","Cover crop",33,"2010-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-20 cm","0-30 cm","%","LSD","mean",1,"NA","NA",83.9,2,"NA","NA",82.2,"ns","0","mono_mix_2","forage radish","radish winter cover crop","forage radish + buckwheat","radish/buckwheat winter cover crop","Mixture comparisons","Non-legume Mixture",NA,NA,NA,NA,NA,NA,-1.7,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"409","Cover crop",33,"2010-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-20 cm","0-30 cm","%","LSD","mean",1,"NA","NA",83.9,3,"NA","NA",85,"ns","0","mono_mix_2","forage radish","radish winter cover crop","forage radish + hairy vetch","radish/hairy vetch winter cover crop","Mixture comparisons","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,1.1,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"410","Cover crop",33,"2010-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-20 cm","0-30 cm","%","LSD","mean",1,"NA","NA",83.9,4,"NA","NA",84.6,"ns","0","mono_mix_2","forage radish","radish winter cover crop","winter rye + forage radish","radish/rye winter cover crop","Mixture comparisons","Non-legume Mixture",NA,NA,NA,NA,NA,NA,0.7,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"411","Cover crop",33,"2010-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-20 cm","0-30 cm","%","LSD","mean",1,"NA","NA",83.9,5,"NA","NA",85.2,"ns","0","mono_mix_2","forage radish","radish winter cover crop","forage radish + winter triticale","radish/triticale cover crop","Mixture comparisons","Non-legume Mixture",NA,NA,NA,NA,NA,NA,1.3,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"412","Cover crop",33,"2010-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-20 cm","0-30 cm","%","LSD","mean",2,"NA","NA",82.2,3,"NA","NA",85,"ns","0","mix_2_mix_2","forage radish + buckwheat","radish/buckwheat winter cover crop","forage radish + hairy vetch","radish/hairy vetch winter cover crop","Mixture comparisons","Non-legume + Legume Mixture",NA,NA,NA,NA,NA,NA,2.8,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"413","Cover crop",33,"2010-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-20 cm","0-30 cm","%","LSD","mean",2,"NA","NA",82.2,4,"NA","NA",84.6,"ns","0","mix_2_mix_2","forage radish + buckwheat","radish/buckwheat winter cover crop","winter rye + forage radish","radish/rye winter cover crop","Mixture comparisons","Non-legume Mixture",NA,NA,NA,NA,NA,NA,2.4,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"414","Cover crop",33,"2010-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-20 cm","0-30 cm","%","LSD","mean",2,"NA","NA",82.2,5,"NA","NA",85.2,"ns","0","mix_2_mix_2","forage radish + buckwheat","radish/buckwheat winter cover crop","forage radish + winter triticale","radish/triticale cover crop","Mixture comparisons","Non-legume Mixture",NA,NA,NA,NA,NA,NA,3,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"415","Cover crop",33,"2010-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-20 cm","0-30 cm","%","LSD","mean",3,"NA","NA",85,4,"NA","NA",84.6,"ns","0","mix_2_mix_2","forage radish + hairy vetch","radish/hairy vetch winter cover crop","winter rye + forage radish","radish/rye winter cover crop","Mixture comparisons","Non-legume Mixture",NA,NA,NA,NA,NA,NA,-0.4,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"416","Cover crop",33,"2010-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-20 cm","0-30 cm","%","LSD","mean",3,"NA","NA",85,5,"NA","NA",85.2,"ns","0","mix_2_mix_2","forage radish + hairy vetch","radish/hairy vetch winter cover crop","forage radish + winter triticale","radish/triticale cover crop","Mixture comparisons","Non-legume Mixture",NA,NA,NA,NA,NA,NA,0.2,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"417","Cover crop",33,"2010-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-20 cm","0-30 cm","%","LSD","mean",4,"NA","NA",84.6,5,"NA","NA",85.2,"ns","0","mix_2_mix_2","forage radish + winter rye","radish/rye winter cover crop","forage radish + winter triticale","radish/triticale cover crop","Mixture comparisons","Non-legume Mixture",NA,NA,NA,NA,NA,NA,0.6,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"418","Cover crop",38,"2014-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-45 cm","0-60 cm","%","Tukey","mean",0,"NA","NA",77,1,"NA","NA",77,"ns","0","mono","no cover crop","maize: fallow / soybean: fallow","oat (corn), clover (soybean)","maize: spring oat / soybean: red clover","Single species","Rotation of Cover Crops",NA,NA,NA,NA,NA,NA,0,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"419","Cover crop",38,"2014-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-45 cm","0-60 cm","%","Tukey","mean",0,"NA","NA",77,2,"NA","NA",78,"ns","0","mono","no cover crop","maize: fallow / soybean: fallow","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch","Single species","Rotation of Cover Crops",NA,NA,NA,NA,NA,NA,1,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"420","Cover crop",38,"2014-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-45 cm","0-60 cm","%","Tukey","mean",0,"NA","NA",77,3,"NA","NA",75,"ns","0","mono","no cover crop","maize: fallow / soybean: fallow","Italian ryegrass","maize: annual ryegrass / soybean: annual ryegrass","Single species","Non-legume",NA,NA,NA,NA,NA,NA,-2,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"421","Cover crop",38,"2014-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-45 cm","0-60 cm","%","Tukey","mean",0,"NA","NA",77,4,"NA","NA",78,"ns","0","mono","no cover crop","maize: fallow / soybean: fallow","forage radish","maize: radish / soybean: radish","Single species","Non-legume",NA,NA,NA,NA,NA,NA,1,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"422","Cover crop",38,"2014-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-45 cm","0-60 cm","%","Tukey","mean",0,"NA","NA",77,5,"NA","NA",77,"ns","0","mono","no cover crop","maize: fallow / soybean: fallow","forage rape","maize: rape / soybean: rape","Single species","Non-legume",NA,NA,NA,NA,NA,NA,0,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"423","Cover crop",38,"2014-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-45 cm","0-60 cm","%","Tukey","mean",1,"NA","NA",77,2,"NA","NA",78,"ns","0","mono_mono","oat (corn), clover (soybean)","maize: spring oat / soybean: red clover","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch","Mixture comparisons","Rotation of Cover Crops",NA,NA,NA,NA,NA,NA,1,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"424","Cover crop",38,"2014-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-45 cm","0-60 cm","%","Tukey","mean",1,"NA","NA",77,3,"NA","NA",75,"ns","0","mono_mono","oat (corn), clover (soybean)","maize: spring oat / soybean: red clover","Italian ryegrass","maize: annual ryegrass / soybean: annual ryegrass","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-2,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"425","Cover crop",38,"2014-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-45 cm","0-60 cm","%","Tukey","mean",1,"NA","NA",77,4,"NA","NA",78,"ns","0","mono_mono","oat (corn), clover (soybean)","maize: spring oat / soybean: red clover","forage radish","maize: radish / soybean: radish","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,1,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"426","Cover crop",38,"2014-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-45 cm","0-60 cm","%","Tukey","mean",1,"NA","NA",77,5,"NA","NA",77,"ns","0","mono_mono","oat (corn), clover (soybean)","maize: spring oat / soybean: red clover","forage rape","maize: rape / soybean: rape","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,0,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"427","Cover crop",38,"2014-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-45 cm","0-60 cm","%","Tukey","mean",2,"NA","NA",78,3,"NA","NA",75,"ns","0","mono_mono","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch","Italian ryegrass","maize: annual ryegrass / soybean: annual ryegrass","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-3,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"428","Cover crop",38,"2014-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-45 cm","0-60 cm","%","Tukey","mean",2,"NA","NA",78,4,"NA","NA",78,"ns","0","mono_mono","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch","forage radish","maize: radish / soybean: radish","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,0,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"429","Cover crop",38,"2014-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-45 cm","0-60 cm","%","Tukey","mean",2,"NA","NA",78,5,"NA","NA",77,"ns","0","mono_mono","winter rye (corn), hairy vetch (soybean)","maize: cereal rye / soybean: hairy vetch","forage rape","maize: rape / soybean: rape","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-1,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"430","Cover crop",38,"2014-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-45 cm","0-60 cm","%","Tukey","mean",3,"NA","NA",75,4,"NA","NA",78,"ns","0","mono_mono","Italian ryegrass","maize: annual ryegrass / soybean: annual ryegrass","forage radish","maize: radish / soybean: radish","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,3,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"431","Cover crop",38,"2014-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-45 cm","0-60 cm","%","Tukey","mean",3,"NA","NA",75,5,"NA","NA",77,"ns","0","mono_mono","Italian ryegrass","maize: annual ryegrass / soybean: annual ryegrass","forage rape","maize: rape / soybean: rape","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,2,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"432","Cover crop",38,"2014-2","1;2","1","Other Soil Properties","Soil Structure","Aggregate size","water aggregate stability","0-45 cm","0-60 cm","%","Tukey","mean",4,"NA","NA",78,5,"NA","NA",77,"ns","0","mono_mono","forage radish","maize: radish / soybean: radish","forage rape","maize: rape / soybean: rape","Mixture comparisons","Non-legume",NA,NA,NA,NA,NA,NA,-1,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
"433","Cover crop",52,"2008-4","1","1","Other Soil Properties","Soil Structure","Aggregate size","water stable aggregates in soybean","0-5 cm","0-30 cm","%","LSD","mean",0,"NA","NA",35.8,1,"NA","NA",40.6,"ns","0","mono","no cover crop","no cover crop","slender wheatgrass (corn), winter lentils (soybean)","winter lentils (after soybean), slender wheatgrass (after maize)","Single species","Rotation of Cover Crops",NA,NA,NA,NA,NA,NA,4.8,"Other Soil Properties | Soil Structure | Aggregate size","NA | NA"
