"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_trtspecifics","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","effect_norm","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","nutrient_groups","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1","Nutrient Management",120,"2008-2","1","1","Crop Yields","Crop Nutrient Content","Corn Stalk Nitrogen Content","stalk nitrate",NA,NA,"NA","mg/kg","LSD","mean","0","2","NA",4190,"1","2",NA,5684,"1.0999999999999999E-2","1","broad_band","Broadcast","broadcasted fertilizer (UAN mixed with Nitamin-Nfusion)","Banded","banned fertilizer (UAN mixed with Nitamin-Nfusion)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,35.66,"Crop Yields | Crop Nutrient Content | Corn Stalk Nitrogen Content","Positive | assumed societal benefit"
"155","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Grain Yields","Soybean","soybean yield",NA,NA,"NA","kg/ha","ANOVA","mean","0","2","4",3483,"1","2",4,3460,"ns","0","surface_interrow","Broadcast","surface-broadcast urea at 45 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-0.66,"Crop Yields | Grain Yields | Soybean","Positive | assumed societal benefit"
"156","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Grain Yields","Soybean","soybean yield",NA,NA,"NA","kg/ha","ANOVA","mean","0","3","4",3465,"1","3",4,3460,"ns","0","surface_interrow","Broadcast","surface-broadcast polymer coated urea at 45 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-0.14,"Crop Yields | Grain Yields | Soybean","Positive | assumed societal benefit"
"157","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Grain Yields","Soybean","soybean yield",NA,NA,"NA","kg/ha","ANOVA","mean","0","2","4",3502,"1","2",4,3505,"ns","0","surface_interrow","Broadcast","surface-broadcast urea at 90 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,0.09,"Crop Yields | Grain Yields | Soybean","Positive | assumed societal benefit"
"158","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Grain Yields","Soybean","soybean yield",NA,NA,"NA","kg/ha","ANOVA","mean","0","3","4",3466,"1","3",4,3442,"ns","0","surface_interrow","Broadcast","surface-broadcast polymer coated urea at 90 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-0.69,"Crop Yields | Grain Yields | Soybean","Positive | assumed societal benefit"
"159","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Grain Quality","Soybean Oil, Fiber, & Protein","soybean protein",NA,NA,"NA","g/kg","ANOVA","mean","0","2","4",353,"1","2",4,352,"ns","0","surface_interrow","Broadcast","surface-broadcast urea at 45 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-0.28,"Crop Yields | Grain Quality | Soybean Oil, Fiber, & Protein","Positive | assumed societal benefit"
"160","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Grain Quality","Soybean Oil, Fiber, & Protein","soybean protein",NA,NA,"NA","g/kg","ANOVA","mean","0","3","4",354,"1","3",4,354,"ns","0","surface_interrow","Broadcast","surface-broadcast polymer coated urea at 45 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,0,"Crop Yields | Grain Quality | Soybean Oil, Fiber, & Protein","Positive | assumed societal benefit"
"161","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Grain Quality","Soybean Oil, Fiber, & Protein","soybean protein",NA,NA,"NA","g/kg","ANOVA","mean","0","2","4",353,"1","2",4,353,"ns","0","surface_interrow","Broadcast","surface-broadcast urea at 90 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,0,"Crop Yields | Grain Quality | Soybean Oil, Fiber, & Protein","Positive | assumed societal benefit"
"162","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Grain Quality","Soybean Oil, Fiber, & Protein","soybean protein",NA,NA,"NA","g/kg","ANOVA","mean","0","3","4",355,"1","3",4,354,"ns","0","surface_interrow","Broadcast","surface-broadcast polymer coated urea at 90 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-0.28,"Crop Yields | Grain Quality | Soybean Oil, Fiber, & Protein","Positive | assumed societal benefit"
"163","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Grain Quality","Soybean Oil, Fiber, & Protein","soybean oil",NA,NA,"NA","g/kg","ANOVA","mean","0","2","4",184,"1","2",4,184,"ns","0","surface_interrow","Broadcast","surface-broadcast urea at 45 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,0,"Crop Yields | Grain Quality | Soybean Oil, Fiber, & Protein","Positive | assumed societal benefit"
"164","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Grain Quality","Soybean Oil, Fiber, & Protein","soybean oil",NA,NA,"NA","g/kg","ANOVA","mean","0","3","4",183,"1","3",4,183,"ns","0","surface_interrow","Broadcast","surface-broadcast polymer coated urea at 45 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,0,"Crop Yields | Grain Quality | Soybean Oil, Fiber, & Protein","Positive | assumed societal benefit"
"165","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Grain Quality","Soybean Oil, Fiber, & Protein","soybean oil",NA,NA,"NA","g/kg","ANOVA","mean","0","2","4",184,"1","2",4,183,"ns","0","surface_interrow","Broadcast","surface-broadcast urea at 90 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-0.54,"Crop Yields | Grain Quality | Soybean Oil, Fiber, & Protein","Positive | assumed societal benefit"
"166","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Grain Quality","Soybean Oil, Fiber, & Protein","soybean oil",NA,NA,"NA","g/kg","ANOVA","mean","0","3","4",183,"1","3",4,183,"ns","0","surface_interrow","Broadcast","surface-broadcast polymer coated urea at 90 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,0,"Crop Yields | Grain Quality | Soybean Oil, Fiber, & Protein","Positive | assumed societal benefit"
"167","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Grain Quality","Soybean Oil, Fiber, & Protein","soybean fiber",NA,NA,"NA","g/kg","ANOVA","mean","0","2","4",51,"1","2",4,51.1,"ns","0","surface_interrow","Broadcast","surface-broadcast urea at 45 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,0.2,"Crop Yields | Grain Quality | Soybean Oil, Fiber, & Protein","Positive | assumed societal benefit"
"168","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Grain Quality","Soybean Oil, Fiber, & Protein","soybean fiber",NA,NA,"NA","g/kg","ANOVA","mean","0","3","4",51.2,"1","3",4,51.1,"ns","0","surface_interrow","Broadcast","surface-broadcast polymer coated urea at 45 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-0.2,"Crop Yields | Grain Quality | Soybean Oil, Fiber, & Protein","Positive | assumed societal benefit"
"169","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Grain Quality","Soybean Oil, Fiber, & Protein","soybean fiber",NA,NA,"NA","g/kg","ANOVA","mean","0","2","4",51.2,"1","2",4,51.1,"ns","0","surface_interrow","Broadcast","surface-broadcast urea at 90 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-0.2,"Crop Yields | Grain Quality | Soybean Oil, Fiber, & Protein","Positive | assumed societal benefit"
"170","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Grain Quality","Soybean Oil, Fiber, & Protein","soybean fiber",NA,NA,"NA","g/kg","ANOVA","mean","0","3","4",50.7,"1","3",4,51,"ns","0","surface_interrow","Broadcast","surface-broadcast polymer coated urea at 90 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,0.59,"Crop Yields | Grain Quality | Soybean Oil, Fiber, & Protein","Positive | assumed societal benefit"
"171","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Crop Nutrient Content","Soybean Stalk Nitrogen Content","soybean tissue nitrogen concentration",NA,NA,"NA","g/kg","ANOVA","mean","0","2","4",31.4,"1","2",4,30.9,"ns","0","surface_interrow","Broadcast","surface-broadcast urea at 45 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-1.59,"Crop Yields | Crop Nutrient Content | Soybean Stalk Nitrogen Content","Positive | assumed societal benefit"
"172","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Crop Nutrient Content","Soybean Stalk Nitrogen Content","soybean tissue nitrogen concentration",NA,NA,"NA","g/kg","ANOVA","mean","0","3","4",31.2,"1","3",4,31.1,"ns","0","surface_interrow","Broadcast","surface-broadcast polymer coated urea at 45 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-0.32,"Crop Yields | Crop Nutrient Content | Soybean Stalk Nitrogen Content","Positive | assumed societal benefit"
"173","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Crop Nutrient Content","Soybean Stalk Nitrogen Content","soybean tissue nitrogen concentration",NA,NA,"NA","g/kg","ANOVA","mean","0","2","4",31.3,"1","2",4,30.7,"ns","0","surface_interrow","Broadcast","surface-broadcast urea at 90 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-1.92,"Crop Yields | Crop Nutrient Content | Soybean Stalk Nitrogen Content","Positive | assumed societal benefit"
"174","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Crop Nutrient Content","Soybean Stalk Nitrogen Content","soybean tissue nitrogen concentration",NA,NA,"NA","g/kg","ANOVA","mean","0","3","4",31.5,"1","3",4,31.6,"ns","0","surface_interrow","Broadcast","surface-broadcast polymer coated urea at 90 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,0.32,"Crop Yields | Crop Nutrient Content | Soybean Stalk Nitrogen Content","Positive | assumed societal benefit"
"175","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Grain Quality","Soybean Nitrogen Uptake","soybean grain nitrogen concentration",NA,NA,"NA","g/kg","ANOVA","mean","0","2","4",59.4,"1","2",4,59.1,"nitrogen fertilizer type x placement of fertilizer x nitrogen rate",NA,"surface_interrow","Broadcast","surface-broadcast urea at 45 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-0.51,"Crop Yields | Grain Quality | Soybean Nitrogen Uptake","Positive | assumed societal benefit"
"176","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Grain Quality","Soybean Nitrogen Uptake","soybean grain nitrogen concentration",NA,NA,"NA","g/kg","ANOVA","mean","0","3","4",59.1,"1","3",4,59.7,"nitrogen fertilizer type x placement of fertilizer x nitrogen rate",NA,"surface_interrow","Broadcast","surface-broadcast polymer coated urea at 45 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,1.02,"Crop Yields | Grain Quality | Soybean Nitrogen Uptake","Positive | assumed societal benefit"
"177","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Grain Quality","Soybean Nitrogen Uptake","soybean grain nitrogen concentration",NA,NA,"NA","g/kg","ANOVA","mean","0","2","4",58,"1","2",4,59.5,"nitrogen fertilizer type x placement of fertilizer x nitrogen rate",NA,"surface_interrow","Broadcast","surface-broadcast urea at 90 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,2.59,"Crop Yields | Grain Quality | Soybean Nitrogen Uptake","Positive | assumed societal benefit"
"178","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Grain Quality","Soybean Nitrogen Uptake","soybean grain nitrogen concentration",NA,NA,"NA","g/kg","ANOVA","mean","0","3","4",59,"1","3",4,59.4,"nitrogen fertilizer type x placement of fertilizer x nitrogen rate",NA,"surface_interrow","Broadcast","surface-broadcast polymer coated urea at 90 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,0.68,"Crop Yields | Grain Quality | Soybean Nitrogen Uptake","Positive | assumed societal benefit"
"179","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Crop Growth","Soybean Aboveground Biomass","soybean biomass",NA,NA,"NA","kg/ha","ANOVA","mean","0","2","4",6839,"1","2",4,7073,"nitrogen fertilizer type x placement of fertilizer x nitrogen rate",NA,"surface_interrow","Broadcast","surface-broadcast urea at 45 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,3.42,"Crop Yields | Crop Growth | Soybean Aboveground Biomass","Positive | assumed societal benefit"
"180","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Crop Growth","Soybean Aboveground Biomass","soybean biomass",NA,NA,"NA","kg/ha","ANOVA","mean","0","3","4",6993,"1","3",4,6820,"nitrogen fertilizer type x placement of fertilizer x nitrogen rate",NA,"surface_interrow","Broadcast","surface-broadcast polymer coated urea at 45 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-2.47,"Crop Yields | Crop Growth | Soybean Aboveground Biomass","Positive | assumed societal benefit"
"181","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Crop Growth","Soybean Aboveground Biomass","soybean biomass",NA,NA,"NA","kg/ha","ANOVA","mean","0","2","4",7030,"1","2",4,7290,"nitrogen fertilizer type x placement of fertilizer x nitrogen rate",NA,"surface_interrow","Broadcast","surface-broadcast urea at 90 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,3.7,"Crop Yields | Crop Growth | Soybean Aboveground Biomass","Positive | assumed societal benefit"
"182","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Crop Growth","Soybean Aboveground Biomass","soybean biomass",NA,NA,"NA","kg/ha","ANOVA","mean","0","3","4",6979,"1","3",4,7115,"nitrogen fertilizer type x placement of fertilizer x nitrogen rate",NA,"surface_interrow","Broadcast","surface-broadcast polymer coated urea at 90 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,1.95,"Crop Yields | Crop Growth | Soybean Aboveground Biomass","Positive | assumed societal benefit"
"183","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Crop Nutrient Content","Soybean Stalk Nitrogen Content","soybean tissue nitrogen concentration",NA,NA,"NA","kg/ha","ANOVA","mean","0","2","4",216,"1","2",4,220,"nitrogen fertilizer type x placement of fertilizer x nitrogen rate",NA,"surface_interrow","Broadcast","surface-broadcast urea at 45 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,1.85,"Crop Yields | Crop Nutrient Content | Soybean Stalk Nitrogen Content","Positive | assumed societal benefit"
"184","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Crop Nutrient Content","Soybean Stalk Nitrogen Content","soybean tissue nitrogen concentration",NA,NA,"NA","kg/ha","ANOVA","mean","0","3","4",220,"1","3",4,214,"nitrogen fertilizer type x placement of fertilizer x nitrogen rate",NA,"surface_interrow","Broadcast","surface-broadcast polymer coated urea at 45 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-2.73,"Crop Yields | Crop Nutrient Content | Soybean Stalk Nitrogen Content","Positive | assumed societal benefit"
"185","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Crop Nutrient Content","Soybean Stalk Nitrogen Content","soybean tissue nitrogen concentration",NA,NA,"NA","kg/ha","ANOVA","mean","0","2","4",221,"1","2",4,224,"nitrogen fertilizer type x placement of fertilizer x nitrogen rate",NA,"surface_interrow","Broadcast","surface-broadcast urea at 90 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,1.36,"Crop Yields | Crop Nutrient Content | Soybean Stalk Nitrogen Content","Positive | assumed societal benefit"
"186","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Crop Nutrient Content","Soybean Stalk Nitrogen Content","soybean tissue nitrogen concentration",NA,NA,"NA","kg/ha","ANOVA","mean","0","3","4",220,"1","3",4,227,"nitrogen fertilizer type x placement of fertilizer x nitrogen rate",NA,"surface_interrow","Broadcast","surface-broadcast polymer coated urea at 90 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,3.18,"Crop Yields | Crop Nutrient Content | Soybean Stalk Nitrogen Content","Positive | assumed societal benefit"
"187","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Grain Quality","Soybean Nitrogen Uptake","soybean grain nitrogen concentration",NA,NA,"NA","kg/ha","ANOVA","mean","0","2","4",180,"1","2",4,178,"nitrogen fertilizer type x placement of fertilizer x nitrogen rate",NA,"surface_interrow","Broadcast","surface-broadcast urea at 45 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-1.11,"Crop Yields | Grain Quality | Soybean Nitrogen Uptake","Positive | assumed societal benefit"
"188","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Grain Quality","Soybean Nitrogen Uptake","soybean grain nitrogen concentration",NA,NA,"NA","kg/ha","ANOVA","mean","0","3","4",179,"1","3",4,179,"nitrogen fertilizer type x placement of fertilizer x nitrogen rate",NA,"surface_interrow","Broadcast","surface-broadcast polymer coated urea at 45 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,0,"Crop Yields | Grain Quality | Soybean Nitrogen Uptake","Positive | assumed societal benefit"
"189","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Grain Quality","Soybean Nitrogen Uptake","soybean grain nitrogen concentration",NA,NA,"NA","kg/ha","ANOVA","mean","0","2","4",177,"1","2",4,182,"nitrogen fertilizer type x placement of fertilizer x nitrogen rate",NA,"surface_interrow","Broadcast","surface-broadcast urea at 90 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,2.82,"Crop Yields | Grain Quality | Soybean Nitrogen Uptake","Positive | assumed societal benefit"
"190","Nutrient Management",126,"1999-2","1;2","1;2;3;4;5","Crop Yields","Grain Quality","Soybean Nitrogen Uptake","soybean grain nitrogen concentration",NA,NA,"NA","kg/ha","ANOVA","mean","0","3","4",178,"1","3",4,178,"nitrogen fertilizer type x placement of fertilizer x nitrogen rate",NA,"surface_interrow","Broadcast","surface-broadcast polymer coated urea at 90 kg/ha rate","Banded","subsurface bands (narrow trench of soil 5 cm wide by 5 cm deep located midway between every other soybean row)","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,0,"Crop Yields | Grain Quality | Soybean Nitrogen Uptake","Positive | assumed societal benefit"
"191","Nutrient Management",127,"1994-4","2","1","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","Mg/ha",NA,"mean","0","NA","NA",10.18,"1","NA",NA,10.15,"ns","0","uniform_variable","Broadcast","fixed uniform nitrogen rate based on strip average of soil nitrate and organic matter obtained from grid sampling","Variable Rate Application","variable rate nitrogen applied at 100% or recommended rate determined at each of the grid sample points based on the soil nitrate and organic matter found at that point","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-0.29,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"192","Nutrient Management",127,"1994-4","3","1","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","Mg/ha",NA,"mean","0","NA","NA",12.18,"1","NA",NA,12.09,"ns","0","uniform_variable","Broadcast","fixed uniform nitrogen rate based on strip average of soil nitrate and organic matter obtained from grid sampling","Variable Rate Application","variable rate nitrogen applied at 100% or recommended rate determined at each of the grid sample points based on the soil nitrate and organic matter found at that point","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,-0.74,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"193","Nutrient Management",127,"1994-4","4","1","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","Mg/ha",NA,"mean","0","NA","NA",11.48,"1","NA",NA,11.6,"ns","0","uniform_variable","Broadcast","fixed uniform nitrogen rate based on strip average of soil nitrate and organic matter obtained from grid sampling","Variable Rate Application","variable rate nitrogen applied at 100% or recommended rate determined at each of the grid sample points based on the soil nitrate and organic matter found at that point","Fertilizer Placement","Positive","assumed societal benefit",NA,NA,NA,NA,1.05,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
"194","Nutrient Management",127,"1994-4","1","1","Soil Nutrients","Nitrate","Late Season","residual soil nitrate",NA,"0-90 cm","0-60 cm","Mg/ha",NA,"mean","0","NA","NA",5.35,"1","NA",NA,5.22,"ns","0","uniform_variable","Broadcast","fixed uniform nitrogen rate based on strip average of soil nitrate and organic matter obtained from grid sampling","Variable Rate Application","variable rate nitrogen applied at 100% or recommended rate determined at each of the grid sample points based on the soil nitrate and organic matter found at that point","Fertilizer Placement","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-2.43,"Soil Nutrients | Nitrate | Late Season","Dependent on other factors | dependent on other factors"
"195","Nutrient Management",127,"1994-4","2","1","Soil Nutrients","Nitrate","Late Season","residual soil nitrate",NA,"0-90 cm","0-60 cm","Mg/ha",NA,"mean","0","NA","NA",6.03,"1","NA",NA,6.19,"ns","0","uniform_variable","Broadcast","fixed uniform nitrogen rate based on strip average of soil nitrate and organic matter obtained from grid sampling","Variable Rate Application","variable rate nitrogen applied at 100% or recommended rate determined at each of the grid sample points based on the soil nitrate and organic matter found at that point","Fertilizer Placement","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,2.65,"Soil Nutrients | Nitrate | Late Season","Dependent on other factors | dependent on other factors"
"196","Nutrient Management",127,"1994-4","3","1","Soil Nutrients","Nitrate","Late Season","residual soil nitrate",NA,"0-90 cm","0-60 cm","Mg/ha",NA,"mean","0","NA","NA",11.91,"1","NA",NA,11.3,"0.05","1","uniform_variable","Broadcast","fixed uniform nitrogen rate based on strip average of soil nitrate and organic matter obtained from grid sampling","Variable Rate Application","variable rate nitrogen applied at 100% or recommended rate determined at each of the grid sample points based on the soil nitrate and organic matter found at that point","Fertilizer Placement","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-5.12,"Soil Nutrients | Nitrate | Late Season","Dependent on other factors | dependent on other factors"
"197","Nutrient Management",127,"1994-4","4","1","Soil Nutrients","Nitrate","Late Season","residual soil nitrate",NA,"0-90 cm","0-60 cm","Mg/ha",NA,"mean","0","NA","NA",3.46,"1","NA",NA,3.5,"ns","0","uniform_variable","Broadcast","fixed uniform nitrogen rate based on strip average of soil nitrate and organic matter obtained from grid sampling","Variable Rate Application","variable rate nitrogen applied at 100% or recommended rate determined at each of the grid sample points based on the soil nitrate and organic matter found at that point","Fertilizer Placement","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,1.16,"Soil Nutrients | Nitrate | Late Season","Dependent on other factors | dependent on other factors"
"198","Nutrient Management",128,"1997-3","1","1","Crop Yields","Grain Yields","Corn","maize grain yield",NA,NA,"NA","Mg/ha","LSD","mean","0","NA","NA",11.7,"1","NA",NA,11.8,"ns","0","timing_fall_spring","Fall","fall applied 123 kg N/ha anhydrous ammonia without a nitrification inhibitor in row","Spring","spring applied 123 kg N/ha anhydrous ammonia without a nitrification inhibitor in mid-row","Application Timing","Positive","assumed societal benefit",NA,NA,NA,NA,0.85,"Crop Yields | Grain Yields | Corn","Positive | assumed societal benefit"
