"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","effect_norm","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","cc_group1","cc_group2","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1","Cover crop",23,"2012-1","1","1","Other Soil Properties","Abiotic Factors","Soil moisture","soil water content at cash crop emergence, 10 cm depth","10 cm","0-30 cm","cm^3  water/cm^3 soil","repeated measure ANOVA","mean",0,"NA","NA",0.26,1,"NA","NA",0.252,"ns","0","mono","no cover crop","no cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-3.08,"Other Soil Properties | Abiotic Factors | Soil moisture","Dependent on other factors | dependent on other factors"
"752","Cover crop",46,"2002-2","2","1","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (maize)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"4","NA",2298,1,"4","7",2204,"ns","0","mono","no cover crop","no winter cover crop, imazethapyr herbicide","alfalfa","alfalfa winter cover crop, imazethapyr herbicide, planted 2 weeks after cash crop planting","Single species","Legume","Negative","assumed societal harm",NA,NA,NA,NA,-4.09,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"753","Cover crop",46,"2002-2","2","1","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (maize)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"5","NA",2212,3,"5","6",3237,"0.05","-1","mono","no cover crop","no winter cover crop, imazethapyr herbicide","perennial ryegrass","perennial ryegrass cover crop, quixalofop-p-ethyl + bentazon herbicide, planted 0 weeks after cash crop planting","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,46.34,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"754","Cover crop",46,"2002-2","2","1","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (maize)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"5","NA",2212,3,"5","7",2547,"ns","0","mono","no cover crop","no winter cover crop, imazethapyr herbicide","perennial ryegrass","perennial ryegrass winter cover crop, quixalofop-p-ethyl + bentazon herbicide, planted 2 weeks after cash crop planting","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,15.14,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"755","Cover crop",46,"2002-2","2","1","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (maize)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"4","NA",2298,2,"4","6",2300,"ns","0","mono","no cover crop","no winter cover crop, imazethapyr herbicide","clover","red clover winter cover crop, imazethapyr herbicide, planted 0 weeks after cash crop planting","Single species","Legume","Negative","assumed societal harm",NA,NA,NA,NA,0.09,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"756","Cover crop",46,"2002-2","2","1","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (maize)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"4","NA",2298,2,"4","7",2055,"ns","0","mono","no cover crop","no winter cover crop, imazethapyr herbicide","clover","red clover winter cover crop, imazethapyr herbicide, planted 2 weeks after cash crop planting","Single species","Legume","Negative","assumed societal harm",NA,NA,NA,NA,-10.57,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"757","Cover crop",46,"2002-2","1","2","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (soybean)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"4","NA",8022,1,"4","6",4794,"0.05","1","mono","no cover crop","no winter cover crop, imazethapyr herbicide","alfalfa","alfalfa winter cover crop, imazethapyr herbicide, planted 0 weeks after cash crop planting","Single species","Legume","Negative","assumed societal harm",NA,NA,NA,NA,-40.24,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"758","Cover crop",46,"2002-2","1","2","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (soybean)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"4","NA",8022,1,"4","7",5300,"0.05","1","mono","no cover crop","no winter cover crop, imazethapyr herbicide","alfalfa","alfalfa winter cover crop, imazethapyr herbicide, planted 2 weeks after cash crop planting","Single species","Legume","Negative","assumed societal harm",NA,NA,NA,NA,-33.93,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"759","Cover crop",19,"2005-1","1","1","Pests","Invertebrate Pests","Soybean aphid (#)","infestation rating of soybean fields with Aphis glycines (0 = 0 aphids/plant; 1 = 1-10 /plant; 2 = 11-100/plant; 3 = 101-1,000/plant; 4 = >1,000/plant)",NA,"NA","infestation rating (0-4)","Wilcoxon ranked sign sum test","mean",0,"NA","NA",1.29,1,"NA","NA",0.68,"6.1000000000000004E-3","1","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-47.29,"Pests | Invertebrate Pests | Soybean aphid (#)","Negative | assumed societal harm"
"760","Cover crop",19,"2005-1","1","1","Pests","Invertebrate Pests","Soybean aphid (#)","infestation rating of soybean fields with Aphis glycines (0 = 0 aphids/plant; 1 = 1-10 /plant; 2 = 11-100/plant; 3 = 101-1,000/plant; 4 = >1,000/plant)",NA,"NA","infestation rating (0-4)","Wilcoxon ranked sign sum test","se",0,"NA","NA",0.09,1,"NA","NA",0.2,"6.1000000000000004E-3","1","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,122.22,"Pests | Invertebrate Pests | Soybean aphid (#)","Negative | assumed societal harm"
"761","Cover crop",46,"2002-2","1","2","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (soybean)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"5","NA",6703,3,"5","6",5319,"ns","0","mono","no cover crop","no winter cover crop, imazethapyr herbicide","perennial ryegrass","perennial ryegrass cover crop, quixalofop-p-ethyl + bentazon herbicide, planted 0 weeks after cash crop planting","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-20.65,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"762","Cover crop",46,"2002-2","1","2","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (soybean)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"5","NA",6703,3,"5","7",6396,"ns","0","mono","no cover crop","no winter cover crop, imazethapyr herbicide","perennial ryegrass","perennial ryegrass winter cover crop, quixalofop-p-ethyl + bentazon herbicide, planted 2 weeks after cash crop planting","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-4.58,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"763","Cover crop",46,"2002-2","1","2","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (soybean)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"4","NA",8022,2,"4","6",5597,"0.05","1","mono","no cover crop","no winter cover crop, imazethapyr herbicide","clover","red clover winter cover crop, imazethapyr herbicide, planted 0 weeks after cash crop planting","Single species","Legume","Negative","assumed societal harm",NA,NA,NA,NA,-30.23,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"764","Cover crop",46,"2002-2","1","2","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (soybean)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"4","NA",8022,2,"4","7",5634,"0.05","1","mono","no cover crop","no winter cover crop, imazethapyr herbicide","clover","red clover winter cover crop, imazethapyr herbicide, planted 2 weeks after cash crop planting","Single species","Legume","Negative","assumed societal harm",NA,NA,NA,NA,-29.77,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"765","Cover crop",46,"2002-2","2","2","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (maize)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"4","NA",2588,1,"4","6",2558,"ns","0","mono","no cover crop","no winter cover crop, imazethapyr herbicide","alfalfa","alfalfa winter cover crop, imazethapyr herbicide, planted 0 weeks after cash crop planting","Single species","Legume","Negative","assumed societal harm",NA,NA,NA,NA,-1.16,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"766","Cover crop",46,"2002-2","2","2","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (maize)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"4","NA",2588,1,"4","7",2053,"ns","0","mono","no cover crop","no winter cover crop, imazethapyr herbicide","alfalfa","alfalfa winter cover crop, imazethapyr herbicide, planted 2 weeks after cash crop planting","Single species","Legume","Negative","assumed societal harm",NA,NA,NA,NA,-20.67,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"767","Cover crop",46,"2002-2","2","2","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (maize)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"5","NA",2783,3,"5","6",2766,"ns","0","mono","no cover crop","no winter cover crop, imazethapyr herbicide","perennial ryegrass","perennial ryegrass cover crop, quixalofop-p-ethyl + bentazon herbicide, planted 0 weeks after cash crop planting","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-0.61,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"768","Cover crop",46,"2002-2","2","2","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (maize)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"5","NA",2783,3,"5","7",2992,"ns","0","mono","no cover crop","no winter cover crop, imazethapyr herbicide","perennial ryegrass","perennial ryegrass winter cover crop, quixalofop-p-ethyl + bentazon herbicide, planted 2 weeks after cash crop planting","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,7.51,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"769","Cover crop",46,"2002-2","2","2","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (maize)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"4","NA",2588,2,"4","6",1953,"ns","0","mono","no cover crop","no winter cover crop, imazethapyr herbicide","clover","red clover winter cover crop, imazethapyr herbicide, planted 0 weeks after cash crop planting","Single species","Legume","Negative","assumed societal harm",NA,NA,NA,NA,-24.54,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"770","Cover crop",46,"2002-2","2","2","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (maize)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"4","NA",2588,2,"4","7",1174,"0.05","1","mono","no cover crop","no winter cover crop, imazethapyr herbicide","clover","red clover winter cover crop, imazethapyr herbicide, planted 2 weeks after cash crop planting","Single species","Legume","Negative","assumed societal harm",NA,NA,NA,NA,-54.64,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"771","Cover crop",46,"2002-2","1","3","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (soybean)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"4","NA",9984,1,"4","6",6681,"ns","0","mono","no cover crop","no winter cover crop, imazethapyr herbicide","alfalfa","alfalfa winter cover crop, imazethapyr herbicide, planted 0 weeks after cash crop planting","Single species","Legume","Negative","assumed societal harm",NA,NA,NA,NA,-33.08,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"772","Cover crop",46,"2002-2","1","3","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (soybean)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"4","NA",9984,1,"4","7",5923,"0.05","1","mono","no cover crop","no winter cover crop, imazethapyr herbicide","alfalfa","alfalfa winter cover crop, imazethapyr herbicide, planted 2 weeks after cash crop planting","Single species","Legume","Negative","assumed societal harm",NA,NA,NA,NA,-40.68,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"773","Cover crop",46,"2002-2","1","3","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (soybean)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"5","NA",8153,3,"5","6",7620,"ns","0","mono","no cover crop","no winter cover crop, imazethapyr herbicide","perennial ryegrass","perennial ryegrass cover crop, quixalofop-p-ethyl + bentazon herbicide, planted 0 weeks after cash crop planting","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-6.54,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"774","Cover crop",46,"2002-2","1","3","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (soybean)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"5","NA",8153,3,"5","7",6250,"ns","0","mono","no cover crop","no winter cover crop, imazethapyr herbicide","perennial ryegrass","perennial ryegrass winter cover crop, quixalofop-p-ethyl + bentazon herbicide, planted 2 weeks after cash crop planting","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-23.34,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"775","Cover crop",46,"2002-2","1","3","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (soybean)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"4","NA",9984,2,"4","6",6453,"0.05","1","mono","no cover crop","no winter cover crop, imazethapyr herbicide","clover","red clover winter cover crop, imazethapyr herbicide, planted 0 weeks after cash crop planting","Single species","Legume","Negative","assumed societal harm",NA,NA,NA,NA,-35.37,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"776","Cover crop",46,"2002-2","1","3","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (soybean)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"4","NA",9984,2,"4","7",5258,"0.05","1","mono","no cover crop","no winter cover crop, imazethapyr herbicide","clover","red clover winter cover crop, imazethapyr herbicide, planted 2 weeks after cash crop planting","Single species","Legume","Negative","assumed societal harm",NA,NA,NA,NA,-47.34,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"777","Cover crop",46,"2002-2","2","3","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (maize)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"4","NA",6682,1,"4","6",4328,"0.05","1","mono","no cover crop","no winter cover crop, imazethapyr herbicide","alfalfa","alfalfa winter cover crop, imazethapyr herbicide, planted 0 weeks after cash crop planting","Single species","Legume","Negative","assumed societal harm",NA,NA,NA,NA,-35.23,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"778","Cover crop",46,"2002-2","2","3","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (maize)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"4","NA",6682,1,"4","7",5660,"ns","0","mono","no cover crop","no winter cover crop, imazethapyr herbicide","alfalfa","alfalfa winter cover crop, imazethapyr herbicide, planted 2 weeks after cash crop planting","Single species","Legume","Negative","assumed societal harm",NA,NA,NA,NA,-15.29,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"779","Cover crop",46,"2002-2","2","3","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (maize)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"5","NA",5466,3,"5","6",5901,"ns","0","mono","no cover crop","no winter cover crop, imazethapyr herbicide","perennial ryegrass","perennial ryegrass cover crop, quixalofop-p-ethyl + bentazon herbicide, planted 0 weeks after cash crop planting","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,7.96,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"780","Cover crop",46,"2002-2","2","3","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (maize)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"5","NA",5466,3,"5","7",4216,"ns","0","mono","no cover crop","no winter cover crop, imazethapyr herbicide","perennial ryegrass","perennial ryegrass winter cover crop, quixalofop-p-ethyl + bentazon herbicide, planted 2 weeks after cash crop planting","Single species","Non-legume","Negative","assumed societal harm",NA,NA,NA,NA,-22.87,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"781","Cover crop",46,"2002-2","2","3","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (maize)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"4","NA",6682,2,"4","6",3356,"0.05","1","mono","no cover crop","no winter cover crop, imazethapyr herbicide","clover","red clover winter cover crop, imazethapyr herbicide, planted 0 weeks after cash crop planting","Single species","Legume","Negative","assumed societal harm",NA,NA,NA,NA,-49.78,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"782","Cover crop",46,"2002-2","2","3","Pests","Nematodes","Soybean cyst nematode (#)","density of Heterodera glycines eggs at harvest (maize)",NA,"NA","# eggs/100 cm^3 soil","LSD","mean",0,"4","NA",6682,2,"4","7",5291,"ns","0","mono","no cover crop","no winter cover crop, imazethapyr herbicide","clover","red clover winter cover crop, imazethapyr herbicide, planted 2 weeks after cash crop planting","Single species","Legume","Negative","assumed societal harm",NA,NA,NA,NA,-20.82,"Pests | Nematodes | Soybean cyst nematode (#)","Negative | assumed societal harm"
"783","Cover crop",27,"2011-3","2","1","Other Soil Properties","Abiotic Factors","Soil moisture","gravimetric water content of soil","0-60 cm","0-60 cm","g  water/g soil","ANOVA","mean",0,"NA","NA",0.21,1,"NA","NA",0.18,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,-14.29,"Other Soil Properties | Abiotic Factors | Soil moisture","Dependent on other factors | dependent on other factors"
"784","Cover crop",27,"2011-3","3","1","Other Soil Properties","Abiotic Factors","Soil moisture","gravimetric water content of soil","0-60 cm","0-60 cm","g  water/g soil","ANOVA","mean",0,"NA","NA",0.26,1,"NA","NA",0.27,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,3.85,"Other Soil Properties | Abiotic Factors | Soil moisture","Dependent on other factors | dependent on other factors"
"785","Cover crop",54,"2011-5","5","1","Other Soil Properties","Soil Structure","Aggregate size","water stable mean weight diameter (0-10 cm depth)","0-10 cm","0-30 cm","mm","LSMeans","mean",0,"NA","NA",2.2,1,"NA","NA",3.4,"0.05","1","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume","Positive","assumed societal benefit",NA,NA,NA,NA,54.55,"Other Soil Properties | Soil Structure | Aggregate size","Positive | assumed societal benefit"
"786","Cover crop",54,"2011-5","5","1","Other Soil Properties","Soil Structure","Aggregate size","water stable mean weight diameter (10-20 cm depth)","10-20 cm","0-30 cm","mm","LSMeans","mean",0,"NA","NA",2.1,1,"NA","NA",2.7,"0.05","1","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume","Positive","assumed societal benefit",NA,NA,NA,NA,28.57,"Other Soil Properties | Soil Structure | Aggregate size","Positive | assumed societal benefit"
"787","Cover crop",54,"2011-5","5","1","Other Soil Properties","Soil Structure","Aggregate size","water stable mean weight diameter (20-40 cm depth)","20-40 cm","0-30 cm","mm","LSMeans","mean",0,"NA","NA",0.7,1,"NA","NA",0.7,"ns","0","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume","Positive","assumed societal benefit",NA,NA,NA,NA,0,"Other Soil Properties | Soil Structure | Aggregate size","Positive | assumed societal benefit"
"788","Cover crop",54,"2011-5","5","1","Other Soil Properties","Soil Structure","Aggregate size","water stable mean weight diameter (40-60 cm depth)","40-60 cm","0-60 cm","mm","LSMeans","mean",0,"NA","NA",0.5,1,"NA","NA",0.5,"ns","0","mono","no cover crop","no cover crop","winter rye","winter rye cover crop","Single species","Non-legume","Positive","assumed societal benefit",NA,NA,NA,NA,0,"Other Soil Properties | Soil Structure | Aggregate size","Positive | assumed societal benefit"
"789","Cover crop",41,"2014-3","1;2;3","1","Other Soil Properties","Soil Structure","Aggregate stability","mean weight diameter of water stable aggregates","0-10 cm","0-30 cm","mm",NA,"mean",0,"NA","NA",1.3,1,"2","NA",1.4,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop, early termination","Single species","Non-legume","Positive","assumed societal benefit",NA,NA,NA,NA,7.69,"Other Soil Properties | Soil Structure | Aggregate stability","Positive | assumed societal benefit"
"790","Cover crop",41,"2014-3","1;2;3","1","Other Soil Properties","Soil Structure","Aggregate stability","mean weight diameter of water stable aggregates","0-10 cm","0-30 cm","mm",NA,"se",0,"NA","NA",0.6,1,"2","NA",0.3,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop, early termination","Single species","Non-legume","Positive","assumed societal benefit",NA,NA,NA,NA,-50,"Other Soil Properties | Soil Structure | Aggregate stability","Positive | assumed societal benefit"
"791","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon Storage","Soil organic carbon","total carbon","0-50 cm","0-60 cm","Mg/ha",NA,"mean",0,"NA","NA",26.5,2,"NA","NA",16.3,"ns","0","mix_2","no cover crop","no winter cover crop","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop","Two species","Non-legume Mixture","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",-38.49,"Climate Mitigation | Carbon Storage | Soil organic carbon ; Other Soil Properties | Chemical Properties | Soil organic carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"792","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon Storage","Soil organic carbon","total carbon","0-50 cm","0-60 cm","Mg/ha",NA,"mean",0,"NA","NA",26.5,3,"NA","NA",25.8,"ns","0","mix_3","no cover crop","no winter cover crop","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop","Three or more species","Non-legume + Legume Mixture","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",-2.64,"Climate Mitigation | Carbon Storage | Soil organic carbon ; Other Soil Properties | Chemical Properties | Soil organic carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"793","Cover crop",4,"2011-2","1;2","1;2;3;4","Soil Nutrients","Nitrogen","Nitrate (NO3)","soil nitrate (NO3-N)","0-50 cm","0-60 cm","MG/ha",NA,"mean",1,"4","NA",3.22,3,"4","NA",3.24,"ns","0","mono_mix_3","forage radish","forage radish for winter cover crop, headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, headland","Mixture comparisons","Non-legume + Legume Mixture","Dependent on other factors","dependent on other factors",NA,NA,NA,NA,0.62,"Soil Nutrients | Nitrogen | Nitrate (NO3)","Dependent on other factors | dependent on other factors"
"794","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon Storage","Soil organic carbon","total carbon","0-50 cm","0-60 cm","Mg/ha",NA,"mean",0,"4","NA",27.6,1,"4","NA",26.3,"ns","0","mono","no cover crop","no winter cover crop, headland","forage radish","forage radish for winter cover crop, headland","Single species","Non-legume","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",-4.71,"Climate Mitigation | Carbon Storage | Soil organic carbon ; Other Soil Properties | Chemical Properties | Soil organic carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"795","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon Storage","Soil organic carbon","total carbon","0-50 cm","0-60 cm","Mg/ha",NA,"mean",0,"4","NA",27.6,2,"4","NA",27.6,"ns","0","mix_2","no cover crop","no winter cover crop, headland","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, headland","Two species","Non-legume Mixture","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",0,"Climate Mitigation | Carbon Storage | Soil organic carbon ; Other Soil Properties | Chemical Properties | Soil organic carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"796","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon Storage","Soil organic carbon","total carbon","0-50 cm","0-60 cm","Mg/ha",NA,"mean",0,"4","NA",27.6,3,"4","NA",26.8,"ns","0","mix_3","no cover crop","no winter cover crop, headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, headland","Three or more species","Non-legume + Legume Mixture","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",-2.9,"Climate Mitigation | Carbon Storage | Soil organic carbon ; Other Soil Properties | Chemical Properties | Soil organic carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"797","Cover crop",4,"2011-2","1;2","1;2;3;4","Climate Mitigation","Carbon Storage","Soil organic carbon","total carbon","0-50 cm","0-60 cm","MG/ha",NA,"mean",2,"4","NA",27.6,3,"4","NA",26.8,"ns","0","mix_2_mix_3","forage radish + buckwheat","forage radish/buckwheat mix for winter cover crop, headland","forage radish + hairy vetch + winter rye","forage radish/hairy vetch/cereal rye mix for winter cover crop, headland","Mixture comparisons","Non-legume + Legume Mixture","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",-2.9,"Climate Mitigation | Carbon Storage | Soil organic carbon ; Other Soil Properties | Chemical Properties | Soil organic carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"798","Cover crop",21,"2008-1","1","1","Climate Mitigation","Carbon Storage","Soil organic carbon","soil organic carbon (SOC) in fall following cover crop, 0-15cm","0-15 cm","0-30 cm","g/kg","LSD","mean",0,"NA","NA",36.4,1,"NA","NA",31.1,"0.05","-1","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",-14.56,"Climate Mitigation | Carbon Storage | Soil organic carbon ; Other Soil Properties | Chemical Properties | Soil organic carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
"799","Cover crop",37,"2003-2","1","1","Climate Mitigation","Carbon Storage","Soil organic carbon","soil organic carbon 0-30 cm depth (spring)","0-30 cm","0-30 cm","g/kg soil","Tukey","mean",0,"NA","NA",15.6,1,"NA","NA",15,"ns","0","mono","no cover crop","no winter cover crop","winter rye","rye winter cover crop","Single species","Non-legume","Positive","assumed societal benefit","Other Soil Properties","Chemical Properties","Dependent on other factors","assumed societal benefit",-3.85,"Climate Mitigation | Carbon Storage | Soil organic carbon ; Other Soil Properties | Chemical Properties | Soil organic carbon","Positive | assumed societal benefit ; Dependent on other factors | assumed societal benefit"
