,review,paper_id,duration,rv_year,loc_multi_results,group_level1,group_level2,group_level3,rv,rv_timeseries,rv_depth,sample_depth,rv_units,stat_test,stat_type,trt1,trt1_int,trt1_int2,trt1_value,trt2,trt2_int,trt2_int2,trt2_value,significance,trt1_name,trt1_details,trt2_name,trt2_details,trt2_group1,trt2_group2,crop_type,system_group1,system_group2,mgmt_intention,Review,group_level1_alt,group_level2_alt,norm_interp2,norm_interp3,norm_interp2_alt,norm_interp3_alt,per_change,grouping,normative_effect
1,Continuous Cover,4000,2018-1,1,1,Pests,Nematodes,Nematode Community,"fungivores (Aphelenchoides) at planting, intermediate, and final growth stages",NA,0-25 cm,0-30 cm,#/250 g soil,ANOVA,mean,0,NA,NA,57.2,1,NA,NA,91.7,NA,monocrop,sweet potato,intercrop,sweet potato; maize,Two Species,Non-Legume & Non-Legume,Vegetables,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,Other Soil Properties,Biotic Factors,Dependent on other factors,dependent on other factors,Positive,dependent on other factors,60.31,Pests | Nematodes | Nematode Community ; Other Soil Properties | Biotic Factors | Nematode Community,Dependent on other factors | dependent on other factors ; Positive | dependent on other factors
497,Continuous Cover,4004,1983-3,2,1,Pests,Crop Damage,Damage From Sorghum Shootfly,"sorghum shootfly (Atherigona soccata) attack, short rains",No,NA,NA,% plants with deadheart,NA,mean,0,NA,NA,45.36,2,NA,NA,48.8,ns,monocrop,sorghum,intercrop,sorghum; cowpea,Two Species,Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,Crop Yields,Crop Damage,Negative,assumed societal harm,Negative,assumed societal harm,3.44,Pests | Crop Damage | Damage From Sorghum Shootfly ; Crop Yields | Crop Damage | Damage From Sorghum Shootfly,Negative | assumed societal harm ; Negative | assumed societal harm
498,Continuous Cover,4004,1983-3,2,1,Pests,Crop Damage,Damage From Sorghum Shootfly,"sorghum shootfly (Atherigona soccata) attack, short rains",No,NA,NA,% plants with deadheart,NA,mean,0,NA,NA,45.36,3,NA,NA,52.82,ns,monocrop,sorghum,intercrop,sorghum; cowpea; maize,Three or More Species,"Legume, Non-Legume & Non-Legume",Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,Crop Yields,Crop Damage,Negative,assumed societal harm,Negative,assumed societal harm,7.46,Pests | Crop Damage | Damage From Sorghum Shootfly ; Crop Yields | Crop Damage | Damage From Sorghum Shootfly,Negative | assumed societal harm ; Negative | assumed societal harm
499,Continuous Cover,4004,1983-3,3,1,Pests,Crop Damage,Damage From Sorghum Shootfly,"sorghum shootfly (Atherigona soccata) attack, long rains",No,NA,NA,% plants with deadheart,NA,mean,0,NA,NA,5.17,1,NA,NA,3.16,ns,monocrop,sorghum,intercrop,sorghum; maize,Two Species,Non-Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,Crop Yields,Crop Damage,Negative,assumed societal harm,Negative,assumed societal harm,-2.01,Pests | Crop Damage | Damage From Sorghum Shootfly ; Crop Yields | Crop Damage | Damage From Sorghum Shootfly,Negative | assumed societal harm ; Negative | assumed societal harm
500,Continuous Cover,4004,1983-3,3,1,Pests,Crop Damage,Damage From Sorghum Shootfly,"sorghum shootfly (Atherigona soccata) attack, long rains",No,NA,NA,% plants with deadheart,NA,mean,0,NA,NA,5.17,2,NA,NA,4.31,ns,monocrop,sorghum,intercrop,sorghum; cowpea,Two Species,Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,Crop Yields,Crop Damage,Negative,assumed societal harm,Negative,assumed societal harm,-0.86,Pests | Crop Damage | Damage From Sorghum Shootfly ; Crop Yields | Crop Damage | Damage From Sorghum Shootfly,Negative | assumed societal harm ; Negative | assumed societal harm
501,Continuous Cover,4004,1983-3,3,1,Pests,Crop Damage,Damage From Sorghum Shootfly,"sorghum shootfly (Atherigona soccata) attack, long rains",No,NA,NA,% plants with deadheart,NA,mean,0,NA,NA,5.17,3,NA,NA,2.58,ns,monocrop,sorghum,intercrop,sorghum; cowpea; maize,Three or More Species,"Legume, Non-Legume & Non-Legume",Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,Crop Yields,Crop Damage,Negative,assumed societal harm,Negative,assumed societal harm,-2.59,Pests | Crop Damage | Damage From Sorghum Shootfly ; Crop Yields | Crop Damage | Damage From Sorghum Shootfly,Negative | assumed societal harm ; Negative | assumed societal harm
502,Continuous Cover,4004,1983-3,1,1,Pests,Crop Damage,Damage From Stem-Borer,"sorghum leaf attack by crop borers, short rains",No,NA,NA,% attacked plants with leaf symptoms,NA,mean,0,NA,NA,16.3,1,NA,NA,12.65,ns,monocrop,sorghum,intercrop,sorghum; maize,Two Species,Non-Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,Crop Yields,Crop Damage,Negative,assumed societal harm,Negative,assumed societal harm,-3.65,Pests | Crop Damage | Damage From Stem-Borer ; Crop Yields | Crop Damage | Damage From Stem-Borer,Negative | assumed societal harm ; Negative | assumed societal harm
503,Continuous Cover,4004,1983-3,1,1,Pests,Crop Damage,Damage From Stem-Borer,"sorghum leaf attack by crop borers, short rains",No,NA,NA,% attacked plants with leaf symptoms,NA,mean,0,NA,NA,16.3,2,NA,NA,10.83,ns,monocrop,sorghum,intercrop,sorghum; cowpea,Two Species,Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,Crop Yields,Crop Damage,Negative,assumed societal harm,Negative,assumed societal harm,-5.47,Pests | Crop Damage | Damage From Stem-Borer ; Crop Yields | Crop Damage | Damage From Stem-Borer,Negative | assumed societal harm ; Negative | assumed societal harm
504,Continuous Cover,4004,1983-3,1,1,Pests,Crop Damage,Damage From Stem-Borer,"sorghum leaf attack by crop borers, short rains",No,NA,NA,% attacked plants with leaf symptoms,NA,mean,0,NA,NA,16.3,3,NA,NA,10.04,ns,monocrop,sorghum,intercrop,sorghum; cowpea; maize,Three or More Species,"Legume, Non-Legume & Non-Legume",Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,Crop Yields,Crop Damage,Negative,assumed societal harm,Negative,assumed societal harm,-6.26,Pests | Crop Damage | Damage From Stem-Borer ; Crop Yields | Crop Damage | Damage From Stem-Borer,Negative | assumed societal harm ; Negative | assumed societal harm
505,Continuous Cover,4004,1983-3,2,1,Pests,Crop Damage,Damage From Stem-Borer,"sorghum leaf attack by crop borers, long rains",No,NA,NA,% attacked plants with leaf symptoms,NA,mean,0,NA,NA,27.52,1,NA,NA,26.87,ns,monocrop,sorghum,intercrop,sorghum; maize,Two Species,Non-Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,Crop Yields,Crop Damage,Negative,assumed societal harm,Negative,assumed societal harm,-0.65,Pests | Crop Damage | Damage From Stem-Borer ; Crop Yields | Crop Damage | Damage From Stem-Borer,Negative | assumed societal harm ; Negative | assumed societal harm
506,Continuous Cover,4004,1983-3,2,1,Pests,Crop Damage,Damage From Stem-Borer,"sorghum leaf attack by crop borers, long rains",No,NA,NA,% attacked plants with leaf symptoms,NA,mean,0,NA,NA,27.52,2,NA,NA,24.65,ns,monocrop,sorghum,intercrop,sorghum; cowpea,Two Species,Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,Crop Yields,Crop Damage,Negative,assumed societal harm,Negative,assumed societal harm,-2.87,Pests | Crop Damage | Damage From Stem-Borer ; Crop Yields | Crop Damage | Damage From Stem-Borer,Negative | assumed societal harm ; Negative | assumed societal harm
507,Continuous Cover,4004,1983-3,2,1,Pests,Crop Damage,Damage From Stem-Borer,"sorghum leaf attack by crop borers, long rains",No,NA,NA,% attacked plants with leaf symptoms,NA,mean,0,NA,NA,27.52,3,NA,NA,22.04,ns,monocrop,sorghum,intercrop,sorghum; cowpea; maize,Three or More Species,"Legume, Non-Legume & Non-Legume",Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,Crop Yields,Crop Damage,Negative,assumed societal harm,Negative,assumed societal harm,-5.48,Pests | Crop Damage | Damage From Stem-Borer ; Crop Yields | Crop Damage | Damage From Stem-Borer,Negative | assumed societal harm ; Negative | assumed societal harm
508,Continuous Cover,4004,1983-3,2,1,Pests,Crop Damage,Damage From Stem-Borer,"sorghum leaf attack by crop borers, short rains",No,NA,NA,% attacked plants with leaf symptoms,NA,mean,0,NA,NA,12.39,1,NA,NA,15.65,ns,monocrop,sorghum,intercrop,sorghum; maize,Two Species,Non-Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,Crop Yields,Crop Damage,Negative,assumed societal harm,Negative,assumed societal harm,3.26,Pests | Crop Damage | Damage From Stem-Borer ; Crop Yields | Crop Damage | Damage From Stem-Borer,Negative | assumed societal harm ; Negative | assumed societal harm
509,Continuous Cover,4004,1983-3,2,1,Pests,Crop Damage,Damage From Stem-Borer,"sorghum leaf attack by crop borers, short rains",No,NA,NA,% attacked plants with leaf symptoms,NA,mean,0,NA,NA,12.39,2,NA,NA,10.96,ns,monocrop,sorghum,intercrop,sorghum; cowpea,Two Species,Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,Crop Yields,Crop Damage,Negative,assumed societal harm,Negative,assumed societal harm,-1.43,Pests | Crop Damage | Damage From Stem-Borer ; Crop Yields | Crop Damage | Damage From Stem-Borer,Negative | assumed societal harm ; Negative | assumed societal harm
510,Continuous Cover,4004,1983-3,2,1,Pests,Crop Damage,Damage From Stem-Borer,"sorghum leaf attack by crop borers, short rains",No,NA,NA,% attacked plants with leaf symptoms,NA,mean,0,NA,NA,12.39,3,NA,NA,9,ns,monocrop,sorghum,intercrop,sorghum; cowpea; maize,Three or More Species,"Legume, Non-Legume & Non-Legume",Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,Crop Yields,Crop Damage,Negative,assumed societal harm,Negative,assumed societal harm,-3.39,Pests | Crop Damage | Damage From Stem-Borer ; Crop Yields | Crop Damage | Damage From Stem-Borer,Negative | assumed societal harm ; Negative | assumed societal harm
511,Continuous Cover,4004,1983-3,3,1,Pests,Crop Damage,Damage From Stem-Borer,"sorghum leaf attack by crop borers, long rains",No,NA,NA,% attacked plants with leaf symptoms,NA,mean,0,NA,NA,26.61,1,NA,NA,23.87,ns,monocrop,sorghum,intercrop,sorghum; maize,Two Species,Non-Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,Crop Yields,Crop Damage,Negative,assumed societal harm,Negative,assumed societal harm,-2.74,Pests | Crop Damage | Damage From Stem-Borer ; Crop Yields | Crop Damage | Damage From Stem-Borer,Negative | assumed societal harm ; Negative | assumed societal harm
512,Continuous Cover,4004,1983-3,3,1,Pests,Crop Damage,Damage From Stem-Borer,"sorghum leaf attack by crop borers, long rains",No,NA,NA,% attacked plants with leaf symptoms,NA,mean,0,NA,NA,26.61,2,NA,NA,27.13,ns,monocrop,sorghum,intercrop,sorghum; cowpea,Two Species,Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,Crop Yields,Crop Damage,Negative,assumed societal harm,Negative,assumed societal harm,0.52,Pests | Crop Damage | Damage From Stem-Borer ; Crop Yields | Crop Damage | Damage From Stem-Borer,Negative | assumed societal harm ; Negative | assumed societal harm
513,Continuous Cover,4004,1983-3,3,1,Pests,Crop Damage,Damage From Stem-Borer,"sorghum leaf attack by crop borers, long rains",No,NA,NA,% attacked plants with leaf symptoms,NA,mean,0,NA,NA,26.61,3,NA,NA,22.57,ns,monocrop,sorghum,intercrop,sorghum; cowpea; maize,Three or More Species,"Legume, Non-Legume & Non-Legume",Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,Crop Yields,Crop Damage,Negative,assumed societal harm,Negative,assumed societal harm,-4.04,Pests | Crop Damage | Damage From Stem-Borer ; Crop Yields | Crop Damage | Damage From Stem-Borer,Negative | assumed societal harm ; Negative | assumed societal harm
514,Continuous Cover,4004,1983-3,1,1,Pests,Invertebrate Pests,Stem-Borers,"abundance of sorghum stem-borers, short rains",No,NA,NA,# borers/plant,NA,mean,0,NA,NA,1.2,1,NA,NA,2.1,ns,monocrop,sorghum,intercrop,sorghum; maize,Two Species,Non-Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,NA,NA,Negative,assumed societal harm,NA,NA,75,Pests | Invertebrate Pests | Stem-Borers ; NA | NA | Stem-Borers,Negative | assumed societal harm ; NA | NA
515,Continuous Cover,4004,1983-3,1,1,Pests,Invertebrate Pests,Stem-Borers,"abundance of sorghum stem-borers, short rains",No,NA,NA,# borers/plant,NA,mean,0,NA,NA,1.2,2,NA,NA,0.9,ns,monocrop,sorghum,intercrop,sorghum; cowpea,Two Species,Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,NA,NA,Negative,assumed societal harm,NA,NA,-25,Pests | Invertebrate Pests | Stem-Borers ; NA | NA | Stem-Borers,Negative | assumed societal harm ; NA | NA
516,Continuous Cover,4004,1983-3,1,1,Pests,Invertebrate Pests,Stem-Borers,"abundance of sorghum stem-borers, short rains",No,NA,NA,# borers/plant,NA,mean,0,NA,NA,1.2,3,NA,NA,1.29,ns,monocrop,sorghum,intercrop,sorghum; cowpea; maize,Three or More Species,"Legume, Non-Legume & Non-Legume",Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,NA,NA,Negative,assumed societal harm,NA,NA,7.5,Pests | Invertebrate Pests | Stem-Borers ; NA | NA | Stem-Borers,Negative | assumed societal harm ; NA | NA
517,Continuous Cover,4004,1983-3,2,1,Pests,Invertebrate Pests,Stem-Borers,"abundance of sorghum stem-borers, long rains",No,NA,NA,# borers/plant,NA,mean,0,NA,NA,0.98,1,NA,NA,1.1,ns,monocrop,sorghum,intercrop,sorghum; maize,Two Species,Non-Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,NA,NA,Negative,assumed societal harm,NA,NA,12.24,Pests | Invertebrate Pests | Stem-Borers ; NA | NA | Stem-Borers,Negative | assumed societal harm ; NA | NA
518,Continuous Cover,4004,1983-3,2,1,Pests,Invertebrate Pests,Stem-Borers,"abundance of sorghum stem-borers, long rains",No,NA,NA,# borers/plant,NA,mean,0,NA,NA,0.98,2,NA,NA,0.59,ns,monocrop,sorghum,intercrop,sorghum; cowpea,Two Species,Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,NA,NA,Negative,assumed societal harm,NA,NA,-39.8,Pests | Invertebrate Pests | Stem-Borers ; NA | NA | Stem-Borers,Negative | assumed societal harm ; NA | NA
519,Continuous Cover,4004,1983-3,2,1,Pests,Invertebrate Pests,Stem-Borers,"abundance of sorghum stem-borers, long rains",No,NA,NA,# borers/plant,NA,mean,0,NA,NA,0.98,3,NA,NA,0.99,ns,monocrop,sorghum,intercrop,sorghum; cowpea; maize,Three or More Species,"Legume, Non-Legume & Non-Legume",Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,NA,NA,Negative,assumed societal harm,NA,NA,1.02,Pests | Invertebrate Pests | Stem-Borers ; NA | NA | Stem-Borers,Negative | assumed societal harm ; NA | NA
520,Continuous Cover,4004,1983-3,2,1,Pests,Invertebrate Pests,Stem-Borers,"abundance of sorghum stem-borers, short rains",No,NA,NA,# borers/plant,NA,mean,0,NA,NA,2.4,1,NA,NA,2.4,ns,monocrop,sorghum,intercrop,sorghum; maize,Two Species,Non-Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,NA,NA,Negative,assumed societal harm,NA,NA,0,Pests | Invertebrate Pests | Stem-Borers ; NA | NA | Stem-Borers,Negative | assumed societal harm ; NA | NA
521,Continuous Cover,4004,1983-3,2,1,Pests,Invertebrate Pests,Stem-Borers,"abundance of sorghum stem-borers, short rains",No,NA,NA,# borers/plant,NA,mean,0,NA,NA,2.4,2,NA,NA,2.4,ns,monocrop,sorghum,intercrop,sorghum; cowpea,Two Species,Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,NA,NA,Negative,assumed societal harm,NA,NA,0,Pests | Invertebrate Pests | Stem-Borers ; NA | NA | Stem-Borers,Negative | assumed societal harm ; NA | NA
522,Continuous Cover,4004,1983-3,2,1,Pests,Invertebrate Pests,Stem-Borers,"abundance of sorghum stem-borers, short rains",No,NA,NA,# borers/plant,NA,mean,0,NA,NA,2.4,3,NA,NA,2.32,ns,monocrop,sorghum,intercrop,sorghum; cowpea; maize,Three or More Species,"Legume, Non-Legume & Non-Legume",Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,NA,NA,Negative,assumed societal harm,NA,NA,-3.33,Pests | Invertebrate Pests | Stem-Borers ; NA | NA | Stem-Borers,Negative | assumed societal harm ; NA | NA
523,Continuous Cover,4004,1983-3,3,1,Pests,Invertebrate Pests,Stem-Borers,"abundance of sorghum stem-borers, long rains",No,NA,NA,# borers/plant,NA,mean,0,NA,NA,1.3,1,NA,NA,1.6,ns,monocrop,sorghum,intercrop,sorghum; maize,Two Species,Non-Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,NA,NA,Negative,assumed societal harm,NA,NA,23.08,Pests | Invertebrate Pests | Stem-Borers ; NA | NA | Stem-Borers,Negative | assumed societal harm ; NA | NA
524,Continuous Cover,4004,1983-3,3,1,Pests,Invertebrate Pests,Stem-Borers,"abundance of sorghum stem-borers, long rains",No,NA,NA,# borers/plant,NA,mean,0,NA,NA,1.3,2,NA,NA,0.98,ns,monocrop,sorghum,intercrop,sorghum; cowpea,Two Species,Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,NA,NA,Negative,assumed societal harm,NA,NA,-24.62,Pests | Invertebrate Pests | Stem-Borers ; NA | NA | Stem-Borers,Negative | assumed societal harm ; NA | NA
525,Continuous Cover,4004,1983-3,3,1,Pests,Invertebrate Pests,Stem-Borers,"abundance of sorghum stem-borers, long rains",No,NA,NA,# borers/plant,NA,mean,0,NA,NA,1.3,3,NA,NA,0.9,ns,monocrop,sorghum,intercrop,sorghum; cowpea; maize,Three or More Species,"Legume, Non-Legume & Non-Legume",Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,NA,NA,Negative,assumed societal harm,NA,NA,-30.77,Pests | Invertebrate Pests | Stem-Borers ; NA | NA | Stem-Borers,Negative | assumed societal harm ; NA | NA
526,Continuous Cover,4004,1983-3,2,1,Pests,Crop Damage,Damage From Stem-Borer,"sorghum head damage caused by crop borers, short rains",No,NA,NA,% damaged sorghum heads,NA,mean,0,NA,NA,59.7,1,NA,NA,36.24,ns,monocrop,sorghum,intercrop,sorghum; maize,Two Species,Non-Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,Crop Yields,Crop Damage,Negative,assumed societal harm,Negative,assumed societal harm,-23.46,Pests | Crop Damage | Damage From Stem-Borer ; Crop Yields | Crop Damage | Damage From Stem-Borer,Negative | assumed societal harm ; Negative | assumed societal harm
527,Continuous Cover,4004,1983-3,2,1,Pests,Crop Damage,Damage From Stem-Borer,"sorghum head damage caused by crop borers, short rains",No,NA,NA,% damaged sorghum heads,NA,mean,0,NA,NA,59.7,2,NA,NA,52.39,ns,monocrop,sorghum,intercrop,sorghum; cowpea,Two Species,Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,Crop Yields,Crop Damage,Negative,assumed societal harm,Negative,assumed societal harm,-7.31,Pests | Crop Damage | Damage From Stem-Borer ; Crop Yields | Crop Damage | Damage From Stem-Borer,Negative | assumed societal harm ; Negative | assumed societal harm
528,Continuous Cover,4004,1983-3,2,1,Pests,Crop Damage,Damage From Stem-Borer,"sorghum head damage caused by crop borers, short rains",No,NA,NA,% damaged sorghum heads,NA,mean,0,NA,NA,59.7,3,NA,NA,37.46,ns,monocrop,sorghum,intercrop,sorghum; cowpea; maize,Three or More Species,"Legume, Non-Legume & Non-Legume",Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,Crop Yields,Crop Damage,Negative,assumed societal harm,Negative,assumed societal harm,-22.24,Pests | Crop Damage | Damage From Stem-Borer ; Crop Yields | Crop Damage | Damage From Stem-Borer,Negative | assumed societal harm ; Negative | assumed societal harm
529,Continuous Cover,4004,1983-3,3,1,Pests,Crop Damage,Damage From Stem-Borer,"sorghum head damage caused by crop borers, long rains",No,NA,NA,% damaged sorghum heads,NA,mean,0,NA,NA,56.95,1,NA,NA,57.26,ns,monocrop,sorghum,intercrop,sorghum; maize,Two Species,Non-Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,Crop Yields,Crop Damage,Negative,assumed societal harm,Negative,assumed societal harm,0.31,Pests | Crop Damage | Damage From Stem-Borer ; Crop Yields | Crop Damage | Damage From Stem-Borer,Negative | assumed societal harm ; Negative | assumed societal harm
530,Continuous Cover,4004,1983-3,3,1,Pests,Crop Damage,Damage From Stem-Borer,"sorghum head damage caused by crop borers, long rains",No,NA,NA,% damaged sorghum heads,NA,mean,0,NA,NA,56.95,2,NA,NA,49.04,ns,monocrop,sorghum,intercrop,sorghum; cowpea,Two Species,Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,Crop Yields,Crop Damage,Negative,assumed societal harm,Negative,assumed societal harm,-7.91,Pests | Crop Damage | Damage From Stem-Borer ; Crop Yields | Crop Damage | Damage From Stem-Borer,Negative | assumed societal harm ; Negative | assumed societal harm
531,Continuous Cover,4004,1983-3,3,1,Pests,Crop Damage,Damage From Stem-Borer,"sorghum head damage caused by crop borers, long rains",No,NA,NA,% damaged sorghum heads,NA,mean,0,NA,NA,56.95,3,NA,NA,34.42,ns,monocrop,sorghum,intercrop,sorghum; cowpea; maize,Three or More Species,"Legume, Non-Legume & Non-Legume",Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,Crop Yields,Crop Damage,Negative,assumed societal harm,Negative,assumed societal harm,-22.53,Pests | Crop Damage | Damage From Stem-Borer ; Crop Yields | Crop Damage | Damage From Stem-Borer,Negative | assumed societal harm ; Negative | assumed societal harm
532,Continuous Cover,4004,1983-3,2;3,1,Pests,Invertebrate Pests,Thrips,"abundance of thrips on cowpeas, 30 days after emergence",No,NA,NA,# thrips/bud,NA,mean,0,NA,NA,0.67,2,NA,NA,0.27,ns,monocrop,sorghum,intercrop,sorghum; cowpea,Two Species,Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,NA,NA,Negative,assumed societal harm,NA,NA,-59.7,Pests | Invertebrate Pests | Thrips ; NA | NA | Thrips,Negative | assumed societal harm ; NA | NA
533,Continuous Cover,4004,1983-3,2;3,1,Pests,Invertebrate Pests,Thrips,"abundance of thrips on cowpeas, 30 days after emergence",No,NA,NA,# thrips/bud,NA,mean,0,NA,NA,0.67,3,NA,NA,0.27,ns,monocrop,sorghum,intercrop,sorghum; cowpea; maize,Three or More Species,"Legume, Non-Legume & Non-Legume",Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,NA,NA,Negative,assumed societal harm,NA,NA,-59.7,Pests | Invertebrate Pests | Thrips ; NA | NA | Thrips,Negative | assumed societal harm ; NA | NA
534,Continuous Cover,4004,1983-3,2;3,1,Pests,Invertebrate Pests,Thrips,"abundance of thrips on cowpeas, 40 days after emergence",No,NA,NA,# thrips/bud,NA,mean,0,NA,NA,2.42,2,NA,NA,2.42,ns,monocrop,sorghum,intercrop,sorghum; cowpea,Two Species,Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,NA,NA,Negative,assumed societal harm,NA,NA,0,Pests | Invertebrate Pests | Thrips ; NA | NA | Thrips,Negative | assumed societal harm ; NA | NA
535,Continuous Cover,4004,1983-3,2;3,1,Pests,Invertebrate Pests,Thrips,"abundance of thrips on cowpeas, 40 days after emergence",No,NA,NA,# thrips/bud,NA,mean,0,NA,NA,2.42,3,NA,NA,2.83,ns,monocrop,sorghum,intercrop,sorghum; cowpea; maize,Three or More Species,"Legume, Non-Legume & Non-Legume",Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,NA,NA,Negative,assumed societal harm,NA,NA,16.94,Pests | Invertebrate Pests | Thrips ; NA | NA | Thrips,Negative | assumed societal harm ; NA | NA
536,Continuous Cover,4004,1983-3,2;3,1,Pests,Invertebrate Pests,Thrips,"abundance of thrips on cowpeas, 50 days after emergence",No,NA,NA,# thrips/bud,NA,mean,0,NA,NA,29.6,2,NA,NA,22.06,ns,monocrop,sorghum,intercrop,sorghum; cowpea,Two Species,Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,NA,NA,Negative,assumed societal harm,NA,NA,-25.47,Pests | Invertebrate Pests | Thrips ; NA | NA | Thrips,Negative | assumed societal harm ; NA | NA
537,Continuous Cover,4004,1983-3,2;3,1,Pests,Invertebrate Pests,Thrips,"abundance of thrips on cowpeas, 50 days after emergence",No,NA,NA,# thrips/bud,NA,mean,0,NA,NA,29.6,3,NA,NA,16.95,ns,monocrop,sorghum,intercrop,sorghum; cowpea; maize,Three or More Species,"Legume, Non-Legume & Non-Legume",Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,NA,NA,Negative,assumed societal harm,NA,NA,-42.74,Pests | Invertebrate Pests | Thrips ; NA | NA | Thrips,Negative | assumed societal harm ; NA | NA
538,Continuous Cover,4004,1983-3,2;3,1,Pests,Invertebrate Pests,Aphids,"abundance of aphids on cowpeas, 30 days after emergence",No,NA,NA,# aphids/bud,NA,mean,0,NA,NA,0.27,2,NA,NA,0.11,ns,monocrop,sorghum,intercrop,sorghum; cowpea,Two Species,Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,NA,NA,Negative,assumed societal harm,NA,NA,-59.26,Pests | Invertebrate Pests | Aphids ; NA | NA | Aphids,Negative | assumed societal harm ; NA | NA
539,Continuous Cover,4004,1983-3,2;3,1,Pests,Invertebrate Pests,Aphids,"abundance of aphids on cowpeas, 30 days after emergence",No,NA,NA,# aphids/bud,NA,mean,0,NA,NA,0.27,3,NA,NA,0.07,ns,monocrop,sorghum,intercrop,sorghum; cowpea; maize,Three or More Species,"Legume, Non-Legume & Non-Legume",Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,NA,NA,Negative,assumed societal harm,NA,NA,-74.07,Pests | Invertebrate Pests | Aphids ; NA | NA | Aphids,Negative | assumed societal harm ; NA | NA
540,Continuous Cover,4004,1983-3,2;3,1,Pests,Invertebrate Pests,Aphids,"abundance of aphids on cowpeas, 40 days after emergence",No,NA,NA,# aphids/bud,NA,mean,0,NA,NA,0.43,2,NA,NA,0.18,ns,monocrop,sorghum,intercrop,sorghum; cowpea,Two Species,Legume & Non-Legume,Cereals,Uniform Fertilization,Rainfed,Pest Management,Continuous Cover,NA,NA,Negative,assumed societal harm,NA,NA,-58.14,Pests | Invertebrate Pests | Aphids ; NA | NA | Aphids,Negative | assumed societal harm ; NA | NA
