review,paper_id,duration,rv_year,loc_multi_results,group_level1,group_level2,group_level3,rv,rv_depth,sample_depth,rv_units,stat_test,stat_type,trt1,trt1_int,trt1_int2,trt1_value,trt2,trt2_int,trt2_int2,trt2_value,significance,trt1_name,trt1_details,trt2_name,trt2_details,trt2_group1,trt2_group2,crop_type,system_group1,system_group2,mgmt_intention,norm_interp2,norm_interp3,group_level1_alt,group_level2_alt,norm_interp2_alt,norm_interp3_alt,per_change,grouping,normative_effect
Continuous cover,4020,1998-3,2,1,Crop Yields,Yields,Maize,"maize yield, short rains, 120 kg N/ha",NA,NA,t/ha,Tukey,mean,0,7,NA,4.84,4,7,NA,5.52,0.5,monocrop,maize,alley crop,maize;Desmodium,2,Legume & Non-Legume,Cereal;Fodder,Uniform,Rainfed,Pest Management,Positive,assumed societal benefit,NA,NA,NA,NA,14.05,Crop Yields | Yields | Maize,Positive | assumed societal benefit
Continuous cover,4020,1998-3,2,1,Crop Yields,Crop Growth,Plant Height,"maize height, long rains, 0 kg N/ha",NA,NA,m,Tukey,mean,0,6,NA,1.61,4,6,NA,1.98,0.5,monocrop,maize,alley crop,maize;Desmodium,2,Legume & Non-Legume,Cereal;Fodder,Uniform,Rainfed,Pest Management,Positive,assumed societal benefit,NA,NA,NA,NA,22.98,Crop Yields | Crop Growth | Plant Height,Positive | assumed societal benefit
Continuous cover,4020,1998-3,2,1,Crop Yields,Crop Growth,Plant Height,"maize height, long rains, 120 kg N/ha",NA,NA,m,Tukey,mean,0,7,NA,1.97,4,7,NA,2.19,0.5,monocrop,maize,alley crop,maize;Desmodium,2,Legume & Non-Legume,Cereal;Fodder,Uniform,Rainfed,Pest Management,Positive,assumed societal benefit,NA,NA,NA,NA,11.17,Crop Yields | Crop Growth | Plant Height,Positive | assumed societal benefit
Continuous cover,4020,1998-3,2,1,Crop Yields,Crop Growth,Plant Height,"maize height, short rains, 0 kg N/ha",NA,NA,m,Tukey,mean,0,6,NA,1.67,4,6,NA,2.09,0.5,monocrop,maize,alley crop,maize;Desmodium,2,Legume & Non-Legume,Cereal;Fodder,Uniform,Rainfed,Pest Management,Positive,assumed societal benefit,NA,NA,NA,NA,25.15,Crop Yields | Crop Growth | Plant Height,Positive | assumed societal benefit
Continuous cover,4020,1998-3,2,1,Crop Yields,Crop Growth,Plant Height,"maize height, short rains, 120 kg N/ha",NA,NA,m,Tukey,mean,0,7,NA,1.91,4,7,NA,2.11,0.5,monocrop,maize,alley crop,maize;Desmodium,2,Legume & Non-Legume,Cereal;Fodder,Uniform,Rainfed,Pest Management,Positive,assumed societal benefit,NA,NA,NA,NA,10.47,Crop Yields | Crop Growth | Plant Height,Positive | assumed societal benefit
Continuous cover,4020,1998-3,2,1,Pests,Weeds,Striga,"% change of striga hermonthica seeds per 250 grams of soil, short rains, 0 kg N/ha",NA,NA,%,Student's t test,mean,0,6,NA,66.7,4,6,NA,-29.9,NA,monocrop,maize,alley crop,maize;Desmodium,2,Legume & Non-Legume,Cereal;Fodder,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,-96.6,Pests | Weeds | Striga,Negative | assumed societal harm
Continuous cover,4020,1998-3,2,1,Pests,Weeds,Striga,"% change of striga hermonthica seeds per 250 grams of soil, short rains, 120 kg N/ha",NA,NA,%,Student's t test,mean,0,7,NA,7.1,4,7,NA,-22.8,NA,monocrop,maize,alley crop,maize;Desmodium,2,Legume & Non-Legume,Cereal;Fodder,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,-29.9,Pests | Weeds | Striga,Negative | assumed societal harm
Continuous cover,4020,1998-3,2,1,Pests,Weeds,Striga,"% change of striga hermonthica seeds per 250 grams of soil, long rains, 0 kg N/ha",NA,NA,%,Student's t test,mean,0,6,NA,44.2,4,6,NA,-34.7,NA,monocrop,maize,alley crop,maize;Desmodium,2,Legume & Non-Legume,Cereal;Fodder,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,-78.9,Pests | Weeds | Striga,Negative | assumed societal harm
Continuous cover,4020,1998-3,2,1,Pests,Weeds,Striga,"% change of striga hermonthica seeds per 250 grams of soil, long rains, 120 kg N/ha",NA,NA,%,Student's t test,mean,0,7,NA,16.4,4,7,NA,-45.7,NA,monocrop,maize,alley crop,maize;Desmodium,2,Legume & Non-Legume,Cereal;Fodder,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,-62.1,Pests | Weeds | Striga,Negative | assumed societal harm
Continuous cover,4020,1998-3,2,1,Other Soil Properties,Abiotic Factors,Soil Temperature,"degrees celsius, long rains",NA,NA,C,Tukey,mean,0,NA,NA,27.2,4,NA,NA,26.6,0.5,monocrop,maize,alley crop,maize;Desmodium,2,Legume & Non-Legume,Cereal;Fodder,Uniform,Rainfed,Pest Management,Dependent on other factors,dependent on other factors,NA,NA,NA,NA,-2.21,Other Soil Properties | Abiotic Factors | Soil Temperature,Dependent on other factors | dependent on other factors
Continuous cover,4020,1998-3,2,1,Other Soil Properties,Abiotic Factors,Soil Moisture,"% relative humidity, long rains",NA,NA,%,Tukey,mean,0,NA,NA,58.7,4,NA,NA,65.4,0.5,monocrop,maize,alley crop,maize;Desmodium,2,Legume & Non-Legume,Cereal;Fodder,Uniform,Rainfed,Pest Management,Dependent on other factors,dependent on other factors,NA,NA,NA,NA,6.7,Other Soil Properties | Abiotic Factors | Soil Moisture,Dependent on other factors | dependent on other factors
Continuous cover,4020,1998-3,2,1,Other Soil Properties,Abiotic Factors,Light Intensity,"light intensity index (lux), long rains",NA,NA,lux,Tukey,mean,0,NA,NA,0.2,4,NA,NA,0,0.5,monocrop,maize,alley crop,maize;Desmodium,2,Legume & Non-Legume,Cereal;Fodder,Uniform,Rainfed,Pest Management,Dependent on other factors,dependent on other factors,NA,NA,NA,NA,-100,Other Soil Properties | Abiotic Factors | Light Intensity,Dependent on other factors | dependent on other factors
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of megalurothrips sjostedti captured per plant (all species) at one week before flowering, long rains",NA,NA,# Megaslurothrips sjoestedti/plant,ANOVA,mean,0,NA,NA,19.37,1,NA,NA,5.28,NA,monocrop,bean,intercrop,bean;sunflower,2,Legume & Non-Legume,Vegetable,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,-72.74,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of megalurothrips sjostedti captured per plant (all species) at one week before flowering, long rains",NA,NA,# Megaslurothrips sjoestedti/plant,ANOVA,mean,0,NA,NA,19.37,2,NA,NA,3.19,NA,monocrop,bean,intercrop,bean;maize,2,Legume & Non-Legume,Vegetable;Cereal,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,-83.53,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of megalurothrips sjostedti captured per plant (all species) at one week before flowering, long rains",NA,NA,# Megaslurothrips sjoestedti/plant,ANOVA,mean,0,NA,NA,19.37,3,NA,NA,16.95,NA,monocrop,bean,intercrop,bean;potato,2,Legume & Non-Legume,Vegetable,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,-12.49,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of megalurothrips sjostedti captured per plant (all species) at one week before flowering, long rains",NA,NA,# Megaslurothrips sjoestedti/plant,ANOVA,mean,0,NA,NA,19.37,4,NA,NA,4.73,NA,monocrop,bean,intercrop,bean;maize;sunflower,2,Legume & Non-Legume,Vegetable;Cereal,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,-75.58,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of megalurothrips sjostedti captured per plant (all species) at one week before flowering, long rains",NA,NA,# Megaslurothrips sjoestedti/plant,ANOVA,mean,0,NA,NA,19.37,5,NA,NA,6.71,NA,monocrop,bean,intercrop,bean;potato;sunflower,2,Legume & Non-Legume,Vegetable,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,-65.36,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of megalurothrips sjostedti captured per plant (all species) at flowering, long rains",NA,NA,# Megaslurothrips sjoestedti/plant,ANOVA,mean,0,NA,NA,23.55,1,NA,NA,24.98,NA,monocrop,bean,intercrop,bean;sunflower,2,Legume & Non-Legume,Vegetable,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,6.07,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of megalurothrips sjostedti captured per plant (all species) at flowering, long rains",NA,NA,# Megaslurothrips sjoestedti/plant,ANOVA,mean,0,NA,NA,23.55,2,NA,NA,24.43,NA,monocrop,bean,intercrop,bean;maize,2,Legume & Non-Legume,Vegetable;Cereal,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,3.74,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of megalurothrips sjostedti captured per plant (all species) at flowering, long rains",NA,NA,# Megaslurothrips sjoestedti/plant,ANOVA,mean,0,NA,NA,23.55,3,NA,NA,19.48,NA,monocrop,bean,intercrop,bean;potato,2,Legume & Non-Legume,Vegetable,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,-17.28,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of megalurothrips sjostedti captured per plant (all species) at flowering, long rains",NA,NA,# Megaslurothrips sjoestedti/plant,ANOVA,mean,0,NA,NA,23.55,4,NA,NA,29.5,NA,monocrop,bean,intercrop,bean;maize;sunflower,2,Legume & Non-Legume,Vegetable;Cereal,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,25.27,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of megalurothrips sjostedti captured per plant (all species) at flowering, long rains",NA,NA,# Megaslurothrips sjoestedti/plant,ANOVA,mean,0,NA,NA,23.55,5,NA,NA,18.05,NA,monocrop,bean,intercrop,bean;potato;sunflower,2,Legume & Non-Legume,Vegetable,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,-23.35,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of megalurothrips sjostedti captured per plant (all species) at one week before flowering, short rains",NA,NA,# Megaslurothrips sjoestedti/plant,ANOVA,mean,0,NA,NA,3.84,1,NA,NA,4.28,NA,monocrop,bean,intercrop,bean;sunflower,2,Legume & Non-Legume,Vegetable,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,11.46,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of megalurothrips sjostedti captured per plant (all species) at one week before flowering, short rains",NA,NA,# Megaslurothrips sjoestedti/plant,ANOVA,mean,0,NA,NA,3.84,2,NA,NA,3.07,NA,monocrop,bean,intercrop,bean;maize,2,Legume & Non-Legume,Vegetable;Cereal,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,-20.05,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of megalurothrips sjostedti captured per plant (all species) at one week before flowering, short rains",NA,NA,# Megaslurothrips sjoestedti/plant,ANOVA,mean,0,NA,NA,3.84,3,NA,NA,3.84,NA,monocrop,bean,intercrop,bean;potato,2,Legume & Non-Legume,Vegetable,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,0,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of megalurothrips sjostedti captured per plant (all species) at one week before flowering, short rains",NA,NA,# Megaslurothrips sjoestedti/plant,ANOVA,mean,0,NA,NA,3.84,4,NA,NA,9,NA,monocrop,bean,intercrop,bean;maize;sunflower,2,Legume & Non-Legume,Vegetable;Cereal,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,134.38,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of megalurothrips sjostedti captured per plant (all species) at one week before flowering, short rains",NA,NA,# Megaslurothrips sjoestedti/plant,ANOVA,mean,0,NA,NA,3.84,5,NA,NA,0.44,NA,monocrop,bean,intercrop,bean;potato;sunflower,2,Legume & Non-Legume,Vegetable,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,-88.54,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of megalurothrips sjostedti captured per plant (all species) at flowering, short rains",NA,NA,# Megaslurothrips sjoestedti/plant,ANOVA,mean,0,NA,NA,15.03,1,NA,NA,11.63,NA,monocrop,bean,intercrop,bean;sunflower,2,Legume & Non-Legume,Vegetable,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,-22.62,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of megalurothrips sjostedti captured per plant (all species) at flowering, short rains",NA,NA,# Megaslurothrips sjoestedti/plant,ANOVA,mean,0,NA,NA,15.03,2,NA,NA,5.6,NA,monocrop,bean,intercrop,bean;maize,2,Legume & Non-Legume,Vegetable;Cereal,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,-62.74,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of megalurothrips sjostedti captured per plant (all species) at flowering, short rains",NA,NA,# Megaslurothrips sjoestedti/plant,ANOVA,mean,0,NA,NA,15.03,3,NA,NA,9.76,NA,monocrop,bean,intercrop,bean;potato,2,Legume & Non-Legume,Vegetable,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,-35.06,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of megalurothrips sjostedti captured per plant (all species) at flowering, short rains",NA,NA,# Megaslurothrips sjoestedti/plant,ANOVA,mean,0,NA,NA,15.03,4,NA,NA,7.02,NA,monocrop,bean,intercrop,bean;maize;sunflower,2,Legume & Non-Legume,Vegetable;Cereal,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,-53.29,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of megalurothrips sjostedti captured per plant (all species) at flowering, short rains",NA,NA,# Megaslurothrips sjoestedti/plant,ANOVA,mean,0,NA,NA,15.03,5,NA,NA,14.7,NA,monocrop,bean,intercrop,bean;potato;sunflower,2,Legume & Non-Legume,Vegetable,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,-2.2,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of Frankliniella schultzei captured per plant (all species) at one week before flowering, long rains",NA,NA,# Frankliniella schultzei/plant,ANOVA,mean,0,NA,NA,13.67,1,NA,NA,14.83,NA,monocrop,bean,intercrop,bean;sunflower,2,Legume & Non-Legume,Vegetable,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,8.49,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of Frankliniella schultzei captured per plant (all species) at one week before flowering, long rains",NA,NA,# Frankliniella schultzei/plant,ANOVA,mean,0,NA,NA,13.67,2,NA,NA,16.83,NA,monocrop,bean,intercrop,bean;maize,2,Legume & Non-Legume,Vegetable;Cereal,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,23.12,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of Frankliniella schultzei captured per plant (all species) at one week before flowering, long rains",NA,NA,# Frankliniella schultzei/plant,ANOVA,mean,0,NA,NA,13.67,3,NA,NA,30.5,NA,monocrop,bean,intercrop,bean;potato,2,Legume & Non-Legume,Vegetable,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,123.12,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of Frankliniella schultzei captured per plant (all species) at one week before flowering, long rains",NA,NA,# Frankliniella schultzei/plant,ANOVA,mean,0,NA,NA,13.67,4,NA,NA,13,NA,monocrop,bean,intercrop,bean;maize;sunflower,2,Legume & Non-Legume,Vegetable;Cereal,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,-4.9,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of Frankliniella schultzei captured per plant (all species) at one week before flowering, long rains",NA,NA,# Frankliniella schultzei/plant,ANOVA,mean,0,NA,NA,13.67,5,NA,NA,18.67,NA,monocrop,bean,intercrop,bean;potato;sunflower,2,Legume & Non-Legume,Vegetable,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,36.58,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of Frankliniella schultzei captured per plant (all species) at flowering, long rains",NA,NA,# Frankliniella schultzei/plant,ANOVA,mean,0,NA,NA,12.33,1,NA,NA,14,NA,monocrop,bean,intercrop,bean;sunflower,2,Legume & Non-Legume,Vegetable,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,13.54,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of Frankliniella schultzei captured per plant (all species) at flowering, long rains",NA,NA,# Frankliniella schultzei/plant,ANOVA,mean,0,NA,NA,12.33,2,NA,NA,12.17,NA,monocrop,bean,intercrop,bean;maize,2,Legume & Non-Legume,Vegetable;Cereal,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,-1.3,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of Frankliniella schultzei captured per plant (all species) at flowering, long rains",NA,NA,# Frankliniella schultzei/plant,ANOVA,mean,0,NA,NA,12.33,3,NA,NA,69,NA,monocrop,bean,intercrop,bean;potato,2,Legume & Non-Legume,Vegetable,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,459.61,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of Frankliniella schultzei captured per plant (all species) at flowering, long rains",NA,NA,# Frankliniella schultzei/plant,ANOVA,mean,0,NA,NA,12.33,4,NA,NA,10,NA,monocrop,bean,intercrop,bean;maize;sunflower,2,Legume & Non-Legume,Vegetable;Cereal,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,-18.9,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of Frankliniella schultzei captured per plant (all species) at flowering, long rains",NA,NA,# Frankliniella schultzei/plant,ANOVA,mean,0,NA,NA,12.33,5,NA,NA,47.17,NA,monocrop,bean,intercrop,bean;potato;sunflower,2,Legume & Non-Legume,Vegetable,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,282.56,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of Frankliniella schultzei captured per plant (all species) at one week before flowering, short rains",NA,NA,# Frankliniella schultzei/plant,ANOVA,mean,0,NA,NA,4,1,NA,NA,1.38,NA,monocrop,bean,intercrop,bean;sunflower,2,Legume & Non-Legume,Vegetable,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,-65.5,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of Frankliniella schultzei captured per plant (all species) at one week before flowering, short rains",NA,NA,# Frankliniella schultzei/plant,ANOVA,mean,0,NA,NA,4,2,NA,NA,1.69,NA,monocrop,bean,intercrop,bean;maize,2,Legume & Non-Legume,Vegetable;Cereal,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,-57.75,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of Frankliniella schultzei captured per plant (all species) at one week before flowering, short rains",NA,NA,# Frankliniella schultzei/plant,ANOVA,mean,0,NA,NA,4,3,NA,NA,13.38,NA,monocrop,bean,intercrop,bean;potato,2,Legume & Non-Legume,Vegetable,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,234.5,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of Frankliniella schultzei captured per plant (all species) at one week before flowering, short rains",NA,NA,# Frankliniella schultzei/plant,ANOVA,mean,0,NA,NA,4,4,NA,NA,1.54,NA,monocrop,bean,intercrop,bean;maize;sunflower,2,Legume & Non-Legume,Vegetable;Cereal,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,-61.5,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of Frankliniella schultzei captured per plant (all species) at one week before flowering, short rains",NA,NA,# Frankliniella schultzei/plant,ANOVA,mean,0,NA,NA,4,5,NA,NA,11.23,NA,monocrop,bean,intercrop,bean;potato;sunflower,2,Legume & Non-Legume,Vegetable,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,180.75,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of Frankliniella schultzei captured per plant (all species) at flowering, short rains",NA,NA,# Frankliniella schultzei/plant,ANOVA,mean,0,NA,NA,2.92,1,NA,NA,6.62,NA,monocrop,bean,intercrop,bean;sunflower,2,Legume & Non-Legume,Vegetable,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,126.71,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of Frankliniella schultzei captured per plant (all species) at flowering, short rains",NA,NA,# Frankliniella schultzei/plant,ANOVA,mean,0,NA,NA,2.92,2,NA,NA,6.92,NA,monocrop,bean,intercrop,bean;maize,2,Legume & Non-Legume,Vegetable;Cereal,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,136.99,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of Frankliniella schultzei captured per plant (all species) at flowering, short rains",NA,NA,# Frankliniella schultzei/plant,ANOVA,mean,0,NA,NA,2.92,3,NA,NA,11.54,NA,monocrop,bean,intercrop,bean;potato,2,Legume & Non-Legume,Vegetable,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,295.21,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of Frankliniella schultzei captured per plant (all species) at flowering, short rains",NA,NA,# Frankliniella schultzei/plant,ANOVA,mean,0,NA,NA,2.92,4,NA,NA,5.69,NA,monocrop,bean,intercrop,bean;maize;sunflower,2,Legume & Non-Legume,Vegetable;Cereal,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,94.86,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of Frankliniella schultzei captured per plant (all species) at flowering, short rains",NA,NA,# Frankliniella schultzei/plant,ANOVA,mean,0,NA,NA,2.92,5,NA,NA,11.23,NA,monocrop,bean,intercrop,bean;potato;sunflower,2,Legume & Non-Legume,Vegetable,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,284.59,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of Frankliniella occidentalis captured per plant (all species) at one week before flowering, long rains",NA,NA,# Frankliniella schultzei/plant,ANOVA,mean,0,NA,NA,4.22,1,NA,NA,3.47,NA,monocrop,bean,intercrop,bean;sunflower,2,Legume & Non-Legume,Vegetable,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,-17.77,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of Frankliniella occidentalis captured per plant (all species) at one week before flowering, long rains",NA,NA,# Frankliniella schultzei/plant,ANOVA,mean,0,NA,NA,4.22,2,NA,NA,3.96,NA,monocrop,bean,intercrop,bean;maize,2,Legume & Non-Legume,Vegetable;Cereal,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,-6.16,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
Continuous cover,4021,2009-1,1,1,Pests,Invertebrate Pests,Thrips,"mean # of Frankliniella occidentalis captured per plant (all species) at one week before flowering, long rains",NA,NA,# Frankliniella schultzei/plant,ANOVA,mean,0,NA,NA,4.22,3,NA,NA,8.93,NA,monocrop,bean,intercrop,bean;potato,2,Legume & Non-Legume,Vegetable,Uniform,Rainfed,Pest Management,Negative,assumed societal harm,NA,NA,NA,NA,111.61,Pests | Invertebrate Pests | Thrips,Negative | assumed societal harm
