"review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_timeseries","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","tillage_1","tillage_2","trt_compare","crop_type","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"Tillage",6000,"2017-2","1","1","Crop Yields","Yields","Maize","maize grain yield, long season, no manure, high fertility site","No",NA,NA,"ton/ha","Tukey","mean",0,NA,NA,3.93,1,NA,NA,5.89,"0.05","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Conventional Tillage - No Tillage","Cereal","Positive","assumed societal benefit",NA,"NA","NA","NA",49.87,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"Tillage",6003,"2016-2","1","1","Soil Nutrients","Nitrogen","Ammonium","soil ammonium, 90 days after planting, animal manure, green manure, & green manure, short rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"7",NA,26.83,1,"7",NA,16.39,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, animal manure, green manure, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only, animal manure, green manure, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-38.91,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","1","1","Soil Nutrients","Nitrogen","Ammonium","soil ammonium, 90 days after planting, phosphorus mineral fertilizer, green manure, & green manure, short rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"8",NA,24.6,1,"8",NA,20.23,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, phosphorus mineral fertilizer, green manure, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only,phosphorus mineral fertilizer, green manure, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-17.76,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 0 days after planting, unfertilized, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"2",NA,9.7,1,"2",NA,16.37,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, unfertilized","Conservation Tillage","minimum tillage, soil disturabance in row only, unfertilized",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",68.76,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 0 days after planting, nitrogen mineral fertilizer, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"3",NA,23.25,1,"3",NA,20.73,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-10.84,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 0 days after planting, nitrogen mineral fertilizer & green manure, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"4",NA,23.57,1,"4",NA,18.09,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer & crop residue","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer & crop residue",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-23.25,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 0 days after planting, nitrogen mineral fertilizer, animal manure, & green manure, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"5",NA,17.67,1,"5",NA,13.6,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer, animal manure, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer, animal manure, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-23.03,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 0 days after planting, animal manure, legume intercrop, & green manure, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"6",NA,15.05,1,"6",NA,29.15,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, animal manure, legume intercrop, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only, animal manure, legume intercrop, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",93.69,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 0 days after planting, animal manure, green manure, & green manure, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"7",NA,18,1,"7",NA,14.99,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, animal manure, green manure, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only, animal manure, green manure, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-16.72,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 0 days after planting, phosphorus mineral fertilizer, green manure, & green manure, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"8",NA,14.11,1,"8",NA,14.4,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, phosphorus mineral fertilizer, green manure, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only,phosphorus mineral fertilizer, green manure, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",2.06,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 30 days after planting, unfertilized, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"2",NA,16.88,1,"2",NA,17.58,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, unfertilized","Conservation Tillage","minimum tillage, soil disturabance in row only, unfertilized",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",4.15,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 30 days after planting, nitrogen mineral fertilizer, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"3",NA,23.34,1,"3",NA,37.42,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",60.33,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 30 days after planting, nitrogen mineral fertilizer & green manure, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"4",NA,63.32,1,"4",NA,65.33,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer & crop residue","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer & crop residue",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",3.17,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 30 days after planting, nitrogen mineral fertilizer, animal manure, & green manure, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"5",NA,51.69,1,"5",NA,57.17,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer, animal manure, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer, animal manure, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",10.6,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 30 days after planting, animal manure, legume intercrop, & green manure, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"6",NA,35.57,1,"6",NA,28.16,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, animal manure, legume intercrop, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only, animal manure, legume intercrop, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-20.83,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 30 days after planting, animal manure, green manure, & green manure, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"7",NA,41.48,1,"7",NA,26.07,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, animal manure, green manure, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only, animal manure, green manure, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-37.15,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 30 days after planting, phosphorus mineral fertilizer, green manure, & green manure, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"8",NA,33.04,1,"8",NA,34.99,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, phosphorus mineral fertilizer, green manure, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only,phosphorus mineral fertilizer, green manure, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",5.9,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 45 days after planting, unfertilized, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"2",NA,3.85,1,"2",NA,1.9,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, unfertilized","Conservation Tillage","minimum tillage, soil disturabance in row only, unfertilized",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-50.65,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 45 days after planting, nitrogen mineral fertilizer, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"3",NA,8.65,1,"3",NA,5.29,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-38.84,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 45 days after planting, nitrogen mineral fertilizer & green manure, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"4",NA,8.41,1,"4",NA,10.68,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer & crop residue","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer & crop residue",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",26.99,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 45 days after planting, nitrogen mineral fertilizer, animal manure, & green manure, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"5",NA,8.97,1,"5",NA,12.03,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer, animal manure, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer, animal manure, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",34.11,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 45 days after planting, animal manure, legume intercrop, & green manure, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"6",NA,8.31,1,"6",NA,10.15,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, animal manure, legume intercrop, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only, animal manure, legume intercrop, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",22.14,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 45 days after planting, animal manure, green manure, & green manure, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"7",NA,5.72,1,"7",NA,5.97,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, animal manure, green manure, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only, animal manure, green manure, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",4.37,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 45 days after planting, phosphorus mineral fertilizer, green manure, & green manure, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"8",NA,2.73,1,"8",NA,14.42,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, phosphorus mineral fertilizer, green manure, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only,phosphorus mineral fertilizer, green manure, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",428.21,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 60 days after planting, unfertilized, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"2",NA,3.96,1,"2",NA,6.33,"0.05","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, unfertilized","Conservation Tillage","minimum tillage, soil disturabance in row only, unfertilized",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",59.85,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 60 days after planting, nitrogen mineral fertilizer, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"3",NA,7.93,1,"3",NA,8.28,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",4.41,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 60 days after planting, nitrogen mineral fertilizer & green manure, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"4",NA,16.04,1,"4",NA,6.15,"0.05","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer & crop residue","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer & crop residue",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-61.66,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 60 days after planting, nitrogen mineral fertilizer, animal manure, & green manure, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"5",NA,7.83,1,"5",NA,8.52,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer, animal manure, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer, animal manure, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",8.81,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 60 days after planting, animal manure, legume intercrop, & green manure, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"6",NA,6.97,1,"6",NA,7.47,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, animal manure, legume intercrop, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only, animal manure, legume intercrop, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",7.17,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 60 days after planting, animal manure, green manure, & green manure, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"7",NA,9.5,1,"7",NA,8.82,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, animal manure, green manure, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only, animal manure, green manure, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-7.16,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 60 days after planting, phosphorus mineral fertilizer, green manure, & green manure, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"8",NA,8.74,1,"8",NA,7.17,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, phosphorus mineral fertilizer, green manure, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only,phosphorus mineral fertilizer, green manure, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-17.96,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 90 days after planting, unfertilized, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"2",NA,4.14,1,"2",NA,5.54,"0.05","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, unfertilized","Conservation Tillage","minimum tillage, soil disturabance in row only, unfertilized",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",33.82,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 90 days after planting, nitrogen mineral fertilizer, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"3",NA,6.49,1,"3",NA,6.7,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",3.24,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 90 days after planting, nitrogen mineral fertilizer & green manure, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"4",NA,11.29,1,"4",NA,5.43,"0.05","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer & crop residue","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer & crop residue",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-51.9,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 90 days after planting, nitrogen mineral fertilizer, animal manure, & green manure, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"5",NA,6.43,1,"5",NA,6.84,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer, animal manure, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer, animal manure, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",6.38,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 90 days after planting, animal manure, legume intercrop, & green manure, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"6",NA,5.92,1,"6",NA,6.21,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, animal manure, legume intercrop, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only, animal manure, legume intercrop, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",4.9,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 90 days after planting, animal manure, green manure, & green manure, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"7",NA,7.42,1,"7",NA,7.01,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, animal manure, green manure, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only, animal manure, green manure, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-5.53,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Nitrate","soil nitrate, 90 days after planting, phosphorus mineral fertilizer, green manure, & green manure, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"8",NA,6.97,1,"8",NA,6.03,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, phosphorus mineral fertilizer, green manure, & green manure","Conservation Tillage","minimum tillage, soil disturabance in row only,phosphorus mineral fertilizer, green manure, & green manure",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-13.49,"Soil Nutrients | Nitrogen | Nitrate","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Ammonium","soil ammonium, 0 days after planting, unfertilized, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"2",NA,6.84,1,"2",NA,6.97,"ns","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, unfertilized","Conservation Tillage","minimum tillage, soil disturabance in row only, unfertilized",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",1.9,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Ammonium","soil ammonium, 0 days after planting, nitrogen mineral fertilizer, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"3",NA,22.13,1,"3",NA,6.12,"0.05","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-72.35,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
"Tillage",6003,"2016-2","2","1","Soil Nutrients","Nitrogen","Ammonium","soil ammonium, 0 days after planting, nitrogen mineral fertilizer & green manure, long rains","No","0-20 cm","0-30 cm","ppm/100 g","Tukey","mean",0,"4",NA,5.24,1,"4",NA,8.68,"0.05","HH15cm_Min","Conventional Tillage","hand hoed to 15 cm depth, nitrogen mineral fertilizer & crop residue","Conservation Tillage","minimum tillage, soil disturabance in row only, nitrogen mineral fertilizer & crop residue",5.5,6.5,"Conventional Tillage - Conservation Tillage","Cereal","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",65.65,"Soil Nutrients | Nitrogen | Ammonium","Dependent on other factors | dependent on other factors"
