"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_timeseries","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","tillage_1","tillage_2","trt_compare","crop_type","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"1","Tillage",6000,"2017-2","1",1,"Crop Yields","Yields","Maize","maize grain yield, long season, no manure, high fertility site","No","NA","NA","ton/ha","Tukey","mean",0,"NA","NA",3.93,1,"NA","NA",5.89,"0.05","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Hand Hoe - No Tillage","Cereals","Positive","assumed societal benefit",NA,"NA","NA","NA",49.87,"Crop Yields | Yields | Maize","Positive | assumed societal benefit"
"98","Tillage",6000,"2017-2","2",1,"Other Soil Properties","Abiotic Factors","Soil Moisture","soil moisture content, short season, manure, 78 days after sowing","No","0-40 cm","0-30 cm","mm","Tukey","mean",0,"NA","NA",110.3,1,"NA","NA",121.21,"0.01","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Hand Hoe - No Tillage","Cereals","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",9.89,"Other Soil Properties | Abiotic Factors | Soil Moisture","Dependent on other factors | dependent on other factors"
"99","Tillage",6000,"2017-2","2",2,"Other Soil Properties","Abiotic Factors","Soil Moisture","soil moisture content, short season, no manure, 30 days after sowing","No","0-40 cm","0-30 cm","mm","Tukey","mean",0,"NA","NA",86.77,1,"NA","NA",110.09,"1E-4","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Hand Hoe - No Tillage","Cereals","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",26.88,"Other Soil Properties | Abiotic Factors | Soil Moisture","Dependent on other factors | dependent on other factors"
"100","Tillage",6000,"2017-2","2",2,"Other Soil Properties","Abiotic Factors","Soil Moisture","soil moisture content, short season, manure, 30 days after sowing","No","0-40 cm","0-30 cm","mm","Tukey","mean",0,"NA","NA",93.95,1,"NA","NA",101.57,"1E-4","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Hand Hoe - No Tillage","Cereals","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",8.11,"Other Soil Properties | Abiotic Factors | Soil Moisture","Dependent on other factors | dependent on other factors"
"101","Tillage",6000,"2017-2","2",2,"Other Soil Properties","Abiotic Factors","Soil Moisture","soil moisture content, short season, no manure, 44 days after sowing","No","0-40 cm","0-30 cm","mm","Tukey","mean",0,"NA","NA",96.19,1,"NA","NA",115.92,"1E-4","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Hand Hoe - No Tillage","Cereals","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",20.51,"Other Soil Properties | Abiotic Factors | Soil Moisture","Dependent on other factors | dependent on other factors"
"102","Tillage",6000,"2017-2","2",2,"Other Soil Properties","Abiotic Factors","Soil Moisture","soil moisture content, short season, manure, 44 days after sowing","No","0-40 cm","0-30 cm","mm","Tukey","mean",0,"NA","NA",104.71,1,"NA","NA",136.1,"1E-4","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Hand Hoe - No Tillage","Cereals","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",29.98,"Other Soil Properties | Abiotic Factors | Soil Moisture","Dependent on other factors | dependent on other factors"
"103","Tillage",6000,"2017-2","2",2,"Other Soil Properties","Abiotic Factors","Soil Moisture","soil moisture content, short season, no manure, 57 days after sowing","No","0-40 cm","0-30 cm","mm","Tukey","mean",0,"NA","NA",86.32,1,"NA","NA",111.88,"1E-4","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Hand Hoe - No Tillage","Cereals","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",29.61,"Other Soil Properties | Abiotic Factors | Soil Moisture","Dependent on other factors | dependent on other factors"
"104","Tillage",6000,"2017-2","2",2,"Other Soil Properties","Abiotic Factors","Soil Moisture","soil moisture content, short season, manure, 57 days after sowing","No","0-40 cm","0-30 cm","mm","Tukey","mean",0,"NA","NA",101.12,1,"NA","NA",111.43,"1E-4","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Hand Hoe - No Tillage","Cereals","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",10.2,"Other Soil Properties | Abiotic Factors | Soil Moisture","Dependent on other factors | dependent on other factors"
"105","Tillage",6000,"2017-2","2",2,"Other Soil Properties","Abiotic Factors","Soil Moisture","soil moisture content, short season, no manure, 78 days after sowing","No","0-40 cm","0-30 cm","mm","Tukey","mean",0,"NA","NA",79.6,1,"NA","NA",95.29,"1E-4","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Hand Hoe - No Tillage","Cereals","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",19.71,"Other Soil Properties | Abiotic Factors | Soil Moisture","Dependent on other factors | dependent on other factors"
"106","Tillage",6000,"2017-2","2",2,"Other Soil Properties","Abiotic Factors","Soil Moisture","soil moisture content, short season, manure, 78 days after sowing","No","0-40 cm","0-30 cm","mm","Tukey","mean",0,"NA","NA",85.87,1,"NA","NA",90.81,"1E-4","HH15cm_NT","Conventional Tillage","hand hoe, 15 cm depth","No Tillage","no tillage",0,16,"Hand Hoe - No Tillage","Cereals","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",5.75,"Other Soil Properties | Abiotic Factors | Soil Moisture","Dependent on other factors | dependent on other factors"
"107","Tillage",6001,"2016-2","1",1,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried animal manure after 2 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",1.47723828157292,1,"NA","NA",1.56404144506599,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.09,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"108","Tillage",6001,"2016-2","1",1,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried animal manure after 4 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",1.21999779547521,1,"NA","NA",1.39360412246135,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.17,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"109","Tillage",6001,"2016-2","1",1,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried animal manure after 6 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",1.17108490176086,1,"NA","NA",1.15372426906225,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-0.02,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"110","Tillage",6001,"2016-2","1",1,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried animal manure after 8 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",1.1048113753479,1,"NA","NA",1.1048113753479,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"111","Tillage",6001,"2016-2","1",1,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried animal manure after 10 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",0.899652787346027,1,"NA","NA",1.02117721623632,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.12,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"112","Tillage",6001,"2016-2","1",1,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried animal manure after 12 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",0.798657995535836,1,"NA","NA",0.642412301248311,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-0.16,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"113","Tillage",6001,"2016-2","1",1,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried green manure (Tithonia diversifolia) after 2 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",2,1,"NA","NA",1.83333333333333,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-0.17,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"114","Tillage",6001,"2016-2","1",1,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried green manure (Tithonia diversifolia) after 4 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",1.83333333333333,1,"NA","NA",1.48333333333333,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-0.35,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"115","Tillage",6001,"2016-2","1",1,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried green manure (Tithonia diversifolia) after 6 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",1.78333333333333,1,"NA","NA",1.4,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-0.38,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"116","Tillage",6001,"2016-2","1",1,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried green manure (Tithonia diversifolia) after 8 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",1.43333333333333,1,"NA","NA",1.26666666666666,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-0.17,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"117","Tillage",6001,"2016-2","1",1,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried green manure (Tithonia diversifolia) after 10 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",1.36666666666666,1,"NA","NA",1.13333333333333,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-0.23,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"118","Tillage",6001,"2016-2","1",1,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried green manure (Tithonia diversifolia) after 12 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",1.1,1,"NA","NA",1.1,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"119","Tillage",6001,"2016-2","2",1,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried animal manure after 2 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",1.53716216216216,1,"NA","NA",1.84121621621621,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.3,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"120","Tillage",6001,"2016-2","2",1,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried animal manure after 4 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",1.43581081081081,1,"NA","NA",1.48648648648648,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.05,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"121","Tillage",6001,"2016-2","2",1,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried animal manure after 6 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",1.43581081081081,1,"NA","NA",1.36824324324324,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-0.07,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"122","Tillage",6001,"2016-2","2",1,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried animal manure after 8 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",1.33445945945945,1,"NA","NA",1.33445945945945,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"123","Tillage",6001,"2016-2","2",1,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried animal manure after 10 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",1.19932432432432,1,"NA","NA",1.21621621621621,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.02,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"124","Tillage",6001,"2016-2","2",1,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried animal manure after 12 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",1.0304054054054,1,"NA","NA",1.09797297297297,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.07,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"125","Tillage",6001,"2016-2","2",1,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried green manure (Tithonia diversifolia) after 2 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",1.96917808219178,1,"NA","NA",1.30136986301369,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-0.67,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"126","Tillage",6001,"2016-2","2",1,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried green manure (Tithonia diversifolia) after 4weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",1.33561643835616,1,"NA","NA",1.28424657534246,"0.03","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-0.05,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"127","Tillage",6001,"2016-2","2",1,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried green manure (Tithonia diversifolia) after 6 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",1.16438356164383,1,"NA","NA",0.924657534246575,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-0.24,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"128","Tillage",6001,"2016-2","2",1,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried green manure (Tithonia diversifolia) after 8 weeks, short long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",1.11301369863013,1,"NA","NA",0.924657534246575,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",-0.19,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"129","Tillage",6001,"2016-2","2",1,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried green manure (Tithonia diversifolia) after 10 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",0.787671232876712,1,"NA","NA",0.856164383561644,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.07,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"130","Tillage",6001,"2016-2","2",1,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried green manure (Tithonia diversifolia) after 12 weeks, long rains","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",0.753424657534246,1,"NA","NA",0.804794520547945,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.05,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"131","Tillage",6001,"2016-2","1",2,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried animal manure after 2 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",1.82758620689655,1,"NA","NA",2.03448275862068,"0.03","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.21,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"132","Tillage",6001,"2016-2","2",2,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried animal manure after 4 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",1.72413793103448,1,"NA","NA",1.86206896551724,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.14,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"133","Tillage",6001,"2016-2","1",2,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried animal manure after 6 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",1.67241379310344,1,"NA","NA",1.8103448275862,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.14,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"134","Tillage",6001,"2016-2","1",2,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried animal manure after 8 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",1.51724137931034,1,"NA","NA",1.53448275862068,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.02,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"135","Tillage",6001,"2016-2","1",2,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried animal manure after 10 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",1.34482758620689,1,"NA","NA",1.34482758620689,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
"136","Tillage",6001,"2016-2","1",2,"Other Soil Properties","Biotic Factors","Nitrogen Decomposition Rate Of Buried Residues","amount of nitrogen remaining from buried animal manure after 12 weeks, short season","No","8 cm","0-30 cm","% remaining",NA,"mean",0,"NA","NA",1.22413793103448,1,"NA","NA",1.3103448275862,"ns","HH15cm_minimum","Conventional Tillage","hand hoe, 15 cm depth, continuous weeding","Conservation Tillage","minimum tillage, hand dug holes for planting, weeds hand pulled",5.5,6.5,"Hand Hoe - Conservation Tillage","NA","Dependent on other factors","dependent on other factors",NA,"NA","NA","NA",0.09,"Other Soil Properties | Biotic Factors | Nitrogen Decomposition Rate Of Buried Residues","Dependent on other factors | dependent on other factors"
