"","review","paper_id","duration","rv_year","loc_multi_results","group_level1","group_level2","group_level3","rv","rv_depth","sample_depth","rv_units","stat_test","stat_type","trt1","trt1_int","trt1_int2","trt1_value","trt2","trt2_int","trt2_int2","trt2_value","significance","finelevel_group","trt1_name","trt1_details","trt2_name","trt2_details","pm_group1","pm_group2","norm_interp2","norm_interp3","group_level1_alt","group_level2_alt","norm_interp2_alt","norm_interp3_alt","per_change","grouping","normative_effect"
"290","Early Season Pest Management",73,"2000-3","1","1","Pests","Pathogens","Corn (Infection Of Leaf Tissue)","Stewart's wilt incidence (maize)","NA","NA","%","Bayesian LSD","mean",0,"NA","NA",40.8,6,"NA","NA",14.5,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","thiamethoxam (Cruiser FS)","insecticide seed treatment, thiamethoxam (0.135 mg ai / seed)","Neonicotinoid (Insecticide)","Seed","Negative","assumed societal harm","Crop Yields","Crop Damage","Negative","assumed societal harm",-26.3,"Pests | Pathogens | Corn (Infection Of Leaf Tissue) ; Crop Yields | Crop Damage | Corn (Infection Of Leaf Tissue)","Negative | assumed societal harm ; Negative | assumed societal harm"
"291","Early Season Pest Management",95,"2002-3","2","1;2;3","Pests","Invertebrate Pests","Bean Leaf Beetles On Soybeans","total counts of adult bean leaf beetles (Cerotoma trifurcata)","NA","NA","#","Dunnett","mean",0,"NA","NA",2.87,8,"NA","NA",1.36,"0.05","untreated_foliarI","untreated","untreated soybean","esfenvalerate","soybean foliage sprayed with esfenvalerate (2 applications, 43.74 g ai/ha + 54.69 g ai/ha)","Pyrethroid (Insecticide)","Foliar","Negative","assumed societal harm",NA,NA,NA,NA,-52.61,"Pests | Invertebrate Pests | Bean Leaf Beetles On Soybeans","Negative | assumed societal harm"
"292","Early Season Pest Management",95,"2002-3","3","1;2;3","Pests","Invertebrate Pests","Bean Leaf Beetles On Soybeans","total counts of adult bean leaf beetles (Cerotoma trifurcata)","NA","NA","#","Dunnett","mean",0,"NA","NA",2.08,8,"NA","NA",1.55,"ns","untreated_foliarI","untreated","untreated soybean","esfenvalerate","soybean foliage sprayed with esfenvalerate (2 applications, 43.74 g ai/ha + 54.69 g ai/ha)","Pyrethroid (Insecticide)","Foliar","Negative","assumed societal harm",NA,NA,NA,NA,-25.48,"Pests | Invertebrate Pests | Bean Leaf Beetles On Soybeans","Negative | assumed societal harm"
"293","Early Season Pest Management",95,"2002-3","1","1","Pests","Invertebrate Pests","Bean Leaf Beetles On Soybeans","total counts of teneral adult (soon after molting) bean leaf beetles (Cerotoma trifurcata)","NA","NA","#","Dunnett","mean",0,"NA","NA",6.62,5,"NA","NA",7.7,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (16.83 or 21.91 g ai/ha)","Pyrethroid (Insecticide)","Foliar","Negative","assumed societal harm",NA,NA,NA,NA,16.31,"Pests | Invertebrate Pests | Bean Leaf Beetles On Soybeans","Negative | assumed societal harm"
"294","Early Season Pest Management",95,"2002-3","1","2","Pests","Invertebrate Pests","Bean Leaf Beetles On Soybeans","total counts of adult bean leaf beetles (Cerotoma trifurcata)","NA","NA","#","Dunnett","mean",0,"NA","NA",10.57,5,"NA","NA",6.84,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (16.83 or 21.91 g ai/ha)","Pyrethroid (Insecticide)","Foliar","Negative","assumed societal harm",NA,NA,NA,NA,-35.29,"Pests | Invertebrate Pests | Bean Leaf Beetles On Soybeans","Negative | assumed societal harm"
"295","Early Season Pest Management",95,"2002-3","1","3","Pests","Invertebrate Pests","Bean Leaf Beetles On Soybeans","total counts of adult bean leaf beetles (Cerotoma trifurcata)","NA","NA","#","Dunnett","mean",0,"NA","NA",10.57,5,"NA","NA",11.58,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (16.83 or 21.91 g ai/ha)","Pyrethroid (Insecticide)","Foliar","Negative","assumed societal harm",NA,NA,NA,NA,9.56,"Pests | Invertebrate Pests | Bean Leaf Beetles On Soybeans","Negative | assumed societal harm"
"296","Early Season Pest Management",95,"2002-3","2","1;2;3","Pests","Invertebrate Pests","Bean Leaf Beetles On Soybeans","total counts of adult bean leaf beetles (Cerotoma trifurcata)","NA","NA","#","Dunnett","mean",0,"NA","NA",2.87,5,"NA","NA",2.03,"0.05","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (16.83 or 21.91 g ai/ha)","Pyrethroid (Insecticide)","Foliar","Negative","assumed societal harm",NA,NA,NA,NA,-29.27,"Pests | Invertebrate Pests | Bean Leaf Beetles On Soybeans","Negative | assumed societal harm"
"297","Early Season Pest Management",95,"2002-3","3","1;2;3","Pests","Invertebrate Pests","Bean Leaf Beetles On Soybeans","total counts of adult bean leaf beetles (Cerotoma trifurcata)","NA","NA","#","Dunnett","mean",0,"NA","NA",2.08,5,"NA","NA",1.78,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (16.83 or 21.91 g ai/ha)","Pyrethroid (Insecticide)","Foliar","Negative","assumed societal harm",NA,NA,NA,NA,-14.42,"Pests | Invertebrate Pests | Bean Leaf Beetles On Soybeans","Negative | assumed societal harm"
"298","Early Season Pest Management",95,"2002-3","1","1","Pests","Invertebrate Pests","Bean Leaf Beetles On Soybeans","total counts of teneral adult (soon after molting) bean leaf beetles (Cerotoma trifurcata)","NA","NA","#","Dunnett","mean",0,"NA","NA",6.62,7,"NA","NA",7.21,"ns","untreated_seedfoliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (2 applications, 16.83 or 21.91 g ai/ha + 28.05 g ai/ha)","Pyrethroid (Insecticide)","Seed & Foliar","Negative","assumed societal harm",NA,NA,NA,NA,8.91,"Pests | Invertebrate Pests | Bean Leaf Beetles On Soybeans","Negative | assumed societal harm"
"299","Early Season Pest Management",77,"1987-2","1","1","Crop Yields","Stand Count","Soybean","total number soybean plants per 1.5 m","NA","NA","#","Duncan","mean",0,"NA","NA",38.4,3,"NA","NA",37.6,"ns","untreated_seedI","untreated","untreated soybean seed","diazinon; lindane; captan (Agrox D-L Plus)","diazinon (0.33% w/w), lindane (15.0% w/w) and captan (14.67% w/w) applied at rate of 2.25 g formulation / kg seed in a bucket","Fungicide","Seed","Positive","assumed societal benefit",NA,NA,NA,NA,-2.08,"Crop Yields | Stand Count | Soybean","Positive | assumed societal benefit"
"300","Early Season Pest Management",77,"1987-2","1","1","Crop Yields","Stand Count","Soybean","total number soybean plants per 1.5 m","NA","NA","#","Duncan","mean",0,"NA","NA",38.4,4,"NA","NA",35.5,"0.05","untreated_seedI","untreated","untreated soybean seed","diazinon; lindane; captan (Agrox D-L Plus)","diazinon (0.33% w/w), lindane (15.0% w/w) and captan (14.67% w/w) applied at rate of 2.25 g formulation / kg seed hopper box treatment","Fungicide","Seed","Positive","assumed societal benefit",NA,NA,NA,NA,-7.55,"Crop Yields | Stand Count | Soybean","Positive | assumed societal benefit"
"301","Early Season Pest Management",77,"1987-2","2","1","Crop Yields","Stand Count","Soybean","total number soybean plants per 1.5 m","NA","NA","#","Duncan","mean",0,"NA","NA",37.5,3,"NA","NA",37,"ns","untreated_seedI","untreated","untreated soybean seed","diazinon; lindane; captan (Agrox D-L Plus)","diazinon (0.33% w/w), lindane (15.0% w/w) and captan (14.67% w/w) applied at rate of 2.25 g formulation / kg seed in a bucket","Fungicide","Seed","Positive","assumed societal benefit",NA,NA,NA,NA,-1.33,"Crop Yields | Stand Count | Soybean","Positive | assumed societal benefit"
"302","Early Season Pest Management",77,"1987-2","2","1","Crop Yields","Stand Count","Soybean","total number soybean plants per 1.5 m","NA","NA","#","Duncan","mean",0,"NA","NA",37.5,4,"NA","NA",32.2,"0.05","untreated_seedI","untreated","untreated soybean seed","diazinon; lindane; captan (Agrox D-L Plus)","diazinon (0.33% w/w), lindane (15.0% w/w) and captan (14.67% w/w) applied at rate of 2.25 g formulation / kg seed hopper box treatment","Fungicide","Seed","Positive","assumed societal benefit",NA,NA,NA,NA,-14.13,"Crop Yields | Stand Count | Soybean","Positive | assumed societal benefit"
"303","Early Season Pest Management",95,"2002-3","1","2","Pests","Invertebrate Pests","Bean Leaf Beetles On Soybeans","total counts of adult bean leaf beetles (Cerotoma trifurcata)","NA","NA","#","Dunnett","mean",0,"NA","NA",10.57,7,"NA","NA",6.39,"ns","untreated_seedfoliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (2 applications, 16.83 or 21.91 g ai/ha + 28.05 g ai/ha)","Pyrethroid (Insecticide)","Seed & Foliar","Negative","assumed societal harm",NA,NA,NA,NA,-39.55,"Pests | Invertebrate Pests | Bean Leaf Beetles On Soybeans","Negative | assumed societal harm"
"304","Early Season Pest Management",95,"2002-3","1","3","Pests","Invertebrate Pests","Bean Leaf Beetles On Soybeans","total counts of adult bean leaf beetles (Cerotoma trifurcata)","NA","NA","#","Dunnett","mean",0,"NA","NA",10.57,7,"NA","NA",9.2,"ns","untreated_seedfoliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (2 applications, 16.83 or 21.91 g ai/ha + 28.05 g ai/ha)","Pyrethroid (Insecticide)","Seed & Foliar","Negative","assumed societal harm",NA,NA,NA,NA,-12.96,"Pests | Invertebrate Pests | Bean Leaf Beetles On Soybeans","Negative | assumed societal harm"
"305","Early Season Pest Management",73,"2000-3","1","1","Pests","Pathogens","Corn (Infection Of Leaf Tissue)","Stewart's wilt incidence (maize)","NA","NA","%","Bayesian LSD","mean",0,"NA","NA",40.8,7,"NA","NA",11.4,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","thiamethoxam (Cruiser FS)","insecticide seed treatment, thiamethoxam (0.27 mg ai / seed)","Neonicotinoid (Insecticide)","Seed","Negative","assumed societal harm","Crop Yields","Crop Damage","Negative","assumed societal harm",-29.4,"Pests | Pathogens | Corn (Infection Of Leaf Tissue) ; Crop Yields | Crop Damage | Corn (Infection Of Leaf Tissue)","Negative | assumed societal harm ; Negative | assumed societal harm"
"306","Early Season Pest Management",73,"2000-3","1","1","Pests","Pathogens","Corn (Infection Of Leaf Tissue)","Stewart's wilt incidence (maize)","NA","NA","%","Bayesian LSD","mean",0,"NA","NA",40.8,8,"NA","NA",9.8,"0.05","untreated_seedI","untreated","untreated maize seed (Jubilee)","thiamethoxam (Cruiser FS)","insecticide seed treatment, thiamethoxam (0.54 mg ai / seed)","Neonicotinoid (Insecticide)","Seed","Negative","assumed societal harm","Crop Yields","Crop Damage","Negative","assumed societal harm",-31,"Pests | Pathogens | Corn (Infection Of Leaf Tissue) ; Crop Yields | Crop Damage | Corn (Infection Of Leaf Tissue)","Negative | assumed societal harm ; Negative | assumed societal harm"
"307","Early Season Pest Management",78,"1991-1","1","1","Crop Yields","Crop Growth","Corn (Reduction In Vigor)","maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",0,"8","NA",3,2,"8","NA",1,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil","Positive","assumed societal harm",NA,NA,NA,NA,-2,"Crop Yields | Crop Growth | Corn (Reduction In Vigor)","Positive | assumed societal harm"
"308","Early Season Pest Management",78,"1991-1","1","2","Crop Yields","Crop Growth","Corn (Reduction In Vigor)","maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",0,"8","NA",3,2,"8","NA",4,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil","Positive","assumed societal harm",NA,NA,NA,NA,1,"Crop Yields | Crop Growth | Corn (Reduction In Vigor)","Positive | assumed societal harm"
"309","Early Season Pest Management",78,"1991-1","1","3","Crop Yields","Crop Growth","Corn (Reduction In Vigor)","maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",0,"8","NA",23,2,"8","NA",68,"0.05","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil","Positive","assumed societal harm",NA,NA,NA,NA,45,"Crop Yields | Crop Growth | Corn (Reduction In Vigor)","Positive | assumed societal harm"
"310","Early Season Pest Management",78,"1991-1","1","1","Crop Yields","Crop Growth","Corn (Reduction In Vigor)","maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",0,"9","NA",3,2,"9","NA",1,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil","Positive","assumed societal harm",NA,NA,NA,NA,-2,"Crop Yields | Crop Growth | Corn (Reduction In Vigor)","Positive | assumed societal harm"
"311","Early Season Pest Management",78,"1991-1","1","2","Crop Yields","Crop Growth","Corn (Reduction In Vigor)","maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",0,"9","NA",1,2,"9","NA",7,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil","Positive","assumed societal harm",NA,NA,NA,NA,6,"Crop Yields | Crop Growth | Corn (Reduction In Vigor)","Positive | assumed societal harm"
"312","Early Season Pest Management",78,"1991-1","1","3","Crop Yields","Crop Growth","Corn (Reduction In Vigor)","maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",0,"9","NA",27,2,"9","NA",73,"0.05","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (15% ai granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil","Positive","assumed societal harm",NA,NA,NA,NA,46,"Crop Yields | Crop Growth | Corn (Reduction In Vigor)","Positive | assumed societal harm"
"313","Early Season Pest Management",78,"1991-1","1","1","Crop Yields","Crop Growth","Corn (Reduction In Vigor)","maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",0,"7","NA",2,5,"7","NA",2,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil","Positive","assumed societal harm",NA,NA,NA,NA,0,"Crop Yields | Crop Growth | Corn (Reduction In Vigor)","Positive | assumed societal harm"
"314","Early Season Pest Management",78,"1991-1","1","2","Crop Yields","Crop Growth","Corn (Reduction In Vigor)","maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",0,"7","NA",0,5,"7","NA",0,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil","Positive","assumed societal harm",NA,NA,NA,NA,0,"Crop Yields | Crop Growth | Corn (Reduction In Vigor)","Positive | assumed societal harm"
"315","Early Season Pest Management",78,"1991-1","1","3","Crop Yields","Crop Growth","Corn (Reduction In Vigor)","maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",0,"7","NA",0,5,"7","NA",0,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 0 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil","Positive","assumed societal harm",NA,NA,NA,NA,0,"Crop Yields | Crop Growth | Corn (Reduction In Vigor)","Positive | assumed societal harm"
"316","Early Season Pest Management",78,"1991-1","1","1","Crop Yields","Crop Growth","Corn (Reduction In Vigor)","maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",0,"8","NA",3,5,"8","NA",2,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil","Positive","assumed societal harm",NA,NA,NA,NA,-1,"Crop Yields | Crop Growth | Corn (Reduction In Vigor)","Positive | assumed societal harm"
"317","Early Season Pest Management",78,"1991-1","1","2","Crop Yields","Crop Growth","Corn (Reduction In Vigor)","maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",0,"8","NA",3,5,"8","NA",2,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil","Positive","assumed societal harm",NA,NA,NA,NA,-1,"Crop Yields | Crop Growth | Corn (Reduction In Vigor)","Positive | assumed societal harm"
"318","Early Season Pest Management",78,"1991-1","1","3","Crop Yields","Crop Growth","Corn (Reduction In Vigor)","maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",0,"8","NA",23,5,"8","NA",50,"0.05","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 35 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil","Positive","assumed societal harm",NA,NA,NA,NA,27,"Crop Yields | Crop Growth | Corn (Reduction In Vigor)","Positive | assumed societal harm"
"319","Early Season Pest Management",95,"2002-3","2","1;2;3","Pests","Invertebrate Pests","Bean Leaf Beetles On Soybeans","total counts of adult bean leaf beetles (Cerotoma trifurcata)","NA","NA","#","Dunnett","mean",0,"NA","NA",2.87,7,"NA","NA",1.53,"0.05","untreated_seedfoliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (2 applications, 16.83 or 21.91 g ai/ha + 28.05 g ai/ha)","Pyrethroid (Insecticide)","Seed & Foliar","Negative","assumed societal harm",NA,NA,NA,NA,-46.69,"Pests | Invertebrate Pests | Bean Leaf Beetles On Soybeans","Negative | assumed societal harm"
"320","Early Season Pest Management",95,"2002-3","3","1;2;3","Pests","Invertebrate Pests","Bean Leaf Beetles On Soybeans","total counts of adult bean leaf beetles (Cerotoma trifurcata)","NA","NA","#","Dunnett","mean",0,"NA","NA",2.08,7,"NA","NA",1.75,"ns","untreated_seedfoliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (2 applications, 16.83 or 21.91 g ai/ha + 28.05 g ai/ha)","Pyrethroid (Insecticide)","Seed & Foliar","Negative","assumed societal harm",NA,NA,NA,NA,-15.87,"Pests | Invertebrate Pests | Bean Leaf Beetles On Soybeans","Negative | assumed societal harm"
"321","Early Season Pest Management",95,"2002-3","1","1","Pests","Invertebrate Pests","Bean Leaf Beetles On Soybeans","total counts of teneral adult (soon after molting) bean leaf beetles (Cerotoma trifurcata)","NA","NA","#","Dunnett","mean",0,"NA","NA",6.62,6,"NA","NA",7.13,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (28.05 g ai/ha)","Pyrethroid (Insecticide)","Foliar","Negative","assumed societal harm",NA,NA,NA,NA,7.7,"Pests | Invertebrate Pests | Bean Leaf Beetles On Soybeans","Negative | assumed societal harm"
"322","Early Season Pest Management",95,"2002-3","1","2","Pests","Invertebrate Pests","Bean Leaf Beetles On Soybeans","total counts of adult bean leaf beetles (Cerotoma trifurcata)","NA","NA","#","Dunnett","mean",0,"NA","NA",10.57,6,"NA","NA",5,"ns","untreated_foliarI","untreated","untreated soybean","lambda-cyhalothrin","soybean foliage sprayed with ?-cyhalothrin (28.05 g ai/ha)","Pyrethroid (Insecticide)","Foliar","Negative","assumed societal harm",NA,NA,NA,NA,-52.7,"Pests | Invertebrate Pests | Bean Leaf Beetles On Soybeans","Negative | assumed societal harm"
"323","Early Season Pest Management",88,"2005-3","1;2;3","1;2;3;4;5;6","Crop Yields","Grain Production","Corn","maize yield","NA","NA","kg/ha","LSM","mean",0,"NA","NA",1271,2,"NA","NA",1380,"0.05","untreated_foliarIF","untreated","untreated soybean","pyraclostrobin; lambda-cyhalothrin","soybean prophlactically sprayed with pyraclostrobin ( 89.6 g ai/ha) and lambda-cyhalothrin (28.0 g ai/ha)","Organophosphate, Pyrethroid, & Fungicide","Foliar","Positive","assumed societal benefit",NA,NA,NA,NA,8.58,"Crop Yields | Grain Production | Corn","Positive | assumed societal benefit"
"324","Early Season Pest Management",88,"2005-3","1;2;3","1;2;3;4;5;6","Crop Yields","Grain Production","Corn","maize yield","NA","NA","kg/ha","LSM","sem",0,"NA","NA",52,2,"NA","NA",52,"0.05","untreated_foliarIF","untreated","untreated soybean","pyraclostrobin; lambda-cyhalothrin","soybean prophlactically sprayed with pyraclostrobin ( 89.6 g ai/ha) and lambda-cyhalothrin (28.0 g ai/ha)","Organophosphate, Pyrethroid, & Fungicide","Foliar","Positive","assumed societal benefit",NA,NA,NA,NA,0,"Crop Yields | Grain Production | Corn","Positive | assumed societal benefit"
"325","Early Season Pest Management",78,"1991-1","1","6","Crop Yields","Grain Production","Corn","maize grain yield","NA","NA","100 kg/ha","LSD","mean",10,"23","NA",141,19,"23","NA",145,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","tefluthrin","T-band organophosphate (tefluthrin 1.5% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil","Positive","assumed societal benefit",NA,NA,NA,NA,2.84,"Crop Yields | Grain Production | Corn","Positive | assumed societal benefit"
"326","Early Season Pest Management",78,"1991-1","1","6","Crop Yields","Grain Production","Corn","maize grain yield","NA","NA","100 kg/ha","LSD","mean",10,"24","NA",151,19,"24","NA",151,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","tefluthrin","T-band organophosphate (tefluthrin 1.5% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil","Positive","assumed societal benefit",NA,NA,NA,NA,0,"Crop Yields | Grain Production | Corn","Positive | assumed societal benefit"
"327","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","mean",0,"NA","NA",25.7,22,"NA","NA",2.6,"0.05","untreated_bandI","untreated","untreated maize seed","ethoprop; phorate (Holdem 20G)","banded insecticide, ethoprop/phorate (170 g ai/ha, Holdem 20G)","Organophosphate & Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-89.88,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"328","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","sem",0,"NA","NA",4.5,22,"NA","NA",1.6,"0.05","untreated_bandI","untreated","untreated maize seed","ethoprop; phorate (Holdem 20G)","banded insecticide, ethoprop/phorate (170 g ai/ha, Holdem 20G)","Organophosphate & Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-64.44,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"329","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","mean",0,"NA","NA",25.7,23,"NA","NA",11.3,"0.05","untreated_bandI","untreated","untreated maize seed","ethoprop; phorate (Holdem 20G)","banded insecticide, ethoprop/phorate (226 g ai/ha, Holdem 20G)","Organophosphate & Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",-56.03,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"330","Early Season Pest Management",74,"1989-2","2","1","Crop Yields","Crop Damage","Crop Damaged By Invertebrates","maize plant death due to black cutworms","NA","NA","#","Fisher's LSD","sem",0,"NA","NA",4.5,23,"NA","NA",5.8,"0.05","untreated_bandI","untreated","untreated maize seed","ethoprop; phorate (Holdem 20G)","banded insecticide, ethoprop/phorate (226 g ai/ha, Holdem 20G)","Organophosphate & Pyrethroid (Insecticide)","Soil","Negative","assumed societal harm","Pests","Invertebrate Pests","Negative","assumed societal harm",28.89,"Crop Yields | Crop Damage | Crop Damaged By Invertebrates ; Pests | Invertebrate Pests | Crop Damaged By Invertebrates","Negative | assumed societal harm ; Negative | assumed societal harm"
"331","Early Season Pest Management",94,"1992-2","1;2","1;2","Crop Yields","Stand Count","Corn","maize stand count","NA","NA","#","BLSD","mean",0,"NA","NA",29,3,"NA","NA",31,"ns","untreated_seedF","untreated","untreated maize (sweet)","fluazinam","maize (sweet) treated with fluazinam (0.6 g ai/kg) seed treatment","Fungicide","Seed","Positive","assumed societal benefit",NA,NA,NA,NA,6.9,"Crop Yields | Stand Count | Corn","Positive | assumed societal benefit"
"332","Early Season Pest Management",78,"1991-1","1","1","Crop Yields","Crop Growth","Corn (Reduction In Vigor)","maize vigor reduction (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)","NA","NA","%","LSD","mean",0,"9","NA",3,5,"9","NA",1,"ns","untreated_bandI","untreated","untreated maize, 70 g/ha herbicide (Nicosulfuron)","terbufos","T-band organophosphate (20% ai controlled release granule applied at 0.11 g ai/m, Terbufos), 70 g/ha herbicide (Nicosulfuron)","Organophosphate (Insecticide)","Soil","Positive","assumed societal harm",NA,NA,NA,NA,-2,"Crop Yields | Crop Growth | Corn (Reduction In Vigor)","Positive | assumed societal harm"
