review,paper_id,duration,rv_year,loc_multi_results,group_level1,group_level2,group_level3,rv,rv_depth,sample_depth,rv_units,stat_test,stat_type,trt1,trt1_int,trt1_int2,trt1_value,trt2,trt2_int,trt2_int2,trt2_value,significance,trt1_name,trt1_details,trt2_name,trt2_details,trt2_group1,trt2_group2,crop_type,system_group1,system_group2,mgmt_intention
Continuous cover,4016,1992-1,1,1,Climate Mitigation,Carbon Storage,Loss of soil organic carbon,loss of total carbon due to erosion,NA,NA,kg/ha,NA,mean,1,NA,NA,184,3,NA,NA,53,ns,monocrop,maize,intercrop,bean;maize,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Climate Mitigation,Carbon Storage,Loss of soil organic carbon,loss of total carbon due to erosion,NA,NA,kg/ha,NA,mean,2,NA,NA,101,3,NA,NA,53,ns,monocrop,bean,intercrop,bean;maize,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Climate Mitigation,Carbon Storage,Soil organic carbon,total carbon concentration in eroded soil,0-5 cm,0-30 cm,g/kg,NA,mean,1,NA,NA,29.2,3,NA,NA,28.6,NA,monocrop,maize,intercrop,bean;maize,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Climate Mitigation,Carbon Storage,Soil organic carbon,total carbon concentration in eroded soil,0-5 cm,0-30 cm,g/kg,NA,mean,2,NA,NA,29.5,3,NA,NA,28.6,NA,monocrop,bean,intercrop,bean;maize,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Nitrogen,Total nitrogen,total nitrogen concentration in eroded soil,0-5 cm,0-30 cm,g/kg,NA,mean,0,NA,NA,2.65,1,NA,NA,2.69,NA,bare soil,bare soil,monocrop,maize,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Nitrogen,Total nitrogen,total nitrogen concentration in eroded soil,0-5 cm,0-30 cm,g/kg,NA,mean,0,NA,NA,2.65,2,NA,NA,2.72,NA,bare soil,bare soil,monocrop,bean,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Nitrogen,Total nitrogen,total nitrogen concentration in eroded soil,0-5 cm,0-30 cm,g/kg,NA,mean,1,NA,NA,2.69,3,NA,NA,2.63,NA,monocrop,maize,intercrop,bean;maize,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Nitrogen,Total nitrogen,total nitrogen concentration in eroded soil,0-5 cm,0-30 cm,g/kg,NA,mean,2,NA,NA,2.72,3,NA,NA,2.63,NA,monocrop,bean,intercrop,bean;maize,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Nitrogen,Total nitrogen,total nitrogen concentration in eroded soil,0-5 cm,0-30 cm,g/kg,NA,mean,0,NA,NA,2.65,3,NA,NA,2.63,NA,bare soil,bare soil,intercrop,bean;maize,2,Legume & Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Phosphorus,total phosphorus concentration in eroded soil,0-5 cm,0-30 cm,mg/kg,NA,mean,0,NA,NA,631,1,NA,NA,662,NA,bare soil,bare soil,monocrop,maize,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Phosphorus,total phosphorus concentration in eroded soil,0-5 cm,0-30 cm,mg/kg,NA,mean,0,NA,NA,631,2,NA,NA,744,NA,bare soil,bare soil,monocrop,bean,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Phosphorus,total phosphorus concentration in eroded soil,0-5 cm,0-30 cm,mg/kg,NA,mean,1,NA,NA,662,3,NA,NA,741,NA,monocrop,maize,intercrop,bean;maize,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Phosphorus,total phosphorus concentration in eroded soil,0-5 cm,0-30 cm,mg/kg,NA,mean,2,NA,NA,744,3,NA,NA,741,NA,monocrop,bean,intercrop,bean;maize,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Phosphorus,total phosphorus concentration in eroded soil,0-5 cm,0-30 cm,mg/kg,NA,mean,0,NA,NA,631,3,NA,NA,741,NA,bare soil,bare soil,intercrop,bean;maize,2,Legume & Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Phosphorus,plant available phosphorus in eroded soil,0-5 cm,0-30 cm,mg/kg,NA,mean,0,NA,NA,21.3,1,NA,NA,22.4,NA,bare soil,bare soil,monocrop,maize,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Phosphorus,plant available phosphorus in eroded soil,0-5 cm,0-30 cm,mg/kg,NA,mean,0,NA,NA,21.3,2,NA,NA,28.2,NA,bare soil,bare soil,monocrop,bean,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Phosphorus,plant available phosphorus in eroded soil,0-5 cm,0-30 cm,mg/kg,NA,mean,1,NA,NA,22.4,3,NA,NA,17,NA,monocrop,maize,intercrop,bean;maize,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Phosphorus,plant available phosphorus in eroded soil,0-5 cm,0-30 cm,mg/kg,NA,mean,2,NA,NA,28.2,3,NA,NA,17,NA,monocrop,bean,intercrop,bean;maize,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Phosphorus,plant available phosphorus in eroded soil,0-5 cm,0-30 cm,mg/kg,NA,mean,0,NA,NA,21.3,3,NA,NA,17,NA,bare soil,bare soil,intercrop,bean;maize,2,Legume & Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Potassium,total potassium concentration in eroded soil,0-5 cm,0-30 cm,mg/kg,NA,mean,0,NA,NA,2.04,1,NA,NA,2.2,NA,bare soil,bare soil,monocrop,maize,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Potassium,total potassium concentration in eroded soil,0-5 cm,0-30 cm,mg/kg,NA,mean,0,NA,NA,2.04,2,NA,NA,2.39,NA,bare soil,bare soil,monocrop,bean,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Potassium,total potassium concentration in eroded soil,0-5 cm,0-30 cm,mg/kg,NA,mean,1,NA,NA,2.2,3,NA,NA,2.67,NA,monocrop,maize,intercrop,bean;maize,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Potassium,total potassium concentration in eroded soil,0-5 cm,0-30 cm,mg/kg,NA,mean,2,NA,NA,2.39,3,NA,NA,2.67,NA,monocrop,bean,intercrop,bean;maize,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Potassium,total potassium concentration in eroded soil,0-5 cm,0-30 cm,mg/kg,NA,mean,0,NA,NA,2.04,3,NA,NA,2.67,NA,bare soil,bare soil,intercrop,bean;maize,2,Legume & Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Potassium,plant available potassium in eroded soil,0-5 cm,0-30 cm,mg/kg,NA,mean,0,NA,NA,335,1,NA,NA,359,NA,bare soil,bare soil,monocrop,maize,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Potassium,plant available potassium in eroded soil,0-5 cm,0-30 cm,mg/kg,NA,mean,0,NA,NA,335,2,NA,NA,410,NA,bare soil,bare soil,monocrop,bean,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Potassium,plant available potassium in eroded soil,0-5 cm,0-30 cm,mg/kg,NA,mean,1,NA,NA,359,3,NA,NA,413,NA,monocrop,maize,intercrop,bean;maize,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Potassium,plant available potassium in eroded soil,0-5 cm,0-30 cm,mg/kg,NA,mean,2,NA,NA,410,3,NA,NA,413,NA,monocrop,bean,intercrop,bean;maize,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Potassium,plant available potassium in eroded soil,0-5 cm,0-30 cm,mg/kg,NA,mean,0,NA,NA,335,3,NA,NA,413,NA,bare soil,bare soil,intercrop,bean;maize,2,Legume & Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Other Soil Properties,Physical Properties,Erosion,soil losses,NA,NA,t/ha,NA,mean,0,NA,NA,25.4,1,NA,NA,6.17,0.05,bare soil,bare soil,monocrop,maize,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Other Soil Properties,Physical Properties,Erosion,soil losses,NA,NA,t/ha,NA,mean,0,NA,NA,25.4,2,NA,NA,3.39,0.05,bare soil,bare soil,monocrop,bean,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Other Soil Properties,Physical Properties,Erosion,soil losses,NA,NA,t/ha,NA,mean,1,NA,NA,6.17,3,NA,NA,1.89,ns,monocrop,maize,intercrop,bean;maize,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Other Soil Properties,Physical Properties,Erosion,soil losses,NA,NA,t/ha,NA,mean,2,NA,NA,3.39,3,NA,NA,1.89,ns,monocrop,bean,intercrop,bean;maize,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Other Soil Properties,Physical Properties,Erosion,soil losses,NA,NA,t/ha,NA,mean,0,NA,NA,25.4,3,NA,NA,1.89,ns,bare soil,bare soil,intercrop,bean;maize,2,Legume & Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Nitrogen,Nitrogen losses,loss of total nitrogen due to erosion,NA,NA,kg/ha,NA,mean,0,NA,NA,67.3,1,NA,NA,16.5,0.05,bare soil,bare soil,monocrop,maize,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Nitrogen,Nitrogen losses,loss of total nitrogen due to erosion,NA,NA,kg/ha,NA,mean,0,NA,NA,67.3,2,NA,NA,9.2,0.05,bare soil,bare soil,monocrop,bean,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Nitrogen,Nitrogen losses,loss of total nitrogen due to erosion,NA,NA,kg/ha,NA,mean,1,NA,NA,16.5,3,NA,NA,4.9,ns,monocrop,maize,intercrop,bean;maize,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Nitrogen,Nitrogen losses,loss of total nitrogen due to erosion,NA,NA,kg/ha,NA,mean,2,NA,NA,9.2,3,NA,NA,4.9,ns,monocrop,bean,intercrop,bean;maize,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Nitrogen,Nitrogen losses,loss of total nitrogen due to erosion,NA,NA,kg/ha,NA,mean,0,NA,NA,67.3,3,NA,NA,4.9,ns,bare soil,bare soil,intercrop,bean;maize,2,Legume & Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Phosphorus losses,loss of total phosphorus due to erosion,NA,NA,kg/ha,NA,mean,0,NA,NA,16.4,1,NA,NA,3.75,0.05,bare soil,bare soil,monocrop,maize,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Phosphorus losses,loss of total phosphorus due to erosion,NA,NA,kg/ha,NA,mean,0,NA,NA,16.4,2,NA,NA,2.23,0.05,bare soil,bare soil,monocrop,bean,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Phosphorus losses,loss of total phosphorus due to erosion,NA,NA,kg/ha,NA,mean,1,NA,NA,3.75,3,NA,NA,1.34,ns,monocrop,maize,intercrop,bean;maize,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Phosphorus losses,loss of total phosphorus due to erosion,NA,NA,kg/ha,NA,mean,2,NA,NA,2.23,3,NA,NA,1.34,ns,monocrop,bean,intercrop,bean;maize,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Phosphorus losses,loss of total phosphorus due to erosion,NA,NA,kg/ha,NA,mean,0,NA,NA,16.4,3,NA,NA,1.34,ns,bare soil,bare soil,intercrop,bean;maize,2,Legume & Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Phosphorus losses,loss of plant available phosphorus due to erosion,NA,NA,kg/ha,NA,mean,0,NA,NA,0.439,1,NA,NA,0.142,ns,bare soil,bare soil,monocrop,maize,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Phosphorus losses,loss of plant available phosphorus due to erosion,NA,NA,kg/ha,NA,mean,0,NA,NA,0.439,2,NA,NA,0.094,ns,bare soil,bare soil,monocrop,bean,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Phosphorus losses,loss of plant available phosphorus due to erosion,NA,NA,kg/ha,NA,mean,1,NA,NA,0.142,3,NA,NA,0.039,ns,monocrop,maize,intercrop,bean;maize,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Phosphorus losses,loss of plant available phosphorus due to erosion,NA,NA,kg/ha,NA,mean,2,NA,NA,0.094,3,NA,NA,0.039,ns,monocrop,bean,intercrop,bean;maize,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Phosphorus losses,loss of plant available phosphorus due to erosion,NA,NA,kg/ha,NA,mean,0,NA,NA,0.439,3,NA,NA,0.039,ns,bare soil,bare soil,intercrop,bean;maize,2,Legume & Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Potassium losses,loss of total potassium due to erosion,0-5 cm,0-30 cm,kg/ha,NA,mean,0,NA,NA,51.1,1,NA,NA,14.3,0.05,bare soil,bare soil,monocrop,maize,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Potassium losses,loss of total potassium due to erosion,0-5 cm,0-30 cm,kg/ha,NA,mean,0,NA,NA,51.1,2,NA,NA,7.6,0.05,bare soil,bare soil,monocrop,bean,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Potassium losses,loss of total potassium due to erosion,0-5 cm,0-30 cm,kg/ha,NA,mean,1,NA,NA,14.3,3,NA,NA,5.1,ns,monocrop,maize,intercrop,bean;maize,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Potassium losses,loss of total potassium due to erosion,0-5 cm,0-30 cm,kg/ha,NA,mean,2,NA,NA,7.6,3,NA,NA,5.1,ns,monocrop,bean,intercrop,bean;maize,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Potassium losses,loss of total potassium due to erosion,0-5 cm,0-30 cm,kg/ha,NA,mean,0,NA,NA,51.1,3,NA,NA,5.1,ns,bare soil,bare soil,intercrop,bean;maize,2,Legume & Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Potassium losses,loss of plant available potassium due to erosion,0-5 cm,0-30 cm,kg/ha,NA,mean,0,NA,NA,7.88,1,NA,NA,2.05,0.05,bare soil,bare soil,monocrop,maize,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Potassium losses,loss of plant available potassium due to erosion,0-5 cm,0-30 cm,kg/ha,NA,mean,0,NA,NA,7.88,2,NA,NA,1.33,0.05,bare soil,bare soil,monocrop,bean,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Potassium losses,loss of plant available potassium due to erosion,0-5 cm,0-30 cm,kg/ha,NA,mean,1,NA,NA,2.05,3,NA,NA,0.71,ns,monocrop,maize,intercrop,bean;maize,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Potassium losses,loss of plant available potassium due to erosion,0-5 cm,0-30 cm,kg/ha,NA,mean,2,NA,NA,1.33,3,NA,NA,0.71,ns,monocrop,bean,intercrop,bean;maize,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Soil Nutrients,Phosphorus & Potassium,Potassium losses,loss of plant available potassium due to erosion,0-5 cm,0-30 cm,kg/ha,NA,mean,0,NA,NA,7.88,3,NA,NA,0.71,ns,bare soil,bare soil,intercrop,bean;maize,2,Legume & Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Water Quality,Nutrient Runoff,Phosphorus,phosphorus concentrations in runoff,NA,NA,mg/dm^3 runoff,NA,mean,0,NA,NA,1.27,1,NA,NA,1.35,NA,bare soil,bare soil,monocrop,maize,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Water Quality,Nutrient Runoff,Phosphorus,phosphorus concentrations in runoff,NA,NA,mg/dm^3 runoff,NA,mean,0,NA,NA,1.27,2,NA,NA,1.37,NA,bare soil,bare soil,monocrop,bean,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Water Quality,Nutrient Runoff,Phosphorus,phosphorus concentrations in runoff,NA,NA,mg/dm^3 runoff,NA,mean,1,NA,NA,1.35,3,NA,NA,1.83,NA,monocrop,maize,intercrop,bean;maize,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Water Quality,Nutrient Runoff,Phosphorus,phosphorus concentrations in runoff,NA,NA,mg/dm^3 runoff,NA,mean,2,NA,NA,1.37,3,NA,NA,1.83,NA,monocrop,bean,intercrop,bean;maize,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Water Quality,Nutrient Runoff,Phosphorus,phosphorus concentrations in runoff,NA,NA,mg/dm^3 runoff,NA,mean,0,NA,NA,1.27,3,NA,NA,1.83,NA,bare soil,bare soil,intercrop,bean;maize,2,Legume & Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Water Quality,Nutrient Runoff,Potassium,potassium concentrations in runoff,NA,NA,mg/dm^3 runoff,NA,mean,0,NA,NA,6.1,1,NA,NA,12.3,NA,bare soil,bare soil,monocrop,maize,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Water Quality,Nutrient Runoff,Potassium,potassium concentrations in runoff,NA,NA,mg/dm^3 runoff,NA,mean,0,NA,NA,6.1,2,NA,NA,12.2,NA,bare soil,bare soil,monocrop,bean,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Water Quality,Nutrient Runoff,Potassium,potassium concentrations in runoff,NA,NA,mg/dm^3 runoff,NA,mean,1,NA,NA,12.3,3,NA,NA,13.7,NA,monocrop,maize,intercrop,bean;maize,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Water Quality,Nutrient Runoff,Potassium,potassium concentrations in runoff,NA,NA,mg/dm^3 runoff,NA,mean,2,NA,NA,12.2,3,NA,NA,13.7,NA,monocrop,bean,intercrop,bean;maize,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Water Quality,Nutrient Runoff,Potassium,potassium concentrations in runoff,NA,NA,mg/dm^3 runoff,NA,mean,0,NA,NA,6.1,3,NA,NA,13.7,NA,bare soil,bare soil,intercrop,bean;maize,2,Legume & Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Water Quality,Nutrient Runoff,Phosphorus,Phosphorous losses due to runoff,NA,NA,g/ha,NA,mean,0,NA,NA,353,1,NA,NA,160,0.05,bare soil,bare soil,monocrop,maize,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Water Quality,Nutrient Runoff,Phosphorus,Phosphorous losses due to runoff,NA,NA,g/ha,NA,mean,0,NA,NA,353,2,NA,NA,149,0.05,bare soil,bare soil,monocrop,bean,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Water Quality,Nutrient Runoff,Phosphorus,Phosphorous losses due to runoff,NA,NA,g/ha,NA,mean,1,NA,NA,160,3,NA,NA,94,ns,monocrop,maize,intercrop,bean;maize,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Water Quality,Nutrient Runoff,Phosphorus,Phosphorous losses due to runoff,NA,NA,g/ha,NA,mean,2,NA,NA,149,3,NA,NA,94,ns,monocrop,bean,intercrop,bean;maize,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Water Quality,Nutrient Runoff,Phosphorus,Phosphorous losses due to runoff,NA,NA,g/ha,NA,mean,0,NA,NA,353,3,NA,NA,94,0.05,bare soil,bare soil,intercrop,bean;maize,2,Legume & Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Water Quality,Nutrient Runoff,Potassium,Potassium losses due to runoff,NA,NA,g/ha,NA,mean,0,NA,NA,1197,1,NA,NA,430,ns,bare soil,bare soil,monocrop,maize,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Water Quality,Nutrient Runoff,Potassium,Potassium losses due to runoff,NA,NA,g/ha,NA,mean,0,NA,NA,1197,2,NA,NA,479,ns,bare soil,bare soil,monocrop,bean,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Water Quality,Nutrient Runoff,Potassium,Potassium losses due to runoff,NA,NA,g/ha,NA,mean,1,NA,NA,430,3,NA,NA,437,ns,monocrop,maize,intercrop,bean;maize,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Water Quality,Nutrient Runoff,Potassium,Potassium losses due to runoff,NA,NA,g/ha,NA,mean,2,NA,NA,479,3,NA,NA,437,ns,monocrop,bean,intercrop,bean;maize,2,Legume & Non-Legume,Bean,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Water Quality,Nutrient Runoff,Potassium,Potassium losses due to runoff,NA,NA,g/ha,NA,mean,0,NA,NA,1197,3,NA,NA,437,ns,bare soil,bare soil,intercrop,bean;maize,2,Legume & Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Water Quality,Flow Quantity,Water discharge,water runoff,NA,NA,m^3/ha,Student-Newman-Keuls,mean,0,NA,NA,246,1,NA,NA,140,0.05,bare soil,bare soil,monocrop,maize,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Water Quality,Flow Quantity,Water discharge,water runoff,NA,NA,m^3/ha,Student-Newman-Keuls,mean,0,NA,NA,246,2,NA,NA,114,0.05,bare soil,bare soil,monocrop,bean,1,Non-Legume,Bare Soil,Uniform,Rainfed,Nutrient Management;Soil Health
Continuous cover,4016,1992-1,1,1,Water Quality,Flow Quantity,Water discharge,water runoff,NA,NA,m^3/ha,Student-Newman-Keuls,mean,1,NA,NA,140,3,NA,NA,46,0.05,monocrop,maize,intercrop,bean;maize,2,Legume & Non-Legume,Cereal,Uniform,Rainfed,Nutrient Management;Soil Health
